TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special
2963,Tezzardz #2963,Blue,Orange,Heavy Freckles,Bone,,Flame Shades,Straight Tongue Feisty,Skulls Shell Suit,,,,
2964,Tezzardz #2964,Peach,Green,Heavy Freckles,,$,Tech Scope,Straight Tongue Feisty,Skulls Shell Suit,Plain Black Spikes,,,
2965,Tezzardz #2965,Blue,Red,Bolt,,,Gold Leaf Eye Patch,Straight Tongue Sad,Video Games Tee,,,,
2966,Tezzardz #2966,Pink,Green,Heavy Bolt,,,Hearts Shades,Split Tongue Pink Feisty,Silk Shirt Blue,Backwards Cap Jungle,,,
2967,Tezzardz #2967,Green,Purple,Heavy,Rainbow,$$,Dopey Swimming Goggles,Bent Tongue Feisty,Meditation Tee,Green Spikes,,,
2968,Tezzardz #2968,Purple,Red,Freckles,Rainbow,$$$$,Cool Shades,Split Tongue Feisty,Rainbow Onesie,Green Spikes,,,
2969,Tezzardz #2969,Pink,Yellow,Heavy Freckles,,$,,Split Tongue Angry,Space Onesie,Purple Spikes,,,
2970,Tezzardz #2970,Pink,Yellow,Bolt,Bone,$,Tech Scope,Green Tongue Feisty,Video Games Tee,Fancy Hat,,,
2971,Tezzardz #2971,Pink,Orange,Bolt,Bone,,Cool Shades,Straight Tongue Sad,,Rainbow Spikes,,,
2972,Tezzardz #2972,Purple,Green,Bolt,Gold,$,Bad Eyesight Reybannes,Straight Tongue Feisty,Ghost Tee,Green Spikes,,,
2973,Tezzardz #2973,Peach,Orange,Green,Rainbow,$$,,Split Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
2974,Tezzardz #2974,Yellow,Green,Freckles,Bone,$$,,Green Tongue Wavy Sassy,Ghost Tee,Green Spikes,,,
2975,Tezzardz #2975,Peach,Purple,Freckles,,$$,Flame Shades,Split Tongue Angry,Tassle Jacket,Hunting Hat,,,
2976,Tezzardz #2976,Blue,Purple,Heavy Freckles,Bone,$$,,Green Tongue Wavy Sassy,Patterned Sweater,Red Spikes,,,
2977,Tezzardz #2977,Purple,Yellow,Freckles,Bone,,,Bent Tongue Feisty,Patterned Sweater,Green Spikes,,,
2978,Tezzardz #2978,Yellow,White,Heavy Freckles,,,Flame Shades,Straight Tongue Sad,Patterned Sweater,Backwards Cap Flames,Scar,,
2979,Tezzardz #2979,Yellow,White,Freckles,,$,,Blue Tongue Wavy Not Amused,Gardening Utility Belt,Hunting Hat,,,
2980,Tezzardz #2980,Yellow,Red,Bolt,,$,Plain Specs,Split Tongue Pink Feisty,Patterned Tee,,,,
2981,Tezzardz #2981,Purple,Purple,Orange,,$$$,Cool Shades,Green Tongue Feisty,Pink Biker,,Scar,,
2982,Tezzardz #2982,Purple,Yellow,Freckles,,$,Hearts Shades,Split Tongue Feisty,Tassle Jacket,Yellow Spikes,,Red,
2983,Tezzardz #2983,Peach,Red,Heavy Bolt,,$$$,,Split Tongue Feisty,Fk Yeh Sweater,Rainbow Spikes,,,
2984,Tezzardz #2984,Green,Orange,Bolt,Rainbow,$$,,Bent Tongue Feisty,Rainbow Onesie,Backwards Cap,,,
2985,Tezzardz #2985,Yellow,Yellow,Freckles,,$$$,Cool Shades,Dumb Tongue,Patterned Tee,,,,
2986,Tezzardz #2986,Peach,Red,Heavy,,$,,Straight Tongue Sad,Ghost Tee,Fancy Hat,,,
2987,Tezzardz #2987,Peach,Red,Heavy Bolt,Bone,$$$,,Straight Tongue Sad,Rainbow Onesie,Rainbow Spikes,,,
2988,Tezzardz #2988,Peach,Purple,Heavy,Gold,$,Disguise Glasses,Bent Tongue Feisty,Pink Biker,Backwards Cap Jungle,,,
2989,Tezzardz #2989,Pink,Yellow,Bolt,,$,Tech Scope,Straight Tongue Sad,Tassle Jacket,Sad Boi Cap,,Red,
2990,Tezzardz #2990,Yellow,Red,Bolt,Bone,$,,Straight Tongue Feisty,Silk Shirt Blue,Yellow Spikes,,,
2991,Tezzardz #2991,Peach,Purple,Heavy,Rainbow,$$,,Straight Tongue Feisty,Ghost Tee,Party Pal Hat,,,
2992,Tezzardz #2992,Blue,Green,Freckles,Rainbow,$,,Straight Tongue Sad,Tassle Jacket,Yellow Spikes,,Pink,
2993,Tezzardz #2993,Purple,Purple,Freckles,Bone,$$,,Split Tongue Pink Feisty,Fk Yeh Sweater,,,,
2994,Tezzardz #2994,Green,Purple,Freckles,Bone,$,Cool Shades,Dumb Tongue,Space Onesie,Yellow Spikes,,,
2995,Tezzardz #2995,Green,Orange,Bolt,Gold,$,Joke Eyes Glasses,Straight Tongue Feisty,Permanent Vacation Tee,Rainbow Spikes,,,
2996,Tezzardz #2996,Purple,Purple,Heavy,Gold,$$,Flame Shades,Straight Tongue Feisty,Fk Yeh Sweater,,,,
2997,Tezzardz #2997,Pink,Purple,Heavy Freckles,,$,,Green Tongue Feisty,Fk Yeh Sweater,Sad Boi Cap,Scar,,
2998,Tezzardz #2998,Pink,Purple,Bolt,Gold,$$,,Straight Tongue Feisty,Silk Shirt Blue,Purple Spikes,,,
2999,Tezzardz #2999,Blue,Orange,Freckles,,$$,Gold Leaf Eye Patch,Straight Tongue Sad,Patterned Sweater,,,,
3000,Tezzardz #3000,Pink,Green,Heavy Freckles,Rainbow,$$,Cool Shades,Dumb Tongue,Pink Biker,Hunting Hat,,Red,
3001,Tezzardz #3001,Pink,White,Heavy Bolt,Gold,$,Plain Specs,Blue Tongue Wavy Not Amused,Fk Yeh Sweater,Yellow Spikes,,,
3002,Tezzardz #3002,Pink,Yellow,Heavy Freckles,Rainbow,,Flame Shades,Split Tongue Pink Feisty,Permanent Vacation Tee,Backwards Cap,,,
3003,Tezzardz #3003,Green,Purple,Heavy Bolt,,,Flame Shades,Straight Tongue Feisty,Patterned Sweater,Rare Frog Hat,,Pink,
3004,Tezzardz #3004,Green,Purple,Heavy Freckles,,$$,Tech Scope,Blue Tongue Wavy Not Amused,Patterned Sweater,,,,
3005,Tezzardz #3005,Pink,Yellow,Freckles,,$,Plain Specs,Split Tongue Angry,Space Onesie,Purple Spikes,,,
3006,Tezzardz #3006,Peach,Purple,Heavy Freckles,,$$,Disguise Glasses,Green Tongue Wavy Sassy,Silk Shirt Dark,Plain Black Spikes,,Pink,
3007,Tezzardz #3007,Peach,Purple,Bolt,,,Dopey Swimming Goggles,Bent Tongue Feisty,Patterned Sweater,Backwards Cap Jungle,,Red,
3008,Tezzardz #3008,Blue,Yellow,Heavy Freckles,Gold,$$$,,Straight Tongue Sad,Tech Armour,Plain Black Spikes,,,
3009,Tezzardz #3009,Peach,Yellow,Heavy Freckles,Bone,$,Plain Specs,Split Tongue Angry,,Plain Black Spikes,Scar,,
3010,Tezzardz #3010,Purple,Yellow,Heavy Freckles,Gold,$$,Monocle,Split Tongue Feisty,Tassle Jacket,Plain Black Spikes,,,
3011,Tezzardz #3011,Peach,Purple,Heavy Freckles,,$$$,Flame Shades,Green Tongue Feisty,Meditation Tee,Purple Spikes,,,
3012,Tezzardz #3012,Green,Green,Heavy,Gold,$,Cool Shades,Straight Tongue Sad,Pink Biker,Red Spikes,,,
3013,Tezzardz #3013,Purple,Purple,Freckles,Rainbow,$$,Gold Leaf Eye Patch,Straight Tongue Sad,Ghost Tee,Rainbow Spikes,,,
3014,Tezzardz #3014,Peach,Red,Heavy,Rainbow,$,Cool Shades,Green Tongue Wavy Sassy,Ghost Tee,Purple Spikes,Scar,,
3015,Tezzardz #3015,Purple,Orange,Freckles,Rainbow,$,Flame Shades,Bent Tongue Feisty,Patterned Sweater,Red Spikes,,,
3016,Tezzardz #3016,Peach,Red,Heavy Freckles,,,Cool Shades,Split Tongue Feisty,Pink Biker,Fancy Hat,,Pink,
3017,Tezzardz #3017,Peach,Yellow,Bolt,,$$$,Gold Leaf Eye Patch,Split Tongue Pink Feisty,Tassle Jacket,Yellow Spikes,Scar,Green,
3018,Tezzardz #3018,Peach,Purple,Red,Bone,$$,Bad Eyesight Reybannes,Blue Tongue Wavy Not Amused,Video Games Tee,Plain Black Spikes,,,
3019,Tezzardz #3019,Purple,Red,Bolt,Rainbow,$,Gold Leaf Eye Patch,Split Tongue Angry,Tassle Jacket,Plain Black Spikes,,Red,
3020,Tezzardz #3020,Purple,Green,Freckles,,$$$,Flame Shades,Blue Tongue Wavy Not Amused,Silk Shirt Dark,,,,
3021,Tezzardz #3021,Peach,Yellow,Heavy,Bone,$$$,Joke Eyes Glasses,Green Tongue Feisty,Silk Shirt Blue,Green Spikes,,,
3022,Tezzardz #3022,Yellow,Red,Heavy Freckles,,$,Gold Leaf Eye Patch,Green Tongue Feisty,,Red Spikes,Scar,,
3023,Tezzardz #3023,Peach,Orange,Heavy,Bone,$,Dopey Swimming Goggles,Straight Tongue Feisty,Firework Utility Belt,Rainbow Spikes,,,
3024,Tezzardz #3024,Yellow,Yellow,Heavy Freckles,Gold,,Dopey Swimming Goggles,Split Tongue Pink Feisty,Ghost Tee,Red Spikes,,,
3025,Tezzardz #3025,Pink,Green,Heavy Bolt,Gold,$,Dopey Swimming Goggles,Straight Tongue Feisty,Fk Yeh Sweater,Red Spikes,,,
3026,Tezzardz #3026,Peach,Green,Heavy Bolt,Bone,,Flame Shades,Straight Tongue Feisty,Ghost Tee,Limited Spikes,,,
3027,Tezzardz #3027,Purple,Yellow,Orange,,$$$,Cool Shades,Split Tongue Pink Feisty,Patterned Sweater,Hunting Hat,,,
3028,Tezzardz #3028,Green,Red,Freckles,Rainbow,$$$,Gold Leaf Eye Patch,Split Tongue Angry,Fkyencci Shirt,Plain Black Spikes,,Green,
3029,Tezzardz #3029,Green,Purple,Freckles,,$$,Cool Shades,Straight Tongue Sad,Silk Shirt Blue,Green Spikes,,,
3030,Tezzardz #3030,Blue,Purple,Heavy Freckles,,$$$,Tech Scope,Straight Tongue Feisty,Silk Shirt Dark,Limited Spikes,,,
3031,Tezzardz #3031,Green,Red,Heavy,,,Tech Scope,Green Tongue Wavy Sassy,Fk Yeh Sweater,Rare Frog Hat,,,
3032,Tezzardz #3032,Green,Red,Heavy,,$,,Straight Tongue Feisty,Ghost Tee,Purple Spikes,,,
3033,Tezzardz #3033,Blue,Orange,Bolt,Rainbow,$,Flame Shades,Straight Tongue Feisty,Silk Shirt Dark,Purple Spikes,,,
3034,Tezzardz #3034,Green,Green,Heavy,,$,Joke Eyes Glasses,Blue Tongue Wavy Not Amused,Rainbow Onesie,Backwards Cap,,,
3035,Tezzardz #3035,Blue,Yellow,Bolt,,,Hearts Shades,Green Tongue Wavy Sassy,,Red Spikes,,,
3036,Tezzardz #3036,Peach,Purple,Heavy Freckles,,$$,,Bent Tongue Feisty,Silk Shirt Blue,Backwards Cap Flames,,,
3037,Tezzardz #3037,Peach,Orange,Freckles,,$$,Gold Leaf Eye Patch,Green Tongue Feisty,Pink Biker,Backwards Cap Flames,,,
3038,Tezzardz #3038,Blue,Purple,Red,Rainbow,$$$$$,Disguise Glasses,Split Tongue Feisty,Fk Yeh Sweater,Green Spikes,Scar,,
3039,Tezzardz #3039,Peach,Green,Bolt,,$$$,Cool Shades,Green Tongue Wavy Sassy,Tassle Jacket,Red Spikes,,Pink,
3040,Tezzardz #3040,Peach,Green,Bolt,Rainbow,$$$,,Split Tongue Feisty,Tassle Jacket,Backwards Cap,Scar,,
3041,Tezzardz #3041,Green,Orange,Heavy Freckles,,$$$$,Dopey Swimming Goggles,Straight Tongue Sad,Patterned Tee,,,,
3042,Tezzardz #3042,Purple,Purple,Heavy Freckles,,$$$,,Bent Tongue Feisty,Tassle Jacket,,Scar,,
3043,Tezzardz #3043,Green,Purple,Heavy Freckles,Rainbow,$,Dopey Swimming Goggles,Straight Tongue Feisty,Shrine Onesie,Hunting Hat,,,
3044,Tezzardz #3044,Yellow,Red,Heavy Freckles,Bone,$$,Dopey Swimming Goggles,Split Tongue Pink Feisty,Patterned Tee,Jester Crown,,,
3045,Tezzardz #3045,Yellow,Orange,Purple,,$$,Flame Shades,Split Tongue Angry,Ghost Tee,Rainbow Spikes,,,
3046,Tezzardz #3046,Blue,Orange,Heavy,,$$,,Split Tongue Angry,Patterned Sweater,Balaclava,,,
3047,Tezzardz #3047,Peach,Orange,Heavy Bolt,,,,Bent Tongue Feisty,Patterned Tee,Party Pal Hat,,,
3048,Tezzardz #3048,Pink,Purple,Heavy Freckles,,$,Plain Specs,Green Tongue Feisty,Patterned Sweater,Jester Crown,,,
3049,Tezzardz #3049,Green,White,Orange,,,Cool Shades,Straight Tongue Feisty,Video Games Tee,Purple Spikes,,,
3050,Tezzardz #3050,Purple,Green,Bolt,,,Plain Specs,Split Tongue Pink Feisty,Space Onesie,Fancy Hat,,,
3051,Tezzardz #3051,Purple,Red,Bolt,,$$,Monocle,Split Tongue Angry,Ghost Tee,Rare Frog Hat,,,
3052,Tezzardz #3052,Pink,Purple,Bolt,Gold,$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Ghost Tee,Fancy Hat,,,
3053,Tezzardz #3053,Peach,Green,Heavy,,$,,Straight Tongue Sad,Silk Shirt Blue,Green Spikes,,,
3054,Tezzardz #3054,Peach,Green,Heavy Freckles,Gold,,Plain Specs,Split Tongue Angry,Pool Shirt,Red Spikes,,,
3055,Tezzardz #3055,Pink,Red,Heavy Freckles,,$,,Straight Tongue Feisty,Silk Shirt Dark,Green Spikes,,,
3056,Tezzardz #3056,Green,Orange,Freckles,,$$$,Hearts Shades,Straight Tongue Sad,Skulls Shell Suit,Backwards Cap Flames,,,
3057,Tezzardz #3057,Green,Red,Freckles,Gold,$$$$,Cool Shades,Split Tongue Angry,Tassle Jacket,Plain Black Spikes,,Red,
3058,Tezzardz #3058,Purple,Orange,Heavy Freckles,,$,Bad Eyesight Reybannes,Dumb Tongue,Gardening Utility Belt,Purple Spikes,,,
3059,Tezzardz #3059,Blue,Green,Heavy Freckles,,$,,Green Tongue Wavy Sassy,Patterned Sweater,,Scar,,
3060,Tezzardz #3060,Yellow,Orange,Freckles,,,Disguise Glasses,Straight Tongue Feisty,Space Onesie,Yellow Spikes,,,
3061,Tezzardz #3061,Blue,Purple,Freckles,Rainbow,$,,Split Tongue Angry,Fk Yeh Sweater,Green Spikes,,,
3062,Tezzardz #3062,Blue,Green,Bolt,Gold,,Plain Specs,Split Tongue Angry,Silk Shirt Blue,Rainbow Spikes,,,
3063,Tezzardz #3063,Yellow,Green,Freckles,,$$,Plain Specs,Bent Tongue Feisty,Gardening Utility Belt,Plain Black Spikes,,,
3064,Tezzardz #3064,Purple,Green,Heavy,Gold,$$,Cool Shades,Split Tongue Feisty,Fk Yeh Sweater,Backwards Cap Jungle,,,
3065,Tezzardz #3065,Peach,Orange,Heavy Freckles,Rainbow,$$$,,Dumb Tongue,Ghost Tee,Red Spikes,,,
3066,Tezzardz #3066,Peach,Yellow,Freckles,Bone,$$,,Blue Tongue Wavy Not Amused,Video Games Tee,Backwards Cap Jungle,,,
3067,Tezzardz #3067,Pink,Green,Freckles,,$$,Plain Specs,Split Tongue Pink Feisty,Space Onesie,Yellow Spikes,,,
3068,Tezzardz #3068,Blue,Green,Freckles,Rainbow,$,Gold Leaf Eye Patch,Split Tongue Angry,Fk Yeh Sweater,Purple Spikes,,,
3069,Tezzardz #3069,Blue,Red,Heavy,Bone,$$$,,Split Tongue Pink Feisty,Ghost Tee,Sad Boi Cap,,,
3070,Tezzardz #3070,Pink,Purple,Heavy Bolt,,$,Flame Shades,Straight Tongue Sad,Skulls Shell Suit,Backwards Cap Jungle,,,
3071,Tezzardz #3071,Blue,Yellow,Freckles,,$,Flame Shades,Green Tongue Feisty,Tassle Jacket,Red Spikes,,,
3072,Tezzardz #3072,Blue,Yellow,Heavy Freckles,,,,Split Tongue Feisty,Silk Shirt Blue,Green Spikes,,,
3073,Tezzardz #3073,Peach,Red,Bolt,,$,Flame Shades,Straight Tongue Sad,Rainbow Onesie,Limited Spikes,,,
3074,Tezzardz #3074,Green,Green,Bolt,Bone,$$$,,Green Tongue Feisty,Tassle Jacket,,,Green,
3075,Tezzardz #3075,Yellow,Green,Heavy Bolt,Gold,$$$$$,Disguise Glasses,Split Tongue Angry,Skulls Shell Suit,,,,
3076,Tezzardz #3076,Pink,Red,Bolt,Rainbow,$,Flame Shades,Split Tongue Pink Feisty,Tassle Jacket,Green Spikes,,,
3077,Tezzardz #3077,Peach,Purple,Heavy Freckles,Bone,,,Straight Tongue Feisty,,Sad Boi Cap,Scar,,
3078,Tezzardz #3078,Yellow,Yellow,Freckles,,$,Plain Specs,Split Tongue Feisty,Fk Yeh Sweater,,,,
3079,Tezzardz #3079,Pink,Orange,Freckles,,$$$$,,Split Tongue Angry,Permanent Vacation Tee,Hunting Hat,,,
3080,Tezzardz #3080,Purple,Orange,Heavy,,$$,Dopey Swimming Goggles,Green Tongue Wavy Sassy,Silk Shirt Blue,Backwards Cap Jungle,,Red,
3081,Tezzardz #3081,Green,Orange,Heavy,Bone,$$,Cool Shades,Green Tongue Feisty,Video Games Tee,Backwards Cap Flames,Scar,,
3082,Tezzardz #3082,Pink,Orange,Freckles,,$,,Green Tongue Feisty,Fk Yeh Sweater,,,,
3083,Tezzardz #3083,Pink,Orange,Heavy Bolt,,,,Split Tongue Feisty,Silk Shirt Blue,Party Pal Hat,,,
3084,Tezzardz #3084,Pink,Green,Freckles,Rainbow,$$$,,Straight Tongue Feisty,Tassle Jacket,Purple Spikes,,,
3085,Tezzardz #3085,Yellow,Red,Freckles,,$,Plain Specs,Straight Tongue Feisty,Fk Yeh Sweater,Purple Spikes,Scar,,
3086,Tezzardz #3086,Pink,Green,Heavy,,$,Tech Scope,Bent Tongue Feisty,Tassle Jacket,,,,
3087,Tezzardz #3087,Peach,Orange,Heavy Freckles,,$$$$,Flame Shades,Split Tongue Angry,Meditation Tee,Rainbow Spikes,,,
3088,Tezzardz #3088,Pink,Orange,Bolt,,$$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Gardening Utility Belt,Sad Boi Cap,,,
3089,Tezzardz #3089,Green,Red,Heavy Freckles,,$$$$,,Split Tongue Angry,Rainbow Onesie,Fancy Hat,,,
3090,Tezzardz #3090,Peach,Purple,Heavy,Rainbow,$,Flame Shades,Blue Tongue Wavy Not Amused,Patterned Sweater,Green Spikes,,Pink,
3091,Tezzardz #3091,Blue,Red,Heavy,,$,Disguise Glasses,Straight Tongue Feisty,Silk Shirt Dark,,,,
3092,Tezzardz #3092,Pink,Orange,Heavy,Bone,$$,Plain Specs,Straight Tongue Feisty,Tassle Jacket,Red Spikes,,,
3093,Tezzardz #3093,Green,Red,Bolt,Gold,$,Flame Shades,Blue Tongue Wavy Not Amused,Shrine Onesie,Plain Black Spikes,,,
3094,Tezzardz #3094,Peach,Green,Heavy,,$$$$$,,Split Tongue Pink Feisty,Ghost Tee,Purple Spikes,,,
3095,Tezzardz #3095,Yellow,Purple,Heavy Freckles,Bone,$,,Split Tongue Feisty,Fk Yeh Sweater,Red Spikes,,,
3096,Tezzardz #3096,Pink,Yellow,Heavy Freckles,,$$,,Bent Tongue Feisty,Pink Biker,Purple Spikes,,Pink,
3097,Tezzardz #3097,Peach,Green,Heavy,Bone,$,,Tiny Face,Silk Shirt Dark,Plain Black Spikes,,,
3098,Tezzardz #3098,Pink,Orange,Heavy Freckles,,$$$,Cool Shades,Split Tongue Angry,Silk Shirt Dark,Rare Frog Hat,Scar,,
3099,Tezzardz #3099,Peach,Yellow,Heavy,Bone,$$$,Flame Shades,Bent Tongue Feisty,Ghost Tee,Backwards Cap Flames,,,
3100,Tezzardz #3100,Green,Red,Heavy,Gold,$,Plain Specs,Straight Tongue Feisty,Tassle Jacket,Backwards Cap,,,
3101,Tezzardz #3101,Pink,Purple,Heavy,,$,Hearts Shades,Straight Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
3102,Tezzardz #3102,Green,Purple,Freckles,,$$$,Cool Shades,Split Tongue Angry,Firework Utility Belt,Yellow Spikes,,,
3103,Tezzardz #3103,Blue,Green,Heavy Freckles,Bone,$,,Green Tongue Wavy Sassy,Tassle Jacket,Hunting Hat,,,
3104,Tezzardz #3104,Purple,Purple,Heavy,,$,Monocle,Split Tongue Feisty,Patterned Sweater,Red Spikes,,,
3105,Tezzardz #3105,Yellow,Green,Freckles,Bone,$$,Cool Shades,Split Tongue Angry,Shrine Onesie,Yellow Spikes,,,
3106,Tezzardz #3106,Peach,Purple,Freckles,Gold,$,Cool Shades,Straight Tongue Feisty,Video Games Tee,Red Spikes,,,
3107,Tezzardz #3107,Purple,Orange,Heavy,Rainbow,$,,Bent Tongue Feisty,,Red Spikes,,,
3108,Tezzardz #3108,Green,Red,Heavy,Bone,$,Cool Shades,Green Tongue Feisty,Space Onesie,Purple Spikes,,,
3109,Tezzardz #3109,Purple,Green,Orange,,$,Bad Eyesight Reybannes,Split Tongue Angry,Tassle Jacket,Green Spikes,,Pink,
3110,Tezzardz #3110,Yellow,Yellow,Heavy Freckles,Rainbow,$,Joke Eyes Glasses,Straight Tongue Sad,Tassle Jacket,Purple Spikes,,Pink,
3111,Tezzardz #3111,Pink,Orange,Red,,$,Plain Specs,Straight Tongue Sad,Ghost Tee,Party Pal Hat,,,
3112,Tezzardz #3112,Peach,Yellow,Freckles,,$$,,Straight Tongue Sad,Ghost Tee,,,,
3113,Tezzardz #3113,Pink,Purple,Heavy Freckles,,$$$,Cool Shades,Straight Tongue Sad,Fk Yeh Sweater,Plain Black Spikes,,,
3114,Tezzardz #3114,Purple,Red,Heavy Bolt,,$,Flame Shades,Blue Tongue Wavy Not Amused,Ghost Tee,Red Spikes,,,
3115,Tezzardz #3115,Green,Red,Heavy,,,Plain Specs,Split Tongue Angry,Silk Shirt Blue,,,Pink,
3116,Tezzardz #3116,Blue,Red,Heavy Freckles,,$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Shrine Onesie,Party Pal Hat,,,
3117,Tezzardz #3117,Green,Green,Bolt,Bone,$,Cool Shades,Blue Tongue Wavy Not Amused,Pink Biker,Limited Spikes,,Red,
3118,Tezzardz #3118,Peach,Yellow,Heavy Bolt,Gold,$$,Flame Shades,Straight Tongue Sad,Pool Shirt,Hunting Hat,,,
3119,Tezzardz #3119,Green,Red,Heavy Bolt,,$,Hearts Shades,Straight Tongue Sad,Shrine Onesie,Backwards Cap Flames,,,
3120,Tezzardz #3120,Yellow,Orange,Purple,Bone,,Gold Leaf Eye Patch,Split Tongue Angry,Tech Armour,Red Spikes,,,
3121,Tezzardz #3121,Yellow,Red,Bolt,,$$$$,,Bent Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
3122,Tezzardz #3122,Blue,Orange,Freckles,Gold,$,Plain Specs,Green Tongue Feisty,Patterned Sweater,Limited Spikes,,Red,
3123,Tezzardz #3123,Green,Green,Heavy Freckles,,,,Tiny Face,Tassle Jacket,Backwards Cap Jungle,,,
3124,Tezzardz #3124,Green,Purple,Heavy,Rainbow,$$,Plain Specs,Split Tongue Feisty,Meditation Tee,Fancy Hat,,,
3125,Tezzardz #3125,Peach,Orange,Bolt,Bone,$$$$,Bad Eyesight Reybannes,Split Tongue Angry,Fk Yeh Sweater,,,,
3126,Tezzardz #3126,Green,White,Heavy Freckles,Rainbow,,Cool Shades,Split Tongue Feisty,Silk Shirt Blue,Plain Black Spikes,,,
3127,Tezzardz #3127,Yellow,Purple,Freckles,,$,,Straight Tongue Feisty,Silk Shirt Blue,Hunting Hat,,,
3128,Tezzardz #3128,Blue,Yellow,Heavy,Bone,$,,Split Tongue Pink Feisty,Silk Shirt Dark,Rare Frog Hat,,Red,
3129,Tezzardz #3129,Blue,Yellow,Green,,,Flame Shades,Dumb Tongue,Rainbow Onesie,Sad Boi Cap,,,
3130,Tezzardz #3130,Blue,Green,Heavy Bolt,Rainbow,$$$,Bad Eyesight Reybannes,Straight Tongue Sad,Ghost Tee,Green Spikes,,,
3131,Tezzardz #3131,Green,Orange,Bolt,,$,Flame Shades,Straight Tongue Feisty,Patterned Sweater,Red Spikes,,,
3132,Tezzardz #3132,Green,Purple,Bolt,Bone,,Cool Shades,Bent Tongue Feisty,Firework Utility Belt,,Scar,,
3133,Tezzardz #3133,Blue,Green,Heavy Bolt,Gold,$$,Cool Shades,Split Tongue Feisty,Ghost Tee,Red Spikes,,,
3134,Tezzardz #3134,Green,Red,Bolt,Rainbow,,Hearts Shades,Straight Tongue Feisty,Meditation Tee,Purple Spikes,,,
3135,Tezzardz #3135,Yellow,Red,Heavy Freckles,,$,Disguise Glasses,Green Tongue Wavy Sassy,Ghost Tee,Backwards Cap Jungle,,,
3136,Tezzardz #3136,Purple,Orange,Heavy Freckles,,,,Split Tongue Feisty,Space Onesie,Rare Frog Hat,,,
3137,Tezzardz #3137,Pink,Yellow,Heavy Freckles,Bone,$,,Green Tongue Feisty,Patterned Sweater,Red Spikes,,,
3138,Tezzardz #3138,Pink,Purple,Heavy Bolt,Bone,$$,,Split Tongue Angry,Silk Shirt Dark,Plain Black Spikes,,,
3139,Tezzardz #3139,Yellow,Red,Bolt,,$,,Dumb Tongue,Permanent Vacation Tee,Fancy Hat,,,
3140,Tezzardz #3140,Peach,Yellow,Heavy,,$,,Straight Tongue Sad,Space Onesie,Plain Black Spikes,,,
3141,Tezzardz #3141,Peach,Purple,Bolt,Bone,$,Plain Specs,Green Tongue Wavy Sassy,Gardening Utility Belt,Backwards Cap Jungle,,,
3142,Tezzardz #3142,Purple,Red,Heavy,Bone,,Flame Shades,Straight Tongue Sad,Fk Yeh Sweater,Limited Spikes,,,
3143,Tezzardz #3143,Green,Purple,Heavy,Rainbow,,,Tiny Face,Silk Shirt Dark,Fancy Hat,,Red,
3144,Tezzardz #3144,Green,Green,Freckles,,$,,Split Tongue Angry,Silk Shirt Blue,Rare Frog Hat,,Red,
3145,Tezzardz #3145,Purple,Orange,Bolt,Rainbow,$$,Gold Leaf Eye Patch,Green Tongue Feisty,Silk Shirt Dark,Limited Spikes,,,
3146,Tezzardz #3146,Purple,Orange,Green,,$$,Cool Shades,Straight Tongue Feisty,Video Games Tee,Plain Black Spikes,Scar,,
3147,Tezzardz #3147,Yellow,Orange,Freckles,Bone,$,Cool Shades,Straight Tongue Sad,Ghost Tee,Party Pal Hat,,,
3148,Tezzardz #3148,Blue,Orange,Heavy,,$$$$,Flame Shades,Split Tongue Feisty,Silk Shirt Blue,Backwards Cap,,Green,
3149,Tezzardz #3149,Yellow,Purple,Heavy Bolt,Bone,,,Split Tongue Feisty,Patterned Sweater,Plain Black Spikes,,Green,
3150,Tezzardz #3150,Green,Red,Freckles,,$$,Tech Scope,Green Tongue Feisty,Gardening Utility Belt,Plain Black Spikes,Scar,,
3151,Tezzardz #3151,Peach,Red,Bolt,Bone,$,Cool Shades,Split Tongue Feisty,Gardening Utility Belt,Rainbow Spikes,Scar,,
3152,Tezzardz #3152,Green,Green,Heavy Bolt,,$$,Disguise Glasses,Split Tongue Angry,Permanent Vacation Tee,Rainbow Spikes,,,
3153,Tezzardz #3153,Pink,Green,Heavy Freckles,Gold,$,Gold Leaf Eye Patch,Bent Tongue Feisty,Ghost Tee,Hunting Hat,,,
3154,Tezzardz #3154,Yellow,Purple,Heavy Bolt,,$,Monocle,Green Tongue Feisty,Patterned Sweater,,,,
3155,Tezzardz #3155,Peach,Orange,Bolt,,$$,Dopey Swimming Goggles,Bent Tongue Feisty,Video Games Tee,Fancy Hat,,,
3156,Tezzardz #3156,Peach,Red,Heavy,Bone,,,Split Tongue Angry,,Jester Crown,Scar,,
3157,Tezzardz #3157,Yellow,Orange,Heavy Freckles,Rainbow,$,,Green Tongue Wavy Sassy,Gardening Utility Belt,Plain Black Spikes,,,
