TOKEN_ID,TOKEN_NAME,BOSS,Background,Fur,Mask,Mouth,Eyes,Clothes,Hat,Tail
2568,Raccoon Mafia #2568,,Purple,Camel,Black,Bullet,Eye Implant,Gold Embroidery Jacket,Beret,
2569,Raccoon Mafia #2569,,Red,Gray,Burgundy,Open,Grumpy,Priest,Hoodlum,
2570,Raccoon Mafia #2570,,Yellow,Gray,Dark Gray,Bitcoin,Bored,Diamond Tie,Hoodlum,
2571,Raccoon Mafia #2571,,Green,Camel,Black,Bitcoin,Bored,Polo,Gold Embroidery,Cards
2572,Raccoon Mafia #2572,,Purple,Brown,Dark Gray,Dollar,Bored,Gentleman,,
2573,Raccoon Mafia #2573,,Orange,Gray,Gray,Smile,Grumpy,Bulletproof Vest,Flat Black,Cards
2574,Raccoon Mafia #2574,,Red,Wounded,Dark Brown,Match,Angry,Rose Gold Bow Tie,Straw Hat,
2575,Raccoon Mafia #2575,,Red,Dark Gray,Ginger,Calm,Calm,Diamond Tie,,
2576,Raccoon Mafia #2576,,Blue,Camel,Gray,Smile,Calm,Striped Suit,,Barbwire
2577,Raccoon Mafia #2577,,Red,Brown,Black,Grin,Bored,Undershirt,Fedora,
2578,Raccoon Mafia #2578,,Purple,Dark Gray,Ginger,Bitcoin,Square Glasses,Khaki Shirt,White With Blood,Chains
2579,Raccoon Mafia #2579,,Blue,Black,Gray,Cigar,Squint,,Panama,Barbwire
2580,Raccoon Mafia #2580,,Red,Black,Silver,Cigarette,Calm,Necklace,Straw Hat,Barbwire
2581,Raccoon Mafia #2581,,Orange,Camel,Black,Smile,Heterochromia,Polo,Flat Gray,
2582,Raccoon Mafia #2582,,Yellow,Gray,Gold,Poison,Monocle,,Derby,Barbwire
2583,Raccoon Mafia #2583,,Green,Black,Gray,Dagger,Bored,,Fedora,Chains
2584,Raccoon Mafia #2584,,Green,Black,Dark Brown,Calm,Squint,Undershirt,Gold Embroidery,
2585,Raccoon Mafia #2585,,Purple,Brown,Black,Smile,Calm,Jersey,Hoodlum,Chains
2586,Raccoon Mafia #2586,,Orange,Dark Gray,Black,Calm,Monocle,Officer,,
2587,Raccoon Mafia #2587,,Yellow,Brown,Black,Calm,Eyeband,Ammunition,Dealer,
2588,Raccoon Mafia #2588,,Blue,Dark Gray,Gray,Smile,Super Angry,Green Vest,Gold Embroidery,
2589,Raccoon Mafia #2589,,Orange,Gray,Dark Brown,Bitcoin,Grumpy,Roses Shirt,Flat Black,Cards
2590,Raccoon Mafia #2590,,Purple,Black,Dark Gray,Bandana,Red,,Headband,
2591,Raccoon Mafia #2591,,Blue,Wounded,Black,Dollar,Innocent,Black Coat,,
2592,Raccoon Mafia #2592,,Yellow,Gray,Silver,Dagger,Angry,Polo,White Hat,
2593,Raccoon Mafia #2593,,Purple,Camel,Burgundy,Cigarette,Suspicious,Short Sleeve Shirt,Derby,
2594,Raccoon Mafia #2594,,Green,Brown,Black,Smile,Heterochromia,Golden Shirt,Beanie,Casino
2595,Raccoon Mafia #2595,,Yellow,Black,Gray,Smile,Square Sunglasses,Roses Shirt,Straw Hat,
2596,Raccoon Mafia #2596,,Green,Dark Gray,Black,Cigarette,Calm,,Hoodlum,
2597,Raccoon Mafia #2597,,Blue,Gray,Black,Rose,Square Sunglasses,Bitcoin Chain,Bandage,Thorns
2598,Raccoon Mafia #2598,,Orange,Silver,Silver,Calm,Scar,Bitcoin Chain,Gold Flower,Cards
2599,Raccoon Mafia #2599,,Yellow,White,Dark Gray,Calm,Grumpy,Polo,,
2600,Raccoon Mafia #2600,,Purple,Dark Gray,Dark Gray,Poison,Thin Sunglasses,Detective,White Hat,Dynamite
2601,Raccoon Mafia #2601,,Purple,Dark Gray,Gray,Smile,Angry,Roses Shirt,Skull Bandana,
2602,Raccoon Mafia #2602,,Green,Black,Gray,Dagger,Thin Sunglasses,Bulletproof Vest,Flat Gray,
2603,Raccoon Mafia #2603,,Orange,Brown,Black,Calm,Suspicious,Bitcoin Chain,Trilby,
2604,Raccoon Mafia #2604,,Green,Dark Gray,Black,Open,Bored,Plaid Shirt,Red Bandana,
2605,Raccoon Mafia #2605,,Green,Dark Gray,Gray,Calm,Angry,Robber,White Hat,
2606,Raccoon Mafia #2606,,Red,Gray,Dark Brown,Open,Square Sunglasses,Black Shirt,Gold Flower,
2607,Raccoon Mafia #2607,,Blue,Gray,Ginger,Chain,Round Glasses,Black Coat,Press Hat,Chains
2608,Raccoon Mafia #2608,,Purple,Brown,Burgundy,Open,Calm,Velvet Vest,Flat Gray,
2609,Raccoon Mafia #2609,,Yellow,Black,Black,Smile,Angry,Gentleman,Homburg,Dynamite
2610,Raccoon Mafia #2610,,Purple,Black,Black,Calm,Monocle,Bathrobe,Red Bandana,Chains
2611,Raccoon Mafia #2611,,Yellow,Dark Gray,Dark Gray,Cigarette,Thin Sunglasses,,Homburg,
2612,Raccoon Mafia #2612,,Blue,Camel,Burgundy,Grillz,Bored,Black Shirt,Fedora,Thorns
2613,Raccoon Mafia #2613,,Orange,Camel,Dark Brown,Match,Grumpy,Chains,Gold Flower,
2614,Raccoon Mafia #2614,,Red,Gold,Ginger,Smile,Heterochromia,,Boss Hat,
2615,Raccoon Mafia #2615,,Yellow,Dark Gray,Black,Cigarette,Round Glasses,Dealer,,
2616,Raccoon Mafia #2616,,Purple,Gray,Black,Dagger,Angry,Torn T-shirt,Borsalino,Thorns
2617,Raccoon Mafia #2617,,Yellow,White,Burgundy,Smile,Bored,Short Sleeve Shirt,Red Bandana,
2618,Raccoon Mafia #2618,,Yellow,Brown,Gray,Match,Disgruntled,,Robber,
2619,Raccoon Mafia #2619,,Green,White,Black,Cigarette,Thin Sunglasses,Black Coat,,Chains
2620,Raccoon Mafia #2620,,Orange,Black,Burgundy,Cigarette,Disgruntled,,Beanie,Dynamite
2621,Raccoon Mafia #2621,,Blue,Gray,Burgundy,Grin,Calm,Khaki Shirt,,
2622,Raccoon Mafia #2622,,Green,Black,Gray,Smile,Steampunk Glasses,Robber,Beret,
2623,Raccoon Mafia #2623,,Purple,Black,Dark Gray,Grin,Grumpy,,Homburg,Refined
2624,Raccoon Mafia #2624,,Purple,Black,Black,Calm,Squint,Khaki Shirt,Straw Hat,
2625,Raccoon Mafia #2625,,Yellow,Brown,Dark Gray,Smile,Disgruntled,Short Sleeve Shirt,,
2626,Raccoon Mafia #2626,,Orange,Wounded,Dark Brown,Cigar,Eyeband,Necklace,Borsalino,
2627,Raccoon Mafia #2627,,Purple,Camel,Burgundy,Chilli,Heterochromia,Dealer,Dealer,
2628,Raccoon Mafia #2628,,Orange,Black,Dark Brown,Calm,Square Sunglasses,Snakeskin Jacket,Derby,
2629,Raccoon Mafia #2629,,Yellow,Black,Dark Brown,Cigarette,Bloodshot,White Rose Shirt,Flat Gray,
2630,Raccoon Mafia #2630,,Purple,Brown,Gray,Match,Squint,Jersey,Flat Black,Cards
2631,Raccoon Mafia #2631,,Red,Gray,Black,Open,Bored,Plaid Shirt,Headband,
2632,Raccoon Mafia #2632,,Orange,Black,Dark Brown,Diamond,Monocle,Leather Jacket,Flat Gray,
2633,Raccoon Mafia #2633,,Purple,Gray,Dark Brown,Cigar,Disgruntled,Undershirt,Trilby,Barbwire
2634,Raccoon Mafia #2634,,Red,Camel,Burgundy,Cigarette,Square Glasses,,Panama,Dynamite
2635,Raccoon Mafia #2635,,Yellow,Black,Silver,Open,Super Angry,Khaki Shirt,Beanie,Barbwire
2636,Raccoon Mafia #2636,,Red,Brown,Black,Grin,Angry,Black Shirt,Straw Hat,
2637,Raccoon Mafia #2637,,Red,Brown,Dark Gray,Bitcoin,Angry,Hawaiian,,
2638,Raccoon Mafia #2638,,Blue,Brown,Black,Calm,Calm,Bulletproof Vest,Dealer,
2639,Raccoon Mafia #2639,,Green,Wounded,Black,Cigarette,Bored,Undershirt,,
2640,Raccoon Mafia #2640,,Orange,Black,Dark Gray,Smile,Bored,Gentleman,Homburg,Cards
2641,Raccoon Mafia #2641,,Yellow,White,Gray,Smile,Squint,,,
2642,Raccoon Mafia #2642,,Red,Dark Gray,Dark Gray,Cigarette,Bored,White Rose Shirt,Hoodlum,
2643,Raccoon Mafia #2643,,Red,Dark Gray,Black,Grin,Bloodshot,Rose Gold Bow Tie,Broad Brim,
2644,Raccoon Mafia #2644,,Green,Black,Dark Brown,Calm,Calm,Dealer,Arsonist,
2645,Raccoon Mafia #2645,,Green,Black,Dark Gray,Open,Squint,Green Vest,Borsalino,Chains
2646,Raccoon Mafia #2646,,Green,Gray,Dark Gray,Smile,Calm,,Flat Black,Dynamite
2647,Raccoon Mafia #2647,,Red,White,Black,Calm,Bored,White With Blood,Borsalino,
2648,Raccoon Mafia #2648,,Orange,Gray,Black,Calm,Grumpy,Dealer,,
2649,Raccoon Mafia #2649,,Red,Dark Gray,Gray,Calm,Disgruntled,Gold Embroidery Jacket,,Thorns
2650,Raccoon Mafia #2650,,Yellow,Camel,Black,Chilli,Grumpy,Green Vest,Fedora,
2651,Raccoon Mafia #2651,,Purple,Black,Dark Gray,Bullet,Squint,Poncho,,
2652,Raccoon Mafia #2652,,Purple,Brown,Gray,Grin,Innocent,,,
2653,Raccoon Mafia #2653,,Purple,White,Dark Brown,Grin,Bored,,Beanie,
2654,Raccoon Mafia #2654,,Orange,Black,Gray,Grillz,Red,Undershirt,Dealer,Barbwire
2655,Raccoon Mafia #2655,,Orange,Black,Ginger,Smile,Casino,Priest,Spiderweb,Vine
2656,Raccoon Mafia #2656,,Purple,Gray,Dark Gray,Cigarette,Disgruntled,Killer,,
2657,Raccoon Mafia #2657,,Purple,Camel,Dark Brown,Calm,Heterochromia,Plaid Shirt,Homburg,
2658,Raccoon Mafia #2658,,Blue,Wounded,Dark Brown,Dagger,Heterochromia,Dollar Jacket,Derby,
2659,Raccoon Mafia #2659,,Yellow,Brown,Burgundy,Calm,Monocle,Plaid Shirt,Homburg,
2660,Raccoon Mafia #2660,,Purple,Gray,Dark Brown,Cigarette,Bored,Red Suspenders,Straw Hat,Thorns
2661,Raccoon Mafia #2661,,Blue,Dark Gray,Burgundy,Smile,Angry,Priest,Sombrero,
2662,Raccoon Mafia #2662,,Orange,Dark Gray,Black,Calm,Bored,Black Shirt,Borsalino,
2663,Raccoon Mafia #2663,,Blue,Gray,Dark Brown,Cigarette,Bloodshot,Snakeskin Jacket,Officer,
2664,Raccoon Mafia #2664,,Orange,Camel,Dark Brown,Bullet,Bloodshot,,,
2665,Raccoon Mafia #2665,,Blue,Black,Dark Brown,Grenade,Bored,,Borsalino,
2666,Raccoon Mafia #2666,,Blue,Dark Gray,Gray,Grin,Square Glasses,Khaki Shirt,,
2667,Raccoon Mafia #2667,,Orange,Black,Dark Brown,Smile,Innocent,Khaki Shirt,Straw Hat,
2668,Raccoon Mafia #2668,,Yellow,Camel,Burgundy,Calm,Square Sunglasses,Poncho,,Casino
2669,Raccoon Mafia #2669,,Blue,Gray,Black,Smile,Angry,Poncho,,
2670,Raccoon Mafia #2670,,Blue,Camel,Dark Brown,Cigar,Bloodshot,Plaid Shirt,Robber,
2671,Raccoon Mafia #2671,,Red,Brown,Dark Gray,Calm,Innocent,,,Chains
2672,Raccoon Mafia #2672,,Purple,Brown,Dark Gray,Bandana,Angry,Leather Jacket,,Thorns
2673,Raccoon Mafia #2673,,Purple,Wounded,Black,Cigarette,Angry,Prison Uniform,Gold Flower,Chains
2674,Raccoon Mafia #2674,,Blue,Black,Black,Calm,Suspicious,Short Sleeve Shirt,Derby,
2675,Raccoon Mafia #2675,,Blue,Gray,Black,Cigarette,Angry,Green Vest,,Barbwire
2676,Raccoon Mafia #2676,,Blue,Dark Gray,Black,Bitcoin,Monocle,,Trilby,
2677,Raccoon Mafia #2677,,Green,Wounded,Burgundy,Grin,Monocle,Khaki Shirt,Derby,
2678,Raccoon Mafia #2678,,Yellow,Black,Dark Gray,Calm,Heterochromia,Plaid Shirt,Borsalino,
2679,Raccoon Mafia #2679,,Green,Gray,Dark Gray,Calm,Bored,Dollar Jacket,Cowboy,
2680,Raccoon Mafia #2680,,Purple,Brown,Dark Brown,Grin,Calm,Rose Gold Bow Tie,Beanie,
2681,Raccoon Mafia #2681,,Orange,Camel,Ginger,Calm,Square Sunglasses,,Broad Brim,
2682,Raccoon Mafia #2682,,Orange,White,Ginger,Cigarette,Scar,,Fedora,
2683,Raccoon Mafia #2683,,Blue,Black,Burgundy,Dagger,Calm,Plaid Shirt,Derby,
2684,Raccoon Mafia #2684,,Red,Wounded,Dark Gray,Smile,Grumpy,,,
2685,Raccoon Mafia #2685,,Orange,Gray,Black,Open,Steampunk Glasses,Plaid Shirt,,Thorns
2686,Raccoon Mafia #2686,,Red,Dark Gray,Dark Gray,Diamond,Red,,Fedora,Cards
2687,Raccoon Mafia #2687,,Green,Brown,Gray,Calm,Bored,Dealer,Derby,Thorns
2688,Raccoon Mafia #2688,,Purple,Wounded,Dark Gray,Calm,Thin Sunglasses,Robber,White Hat,
2689,Raccoon Mafia #2689,,Orange,Gray,Dark Brown,Smile,Suspicious,Diamond Tie,White Hat,Cards
2690,Raccoon Mafia #2690,,Red,Silver,Gray,Cigar,Disgruntled,,Homburg,Dynamite
2691,Raccoon Mafia #2691,,Yellow,Camel,Dark Brown,Smile,Square Sunglasses,,Flat Gray,Chains
2692,Raccoon Mafia #2692,,Blue,Dark Gray,Burgundy,Bullet,Squint,,Military Cap,Barbwire
2693,Raccoon Mafia #2693,,Blue,Dark Gray,Dark Brown,Cigarette,Red,,Cowboy,
2694,Raccoon Mafia #2694,,Red,Gray,Dark Brown,Cigar,Disgruntled,Snakeskin Jacket,Beret,Thorns
2695,Raccoon Mafia #2695,,Yellow,Dark Gray,Dark Brown,Bitcoin,Bored,Rose Gold Bow Tie,Pilot Hat,Chains
2696,Raccoon Mafia #2696,,Orange,Black,Gray,Bullet,Squint,,Homburg,Chains
2697,Raccoon Mafia #2697,,Yellow,Gray,Burgundy,Poison,Bored,Dealer,Fedora,
2698,Raccoon Mafia #2698,,Yellow,Camel,Gray,Diamond,Monocle,,,
2699,Raccoon Mafia #2699,,Yellow,Camel,Dark Brown,Cigarette,Squint,Necklace,Flat Black,
2700,Raccoon Mafia #2700,,Purple,Dark Gray,Dark Brown,Chain,Golden Glasses,Short Sleeve Shirt,Military Cap,
2701,Raccoon Mafia #2701,,Yellow,Camel,Gray,Calm,Coins,,Derby,
2702,Raccoon Mafia #2702,,Orange,Wounded,Dark Gray,Dagger,Red,Short Sleeve Shirt,Derby,
2703,Raccoon Mafia #2703,,Orange,Black Tattoo,Dark Brown,Poison,Calm,Robber,,
2704,Raccoon Mafia #2704,,Red,White,Black,Bitcoin,Square Glasses,Prison Uniform,,
2705,Raccoon Mafia #2705,,Purple,Camel,Burgundy,Calm,Red,Gold Embroidery Jacket,,Thorns
2706,Raccoon Mafia #2706,,Green,Brown,Dark Brown,Smile,Thin Sunglasses,Plaid Shirt,Straw Hat,
2707,Raccoon Mafia #2707,,Green,Brown,Burgundy,Grin,Disgruntled,Black Shirt,Fedora,Thorns
2708,Raccoon Mafia #2708,,Orange,Gray,Dark Brown,Smile,Scar,Gentleman,,
2709,Raccoon Mafia #2709,,Purple,Dark Gray,Black,Spaghetti,Square Glasses,,,
2710,Raccoon Mafia #2710,,Red,Camel,Dark Gray,Bullet,Bored,Short Sleeve Shirt,Flat Gray,
2711,Raccoon Mafia #2711,,Orange,Camel,Gray,Smile,Disgruntled,Polo,Arsonist,Chains
2712,Raccoon Mafia #2712,,Orange,Camel,Ginger,Cigar,Grumpy,Dealer,Flat Gray,
2713,Raccoon Mafia #2713,,Red,Dark Gray,Black,Poison,Calm,Bandage,,
2714,Raccoon Mafia #2714,,Red,Black,Dark Brown,Cigar,Bored,Bulletproof Vest,Cowboy,Casino
2715,Raccoon Mafia #2715,,Blue,Black,Dark Gray,Grenade,Bored,Rose Gold Bow Tie,Straw Hat,
2716,Raccoon Mafia #2716,,Orange,Gray,Dark Gray,Cigarette,Monocle,Dealer,,Chains
2717,Raccoon Mafia #2717,,Purple,Black Tattoo,Dark Gray,Cigar,Calm,Bulletproof Vest,,
2718,Raccoon Mafia #2718,,Yellow,Dark Gray,Black,Grin,Angry,Bulletproof Vest,Homburg,Casino
2719,Raccoon Mafia #2719,,Orange,Gray,Gray,Grenade,Angry,,,
2720,Raccoon Mafia #2720,,Green,Gray,Dark Gray,Poison,Calm,White Rose Shirt,Homburg,
2721,Raccoon Mafia #2721,,Yellow,Dark Gray,Burgundy,Calm,Square Sunglasses,,Beanie,
2722,Raccoon Mafia #2722,,Orange,Wounded,Dark Brown,Dagger,Thin Sunglasses,Rat,,Chains
2723,Raccoon Mafia #2723,,Red,Gray,Burgundy,Grenade,Round Glasses,,Fedora,
2724,Raccoon Mafia #2724,,Red,Black,Black,Cigarette,Square Glasses,Hawaiian,White With Blood,Casino
2725,Raccoon Mafia #2725,,Yellow,Black,Dark Brown,Calm,Squint,Robber,Arsonist,
2726,Raccoon Mafia #2726,,Orange,White,Dark Gray,Dagger,Angry,Polo,Panama,
2727,Raccoon Mafia #2727,,Blue,Silver,Silver,Bandana,Grumpy,,,
2728,Raccoon Mafia #2728,,Green,Wounded,Dark Gray,Smile,Thin Sunglasses,,,
2729,Raccoon Mafia #2729,,Green,Gray,Ginger,Bandana,Calm,Black Shirt,Red Bandana,
2730,Raccoon Mafia #2730,,Yellow,Brown,Burgundy,Grin,Suspicious,,Borsalino,
2731,Raccoon Mafia #2731,,Purple,Black,Black,Cigar,Angry,Necklace,Trilby,
2732,Raccoon Mafia #2732,,Orange,Gray,Gray,Calm,Calm,Plaid Shirt,,
2733,Raccoon Mafia #2733,,Yellow,Brown,Dark Brown,Open,Monocle,,Gold Flower,Chains
2734,Raccoon Mafia #2734,,Yellow,Wounded,Ginger,Dagger,Squint,Silver Scarf Coat,Trilby,Chains
2735,Raccoon Mafia #2735,,Purple,Brown,Burgundy,Calm,Angry,Bulletproof Vest,Beanie,Thorns
2736,Raccoon Mafia #2736,,Purple,Brown,Gray,Cigarette,Bloodshot,Gentleman,,
2737,Raccoon Mafia #2737,,Green,Gray,Dark Gray,Bitcoin,Golden Glasses,Plaid Shirt,,
2738,Raccoon Mafia #2738,,Orange,Dark Gray,Gray,Bullet,Bored,Gentleman,Trilby,
2739,Raccoon Mafia #2739,,Purple,Wounded,Black,Smile,Grumpy,Bathrobe,,
2740,Raccoon Mafia #2740,,Yellow,Dark Gray,Dark Brown,Open,Squint,Black Shirt,Homburg,
2741,Raccoon Mafia #2741,,Blue,Black,Gray,Cigarette,Grumpy,Hawaiian,,Chains
2742,Raccoon Mafia #2742,,Red,Dark Gray,Burgundy,Cigarette,Bored,Ammunition,Panama,
2743,Raccoon Mafia #2743,,Red,Wounded,Black,Grin,Super Angry,Snakeskin Jacket,,Cards
2744,Raccoon Mafia #2744,,Blue,Gray,Burgundy,Smile,Square Sunglasses,Torn T-shirt,Flat Gray,Cards
2745,Raccoon Mafia #2745,,Orange,Gray,Dark Gray,Smile,Super Angry,Undershirt,Hoodlum,
2746,Raccoon Mafia #2746,,Blue,White,Gray,Calm,Grumpy,,White Hat,Casino
2747,Raccoon Mafia #2747,,Red,Brown,Dark Gray,Open,Square Glasses,Bandage,Flat Black,
2748,Raccoon Mafia #2748,,Red,Brown,Gray,Smile,Bored,Leather Jacket,Military Cap,Cards
2749,Raccoon Mafia #2749,,Orange,Black,Ginger,Diamond,Calm,Velvet Vest,Red Bandana,
2750,Raccoon Mafia #2750,,Yellow,Wounded,Dark Gray,Calm,Red,Jersey,Homburg,Barbwire
2751,Raccoon Mafia #2751,,Blue,Dark Gray,Dark Gray,Smile,Disgruntled,White Rose Shirt,Arsonist,
2752,Raccoon Mafia #2752,,Purple,Dark Gray,Gray,Poison,Calm,Robber,Flat Gray,Cards
2753,Raccoon Mafia #2753,,Yellow,Brown,Ginger,Dollar,Super Angry,,Borsalino,
2754,Raccoon Mafia #2754,,Purple,Gray,Burgundy,Smile,Bored,Gentleman,Derby,Thorns
2755,Raccoon Mafia #2755,,Red,Camel,Black,Calm,Bloodshot,Undershirt,Trilby,
2756,Raccoon Mafia #2756,,Green,Brown,Black,Open,Disgruntled,,Flat Black,
2757,Raccoon Mafia #2757,,Orange,White,Burgundy,Dagger,Heterochromia,White Rose Shirt,Flat Gray,
2758,Raccoon Mafia #2758,,Red,Wounded,Gray,Grin,Suspicious,Snakeskin Jacket,Flat Gray,
2759,Raccoon Mafia #2759,,Purple,Camel,Ginger,Calm,Square Glasses,,Borsalino,Refined
2760,Raccoon Mafia #2760,,Purple,Gray,Black,Calm,Calm,Black Coat,Flat Black,Chains
2761,Raccoon Mafia #2761,,Purple,Gray,Black,Cigar,Bloodshot,Robber,Fedora,
2762,Raccoon Mafia #2762,,Red,Dark Gray,Gray,Match,Red,,Flat Black,Cards
2763,Raccoon Mafia #2763,,Orange,Dark Gray,Ginger,Grin,Square Glasses,Velvet Vest,Arsonist,
2764,Raccoon Mafia #2764,,Red,Dark Gray,Ginger,Bitcoin,Calm,Platinum Suit,,
2765,Raccoon Mafia #2765,,Red,White,Black,Calm,Square Sunglasses,,Officer,Thorns
2766,Raccoon Mafia #2766,,Red,Black,Black,Open,Calm,Gentleman,,
2767,Raccoon Mafia #2767,,Yellow,Black,Dark Gray,Smile,Calm,Jersey,Flat Gray,Thorns
2768,Raccoon Mafia #2768,,Yellow,Black,Black,Cigarette,Squint,Undershirt,Homburg,
2769,Raccoon Mafia #2769,,Yellow,White,Black,Smile,Super Angry,,Hoodlum,
2770,Raccoon Mafia #2770,,Purple,Camel,Black,Chilli,Super Angry,Roses Shirt,,Cards
2771,Raccoon Mafia #2771,,Red,Brown,Dark Gray,Grin,Steampunk Glasses,Short Sleeve Shirt,Borsalino,
2772,Raccoon Mafia #2772,,Yellow,Dark Gray,Black,Bullet,Grumpy,Black Coat,Flat Black,Cards
2773,Raccoon Mafia #2773,,Blue,Brown,Burgundy,Calm,Squint,Leather Jacket,Flat Black,
2774,Raccoon Mafia #2774,,Yellow,Brown,Dark Brown,Cigarette,Red,White With Blood,Officer,Cards
2775,Raccoon Mafia #2775,,Yellow,Brown,Dark Gray,Grin,Calm,,Military Cap,
2776,Raccoon Mafia #2776,,Orange,Gray,Ginger,Grillz,Eye Implant,Tuxedo,Flat Gray,Cards
2777,Raccoon Mafia #2777,,Yellow,Black,Burgundy,Dagger,Eye Implant,,Homburg,
2778,Raccoon Mafia #2778,,Green,Muertos,Muertos,Smile,Angry,Poncho,Red Bandana,
2779,Raccoon Mafia #2779,,Yellow,Brown,Dark Brown,Smile,Bloodshot,Dealer,Hoodlum,Barbwire
2780,Raccoon Mafia #2780,,Yellow,Dark Gray,Ginger,Cigarette,Monocle,,Bandage,
2781,Raccoon Mafia #2781,,Blue,Black Tattoo,Ginger,Calm,Calm,Robber,Robber,
2782,Raccoon Mafia #2782,,Orange,Gray,Gray,Grin,Square Glasses,Robber,Homburg,Thorns
2783,Raccoon Mafia #2783,,Orange,White,Burgundy,Cigarette,Scar,Diamond Tie,Fedora,Casino
2784,Raccoon Mafia #2784,,Green,Black,Dark Brown,Calm,Monocle,Killer,,
2785,Raccoon Mafia #2785,,Yellow,Gray,Dark Gray,Calm,Heterochromia,,,
2786,Raccoon Mafia #2786,,Red,White,Dark Brown,Match,Square Glasses,Velvet Vest,Spiderweb,Thorns
2787,Raccoon Mafia #2787,,Orange,Dark Gray,Burgundy,Calm,Angry,Diamond Tie,,Thorns
2788,Raccoon Mafia #2788,,Orange,Wounded,Gray,Smile,Calm,Velvet Vest,Military Cap,
2789,Raccoon Mafia #2789,,Green,Gray,Black,Open,Angry,Velvet Vest,,
2790,Raccoon Mafia #2790,,Green,Dark Gray,Ginger,Diamond,Disgruntled,Polo,,Dynamite
2791,Raccoon Mafia #2791,,Red,Dark Gray,Dark Gray,Grenade,Bloodshot,Black Shirt,White Hat,
2792,Raccoon Mafia #2792,,Orange,White,Dark Gray,Calm,Eye Implant,Green Vest,Trilby,
2793,Raccoon Mafia #2793,,Red,Gray,Dark Gray,Bitcoin,Squint,Short Sleeve Shirt,Homburg,
2794,Raccoon Mafia #2794,,Green,Wounded,Dark Gray,Calm,Calm,Undershirt,Press Hat,Vine
2795,Raccoon Mafia #2795,,Orange,Dark Gray,Burgundy,Dagger,Square Sunglasses,Undershirt,White Hat,Chains
2796,Raccoon Mafia #2796,,Green,Brown,Black,Bullet,Squint,Black Coat,Panama,
2797,Raccoon Mafia #2797,,Orange,Gray,Black,Calm,Bored,,Homburg,
2798,Raccoon Mafia #2798,,Blue,Black,Black,Chilli,Disgruntled,Platinum Suit,Beanie,
2799,Raccoon Mafia #2799,,Purple,Dark Gray,Black,Smile,Round Glasses,Short Sleeve Shirt,,Thorns
2800,Raccoon Mafia #2800,,Red,Black,Silver,Bullet,Calm,Snakeskin Jacket,Red Bandana,
2801,Raccoon Mafia #2801,,Red,Black,Dark Gray,Cigarette,Super Angry,,Dealer,Barbwire
2802,Raccoon Mafia #2802,,Yellow,Black,Dark Brown,Cigarette,Calm,Polo,Gold Flower,Refined
2803,Raccoon Mafia #2803,,Green,Brown,Dark Gray,Cigarette,Red,Leather Jacket,Pilot Hat,Casino
2804,Raccoon Mafia #2804,,Yellow,Brown,Dark Gray,Diamond,Heterochromia,,Military Cap,Barbwire
2805,Raccoon Mafia #2805,,Blue,Black,Gray,Calm,Calm,,,Chains
2806,Raccoon Mafia #2806,,Red,Gray,Burgundy,Smile,Calm,,Gold Embroidery,
2807,Raccoon Mafia #2807,,Purple,Gray,Burgundy,Cigar,Calm,,,
2808,Raccoon Mafia #2808,,Orange,White,Burgundy,Dagger,Calm,,Red Bandana,Barbwire
2809,Raccoon Mafia #2809,,Green,White,Dark Brown,Calm,Monocle,Short Sleeve Shirt,Flat Black,
2810,Raccoon Mafia #2810,,Yellow,Black,Black,Cigarette,Bored,Short Sleeve Shirt,Borsalino,Casino
2811,Raccoon Mafia #2811,,Yellow,Camel,Dark Gray,Chain,Bloodshot,,Fedora,Cards
2812,Raccoon Mafia #2812,,Blue,Camel,Ginger,Open,Heterochromia,,Beanie,
2813,Raccoon Mafia #2813,,Yellow,Brown,Burgundy,Open,Square Glasses,Green Vest,,
2814,Raccoon Mafia #2814,,Orange,Dark Gray,Gray,Calm,Bloodshot,,Straw Hat,
2815,Raccoon Mafia #2815,,Red,Gray,Dark Gray,Bullet,Monocle,Khaki Shirt,Straw Hat,
2816,Raccoon Mafia #2816,,Red,Black,Black,Cigar,Squint,,Trilby,Thorns
2817,Raccoon Mafia #2817,,Yellow,Brown,Dark Brown,Cigarette,Square Sunglasses,Polo,Fedora,
2818,Raccoon Mafia #2818,,Blue,Gold,Black,Grin,Monocle,,Straw Hat,
2819,Raccoon Mafia #2819,,Yellow,Gray,Burgundy,Grin,Squint,Black Coat,,
2820,Raccoon Mafia #2820,,Purple,Camel,Dark Gray,Grin,Angry,Rose Gold Bow Tie,Flat Gray,
2821,Raccoon Mafia #2821,,Yellow,Gray,Dark Gray,Chilli,Square Glasses,Jersey,Trilby,Vine
2822,Raccoon Mafia #2822,,Red,Dark Gray,Dark Brown,Bullet,Coins,Gold Embroidery Jacket,,
2823,Raccoon Mafia #2823,,Red,Dark Gray,Burgundy,Card,Thin Sunglasses,Plaid Shirt,Spiderweb,
2824,Raccoon Mafia #2824,,Orange,Black,Dark Gray,Grin,Scar,Plaid Shirt,Flat Black,
2825,Raccoon Mafia #2825,,Blue,Camel,Ginger,Dagger,Heterochromia,White Rose Shirt,Derby,Casino
2826,Raccoon Mafia #2826,,Green,Black,Burgundy,Bitcoin,Disgruntled,Leather Jacket,Homburg,Barbwire
2827,Raccoon Mafia #2827,,Green,Black,Dark Brown,Chain,Monocle,Leather Jacket,White Hat,
