TOKEN_ID,TOKEN_NAME,Background,Body,Shirt,Eyes,Mouth,Hats,Attack,Defense,Special
5104,Baby Ape Mutant Club #5104,Orange,Lava,Space,Eye Patch,Grin,Alien,8,2,3
5105,Baby Ape Mutant Club #5105,Dark Blue,Zombie,Leopard,Crying,Grin,none,7,5,4
5106,Baby Ape Mutant Club #5106,Dark Blue,Zombie,Dr,Fish,Stoopid,none,10,7,4
5107,Baby Ape Mutant Club #5107,Blue,Zombie,Yellow jail,Eye Patch,Cheesy,Alien,7,4,8
5108,Baby Ape Mutant Club #5108,Yellow,Zombie,Robe,3d,Grin,Card,4,6,7
5109,Baby Ape Mutant Club #5109,Aqua,Skeleton,Leopard,Red,Stubble,Devil,5,7,7
5110,Baby Ape Mutant Club #5110,Purple,Green Tiger,none,3d,Stubble,none,10,3,6
5111,Baby Ape Mutant Club #5111,Purple,Red Leopard,Burning,Wide ,stone,Squid,5,6,3
5112,Baby Ape Mutant Club #5112,Aqua,Green Tiger,Space,Crying,Funnel,Chain,6,9,5
5113,Baby Ape Mutant Club #5113,Yellow,Gold,Sailor,Bloody,stone,Chain,3,10,3
5114,Baby Ape Mutant Club #5114,Aqua,Zebra,none,X ,Grit,Rainbow,1,1,6
5115,Baby Ape Mutant Club #5115,Grey,Pink and Green,Space,Bloody,Snarl,Fuzzy,6,6,7
5116,Baby Ape Mutant Club #5116,Dark Blue,Zombie,none,X ,Stubble,Ninja,5,5,4
5117,Baby Ape Mutant Club #5117,Blue,Zombie,Dr,Strained,Stubble,Rainbow,4,7,3
5118,Baby Ape Mutant Club #5118,Purple,Zombie,Dr,Stone,Stubble,Brain Party,6,8,5
5119,Baby Ape Mutant Club #5119,Blue,Green Tiger,Dr,Eye Patch,Rage,Bunny,5,6,4
5120,Baby Ape Mutant Club #5120,Orange,Green Tiger,Leopard,Eye Patch,Grit,none,2,3,4
5121,Baby Ape Mutant Club #5121,Yellow,Zombie,Cosmo,Strained,Cheesy,Brain,3,8,9
5122,Baby Ape Mutant Club #5122,Purple,Blue Leopard ,Sailor,Red,Stoopid,Brain,9,6,5
5123,Baby Ape Mutant Club #5123,Purple,Zombie,Senator,Bloody,Stoopid,Sailor,5,9,4
5124,Baby Ape Mutant Club #5124,Aqua,Pink and Green,Burning,Bug,Dumb,Brain Party,10,9,6
5125,Baby Ape Mutant Club #5125,Orange,Red Leopard,Trippy suit,Stone,Dumb,Daredevil,8,9,2
5126,Baby Ape Mutant Club #5126,Purple,Zombie,none,Wide ,Killer,Sailor,8,5,4
5127,Baby Ape Mutant Club #5127,Aqua,Red Leopard,none,Red,Soda,Captain,9,2,7
5128,Baby Ape Mutant Club #5128,Grey,Green Tiger,Dr,Crying,Cheesy,Sailor,4,6,5
5129,Baby Ape Mutant Club #5129,Orange,Zombie,Trippy friend,Goggle,Dumb,Fuzzy,5,3,5
5130,Baby Ape Mutant Club #5130,Aqua,Lava,Burning,Wide ,Soda,none,9,8,7
5131,Baby Ape Mutant Club #5131,Aqua,Red Leopard,Yellow jail,Red,Grit,Captain,10,5,6
5132,Baby Ape Mutant Club #5132,Aqua,Pink and Green,none,Eye Patch,Grin,Brain Party,5,7,7
5133,Baby Ape Mutant Club #5133,Orange,Zombie,none,Eye Patch,Funnel,Brain Party,6,4,4
5134,Baby Ape Mutant Club #5134,Orange,Green Tiger,Sailor Boy,Strained,Killer,Brain Party,10,8,7
5135,Baby Ape Mutant Club #5135,Blue,Blue Leopard ,none,Fish,Funnel,none,2,6,4
5136,Baby Ape Mutant Club #5136,Purple,Green Tiger,none,Wide ,Stoopid,Alien,6,8,6
5137,Baby Ape Mutant Club #5137,Aqua,Gold,Trippy suit,X ,Grin,none,6,5,10
5138,Baby Ape Mutant Club #5138,Grey,Pink and Green,none,Goggle,Grin,Dino,6,6,6
5139,Baby Ape Mutant Club #5139,Yellow,Lava,none,Wide ,Dumb,Chain,1,8,5
5140,Baby Ape Mutant Club #5140,Blue,Blue Leopard ,none,Fish,Snarl,none,8,10,7
5141,Baby Ape Mutant Club #5141,Orange,Zombie,Sailor,Goggle,Knife,Chain,6,9,6
5142,Baby Ape Mutant Club #5142,Purple,Zombie,Sailor Boy,Bloody,Gem,Squid,4,10,9
5143,Baby Ape Mutant Club #5143,Orange,Blue Leopard ,none,Bloody,Stoopid,Krakken,10,4,6
5144,Baby Ape Mutant Club #5144,Dark Blue,Lava,Burning,Wide ,Snarl,Dino,8,3,5
5145,Baby Ape Mutant Club #5145,Aqua,Green Tiger,Cosmo,Eye Patch,Dumb,Devil,7,7,4
5146,Baby Ape Mutant Club #5146,Aqua,Pink and Green,Sailor,Bloody,Rage,Bunny,7,7,7
5147,Baby Ape Mutant Club #5147,Grey,Lava,Burning,Wide ,Stubble,none,6,7,7
5148,Baby Ape Mutant Club #5148,Orange,Red Leopard,Sailor,Crying,Stoopid,none,6,3,2
5149,Baby Ape Mutant Club #5149,Blue,Red Leopard,none,X ,Rage,Devil,5,5,5
5150,Baby Ape Mutant Club #5150,Dark Blue,Zombie,Cosmo,Eye Patch,Rage,Rainbow,7,6,6
5151,Baby Ape Mutant Club #5151,Blue,Red Leopard,Space,Bloody,Rage,Chain,6,6,6
5152,Baby Ape Mutant Club #5152,Yellow,Green Tiger,Space,Strained,stone,Card,8,2,3
5153,Baby Ape Mutant Club #5153,Aqua,Lava,none,Bug,Grin,none,4,2,10
5154,Baby Ape Mutant Club #5154,Purple,Green Tiger,Senator,Wide ,Rage,Card,6,8,10
5155,Baby Ape Mutant Club #5155,Blue,Lava,Tongue,Red,Soda,Alien,5,7,3
5156,Baby Ape Mutant Club #5156,Purple,Zombie,none,Crying,Stubble,Rainbow,3,3,6
5157,Baby Ape Mutant Club #5157,Dark Blue,Green Tiger,Sailor Boy,Crying,Worm,Rainbow,7,6,4
5158,Baby Ape Mutant Club #5158,Orange,Zebra,none,Fish,Hungry,Card,2,2,7
5159,Baby Ape Mutant Club #5159,Blue,Lava,Sailor,Eye Patch,Grin,Rainbow,4,3,2
5160,Baby Ape Mutant Club #5160,Yellow,Zombie,none,Goggle,stone,Dino,7,4,6
5161,Baby Ape Mutant Club #5161,Dark Blue,Pink and Green,Space,X ,Stubble,Captain,1,5,3
5162,Baby Ape Mutant Club #5162,Orange,Skeleton,none,Fish,Worm,Card,3,5,6
5163,Baby Ape Mutant Club #5163,Aqua,Red Leopard,Senator,Eye Patch,Cheesy,none,4,6,8
5164,Baby Ape Mutant Club #5164,Aqua,Blue Leopard ,Cosmo,Stone,Funnel,Brain Party,9,5,3
5165,Baby Ape Mutant Club #5165,Aqua,Green Tiger,none,Stone,Stoopid,Brain,8,7,7
5166,Baby Ape Mutant Club #5166,Orange,Pink and Green,Sailor,Red,Cheesy,Rainbow,8,8,6
5167,Baby Ape Mutant Club #5167,Grey,Zombie,Leopard,Eye Patch,Stubble,none,2,6,8
5168,Baby Ape Mutant Club #5168,Grey,Pink and Green,Trippy suit,Wide ,Grin,Sailor,6,4,7
5169,Baby Ape Mutant Club #5169,Orange,Zombie,Burning,Wide ,Gem,Ninja,4,3,2
5170,Baby Ape Mutant Club #5170,Purple,Lava,Yellow jail,Strained,Cheesy,Chain,7,6,10
5171,Baby Ape Mutant Club #5171,Blue,Pink and Green,Space,Red,Funnel,Alien,4,5,3
5172,Baby Ape Mutant Club #5172,Aqua,Red Leopard,Burning,Wide ,Rage,Bunny,6,10,8
5173,Baby Ape Mutant Club #5173,Orange,Red Leopard,Sailor Boy,X ,Worm,Daredevil,5,9,5
5174,Baby Ape Mutant Club #5174,Aqua,Green Tiger,Burning,Fish,Worm,Brain,9,9,3
5175,Baby Ape Mutant Club #5175,Purple,Blue Leopard ,Tongue,3d,Worm,Cowboy,6,3,4
5176,Baby Ape Mutant Club #5176,Aqua,Zombie,none,X ,Funnel,Cowboy,9,7,7
5177,Baby Ape Mutant Club #5177,Dark Blue,Pink and Green,Trippy suit,Red,Snarl,Brain,7,6,7
5178,Baby Ape Mutant Club #5178,Purple,Zombie,Robe,Eye Patch,Rage,Alien,3,8,1
5179,Baby Ape Mutant Club #5179,Blue,Pink and Green,none,Crying,Cheesy,Cowboy,2,4,7
5180,Baby Ape Mutant Club #5180,Orange,Zombie,Yellow jail,Fish,Stoopid,Sailor,4,5,4
5181,Baby Ape Mutant Club #5181,Purple,Lava,none,Wide ,Worm,Fuzzy,5,7,4
5182,Baby Ape Mutant Club #5182,Grey,Lava,none,Eye Patch,Hungry,none,4,1,8
5183,Baby Ape Mutant Club #5183,Orange,Skeleton,Yellow jail,Red,Stubble,Daredevil,1,3,9
5184,Baby Ape Mutant Club #5184,Orange,Pink and Green,Sailor Boy,Eye Patch,Grin,Sailor,3,4,9
5185,Baby Ape Mutant Club #5185,Purple,Gold,Robe,X ,Funnel,Brain,3,8,9
5186,Baby Ape Mutant Club #5186,Aqua,Lava,Sailor,Strained,stone,Bunny,6,7,2
5187,Baby Ape Mutant Club #5187,Orange,Lava,Dr,Red,Hungry,Krakken,4,1,2
5188,Baby Ape Mutant Club #5188,Purple,Zombie,none,Strained,Cheesy,Sailor,8,7,3
5189,Baby Ape Mutant Club #5189,Purple,Zombie,none,Wide ,Hungry,Krakken,3,5,6
5190,Baby Ape Mutant Club #5190,Dark Blue,Gold,Robe,Crying,Soda,none,1,6,9
5191,Baby Ape Mutant Club #5191,Yellow,Pink and Green,Yellow jail,Bloody,stone,Krakken,10,5,3
5192,Baby Ape Mutant Club #5192,Grey,Red Leopard,Cosmo,Stone,stone,Trippy,7,8,5
5193,Baby Ape Mutant Club #5193,Dark Blue,Gold,Leopard,Red,Stoopid,Cowboy,7,5,8
5194,Baby Ape Mutant Club #5194,Purple,Red Leopard,Robe,Bloody,Dumb,Captain,4,6,8
5195,Baby Ape Mutant Club #5195,Blue,Zombie,Dr,Red,Hungry,Sailor,4,8,6
5196,Baby Ape Mutant Club #5196,Grey,Lava,Sailor,Strained,Stubble,Fuzzy,7,6,3
5197,Baby Ape Mutant Club #5197,Purple,Red Leopard,none,Wide ,Cheesy,Rainbow,7,8,5
5198,Baby Ape Mutant Club #5198,Orange,Zombie,Robe,Wide ,Hungry,Alien,1,8,6
5199,Baby Ape Mutant Club #5199,Dark Blue,Blue Leopard ,Yellow jail,Wide ,Stubble,none,3,7,7
5200,Baby Ape Mutant Club #5200,Purple,Blue Leopard ,Leopard,Red,stone,Brain Party,4,4,8
5201,Baby Ape Mutant Club #5201,Orange,Static,none,Stone,Worm,Captain,2,10,6
5202,Baby Ape Mutant Club #5202,Yellow,Lava,Yellow jail,Red,Grit,none,1,7,9
5203,Baby Ape Mutant Club #5203,Blue,Zebra,none,Wide ,Knife,Fuzzy,7,7,8
5204,Baby Ape Mutant Club #5204,Yellow,Pink and Green,Burning,Red,Killer,Trippy,6,8,8
5205,Baby Ape Mutant Club #5205,Yellow,Blue Leopard ,Tongue,X ,Funnel,Krakken,2,8,5
5206,Baby Ape Mutant Club #5206,Purple,Red Leopard,Dr,Eye Patch,Gold,Rainbow,8,7,6
5207,Baby Ape Mutant Club #5207,Dark Blue,Pink and Green,none,3d,stone,Card,8,5,6
5208,Baby Ape Mutant Club #5208,Orange,Zombie,Yellow jail,Wide ,Grit,Brain,7,3,3
5209,Baby Ape Mutant Club #5209,Grey,Zebra,Burning,Crying,Cheesy,none,1,5,6
5210,Baby Ape Mutant Club #5210,Aqua,Green Tiger,none,Wide ,Funnel,Bunny,4,5,4
5211,Baby Ape Mutant Club #5211,Yellow,Zombie,Burning,Wide ,Stubble,Fuzzy,4,7,1
5212,Baby Ape Mutant Club #5212,Blue,Blue Leopard ,Robe,Goggle,Stoopid,Cowboy,7,4,5
5213,Baby Ape Mutant Club #5213,Aqua,Zombie,none,Fish,Dumb,Ninja,3,7,6
5214,Baby Ape Mutant Club #5214,Orange,Zebra,Tongue,Strained,Grin,Card,5,3,2
5215,Baby Ape Mutant Club #5215,Purple,Zombie,Dr,Red,Dumb,Dino,3,9,8
5216,Baby Ape Mutant Club #5216,Orange,Zombie,Cosmo,Stone,Grit,Bunny,9,6,7
5217,Baby Ape Mutant Club #5217,Aqua,Pink and Green,Tongue,Wide ,Grin,Alien,6,2,9
5218,Baby Ape Mutant Club #5218,Dark Blue,Pink and Green,Space,Strained,Gem,Dino,7,4,7
5219,Baby Ape Mutant Club #5219,Dark Blue,Skeleton,Robe,Eye Patch,Stubble,Krakken,5,2,6
5220,Baby Ape Mutant Club #5220,Orange,Lava,Space,Goggle,Knife,Brain,7,2,9
5221,Baby Ape Mutant Club #5221,Blue,Lava,Dr,X ,Hungry,Rainbow,7,6,6
5222,Baby Ape Mutant Club #5222,Purple,Zombie,none,Stone,Stubble,Devil,1,8,2
5223,Baby Ape Mutant Club #5223,Yellow,Blue Leopard ,Sailor,Stone,stone,Captain,3,9,5
5224,Baby Ape Mutant Club #5224,Aqua,Zombie,none,Strained,Stubble,Brain Party,7,6,1
5225,Baby Ape Mutant Club #5225,Yellow,Pink and Green,Leopard,Eye Patch,Funnel,Fuzzy,3,10,6
5226,Baby Ape Mutant Club #5226,Dark Blue,Red Leopard,Burning,Stone,Rage,Chain,7,7,2
5227,Baby Ape Mutant Club #5227,Orange,Blue Leopard ,Space,Strained,Grin,Brain,2,3,10
5228,Baby Ape Mutant Club #5228,Grey,Pink and Green,Dr,X ,Stubble,Rainbow,2,3,5
5229,Baby Ape Mutant Club #5229,Orange,Blue Leopard ,Trippy friend,Bloody,Grin,Bunny,2,7,1
5230,Baby Ape Mutant Club #5230,Purple,Zebra,none,Bloody,Soda,none,9,6,9
5231,Baby Ape Mutant Club #5231,Purple,Red Leopard,none,Stone,Soda,none,3,6,3
5232,Baby Ape Mutant Club #5232,Purple,Pink and Green,Leopard,Red,Knife,Chain,8,1,7
5233,Baby Ape Mutant Club #5233,Orange,Zombie,none,Crying,Hungry,none,9,4,6
5234,Baby Ape Mutant Club #5234,Yellow,Red Leopard,Yellow jail,X ,Knife,Chain,1,7,4
5235,Baby Ape Mutant Club #5235,Dark Blue,Zombie,none,Crying,Soda,Brain Party,9,4,8
5236,Baby Ape Mutant Club #5236,Grey,Blue Leopard ,Sailor,Red,Grin,Card,7,5,4
5237,Baby Ape Mutant Club #5237,Orange,Blue Leopard ,Robe,Bloody,Stoopid,Brain Party,5,3,10
5238,Baby Ape Mutant Club #5238,Purple,Zombie,Dr,Bloody,Dumb,Bunny,2,7,3
5239,Baby Ape Mutant Club #5239,Blue,Green Tiger,Dr,Crying,Stubble,none,6,5,2
5240,Baby Ape Mutant Club #5240,Aqua,Green Tiger,Yellow jail,X ,Killer,Flying,5,4,10
5241,Baby Ape Mutant Club #5241,Yellow,Static,none,Wide ,Cheesy,Alien,3,3,1
5242,Baby Ape Mutant Club #5242,Yellow,Zebra,Dr,Wide ,Hungry,Captain,5,8,8
5243,Baby Ape Mutant Club #5243,Aqua,Skeleton,none,3d,Funnel,Flying,2,10,10
5244,Baby Ape Mutant Club #5244,Grey,Zombie,Dr,Crying,Worm,none,3,4,1
5245,Baby Ape Mutant Club #5245,Blue,Green Tiger,none,Red,stone,Trippy,7,5,5
5246,Baby Ape Mutant Club #5246,Orange,Zombie,none,Bug,Stoopid,Card,4,5,4
5247,Baby Ape Mutant Club #5247,Blue,Zombie,Cosmo,Red,Dumb,none,5,5,6
5248,Baby Ape Mutant Club #5248,Aqua,Green Tiger,Sailor Boy,Stone,Stubble,none,3,6,7
5249,Baby Ape Mutant Club #5249,Dark Blue,Green Tiger,Cosmo,Eye Patch,Knife,Devil,3,7,4
5250,Baby Ape Mutant Club #5250,Grey,Skeleton,Robe,Wide ,Rage,none,7,10,5
5251,Baby Ape Mutant Club #5251,Orange,Green Tiger,Sailor,Eye Patch,Rage,Fuzzy,7,7,3
5252,Baby Ape Mutant Club #5252,Grey,Zombie,Tongue,Red,Knife,Card,7,7,2
5253,Baby Ape Mutant Club #5253,Grey,Zebra,Sailor,Fish,Hungry,Chain,5,2,5
5254,Baby Ape Mutant Club #5254,Aqua,Red Leopard,Dr,Eye Patch,Grin,none,2,1,5
5255,Baby Ape Mutant Club #5255,Aqua,Blue Leopard ,none,Stone,Rage,none,7,8,7
5256,Baby Ape Mutant Club #5256,Dark Blue,Pink and Green,Burning,Bloody,Hungry,Sailor,5,10,8
5257,Baby Ape Mutant Club #5257,Grey,Skeleton,none,Strained,Stubble,Brain Party,3,6,4
5258,Baby Ape Mutant Club #5258,Orange,Blue Leopard ,Dr,Red,Snarl,none,8,8,7
5259,Baby Ape Mutant Club #5259,Dark Blue,Blue Leopard ,Robe,Bloody,stone,Rainbow,4,8,2
5260,Baby Ape Mutant Club #5260,Blue,Lava,Cosmo,Eye Patch,Hungry,Chain,7,2,10
5261,Baby Ape Mutant Club #5261,Grey,Skeleton,none,Crying,Funnel,Chain,3,3,5
5262,Baby Ape Mutant Club #5262,Yellow,Skeleton,Yellow jail,Bloody,Grit,Krakken,6,5,7
5263,Baby Ape Mutant Club #5263,Yellow,Lava,Tongue,Stone,stone,Cowboy,2,3,3
5264,Baby Ape Mutant Club #5264,Blue,Zombie,Yellow jail,Red,Stoopid,none,7,6,6
5265,Baby Ape Mutant Club #5265,Dark Blue,Skeleton,none,Wide ,Funnel,Brain,6,4,10
5266,Baby Ape Mutant Club #5266,Grey,Zombie,Tongue,Fish,Gem,Dino,10,5,3
5267,Baby Ape Mutant Club #5267,Purple,Zombie,none,Stone,stone,Chain,7,4,8
5268,Baby Ape Mutant Club #5268,Aqua,Skeleton,none,Eye Patch,Gem,Devil,4,8,7
5269,Baby Ape Mutant Club #5269,Grey,Zombie,Sailor,Red,Grit,Devil,8,2,4
5270,Baby Ape Mutant Club #5270,Grey,Red Leopard,none,Stone,Soda,Brain Party,1,6,9
5271,Baby Ape Mutant Club #5271,Yellow,Green Tiger,Cosmo,Red,Hungry,Fuzzy,6,9,2
5272,Baby Ape Mutant Club #5272,Grey,Zombie,none,Crying,Dumb,Brain Party,7,7,4
5273,Baby Ape Mutant Club #5273,Dark Blue,Pink and Green,Robe,Bloody,Hungry,Fuzzy,5,3,9
5274,Baby Ape Mutant Club #5274,Orange,Green Tiger,Cosmo,Crying,stone,Card,5,3,8
5275,Baby Ape Mutant Club #5275,Orange,Lava,none,Bloody,stone,Bunny,6,2,6
5276,Baby Ape Mutant Club #5276,Orange,Lava,Sailor Boy,Strained,Grin,Sailor,8,6,9
5277,Baby Ape Mutant Club #5277,Orange,Red Leopard,Tongue,X ,Worm,Sailor,4,1,8
5278,Baby Ape Mutant Club #5278,Blue,Zebra,none,Red,Cheesy,Fuzzy,7,2,7
5279,Baby Ape Mutant Club #5279,Purple,Zombie,none,Red,Funnel,Rainbow,8,7,5
5280,Baby Ape Mutant Club #5280,Blue,Blue Leopard ,none,Bug,Grit,Alien,1,6,8
5281,Baby Ape Mutant Club #5281,Yellow,Red Leopard,Yellow jail,Crying,Stubble,none,5,8,8
5282,Baby Ape Mutant Club #5282,Blue,Lava,Sailor,Crying,Funnel,Trippy,8,5,6
5283,Baby Ape Mutant Club #5283,Dark Blue,Red Leopard,Space,Stone,Soda,Fuzzy,8,10,4
5284,Baby Ape Mutant Club #5284,Orange,Zombie,Space,Wide ,Stoopid,Krakken,7,8,7
5285,Baby Ape Mutant Club #5285,Aqua,Static,Leopard,Red,Stubble,Card,6,8,5
5286,Baby Ape Mutant Club #5286,Orange,Zombie,Yellow jail,Red,Knife,none,3,5,3
5287,Baby Ape Mutant Club #5287,Grey,Pink and Green,none,Stone,Killer,Chain,2,7,5
5288,Baby Ape Mutant Club #5288,Blue,Red Leopard,none,Crying,Dumb,none,7,5,2
5289,Baby Ape Mutant Club #5289,Blue,Zombie,Burning,Wide ,stone,Alien,7,10,8
5290,Baby Ape Mutant Club #5290,Aqua,Zombie,Dr,Stone,Rage,Brain,6,5,6
5291,Baby Ape Mutant Club #5291,Grey,Blue Leopard ,Space,Eye Patch,stone,Bunny,2,3,6
5292,Baby Ape Mutant Club #5292,Purple,Pink and Green,none,Eye Patch,Gold,Daredevil,9,7,6
5293,Baby Ape Mutant Club #5293,Orange,Red Leopard,Sailor,Wide ,stone,Sailor,6,7,3
5294,Baby Ape Mutant Club #5294,Blue,Zombie,Space,Bug,Grit,Captain,5,3,5
5295,Baby Ape Mutant Club #5295,Dark Blue,Zombie,none,Red,Killer,none,5,4,6
5296,Baby Ape Mutant Club #5296,Orange,Green Tiger,none,Fish,Funnel,Brain Party,2,7,7
5297,Baby Ape Mutant Club #5297,Aqua,Lava,Burning,Strained,Cheesy,Bunny,4,7,4
5298,Baby Ape Mutant Club #5298,Grey,Blue Leopard ,none,Red,Gem,Devil,5,8,1
5299,Baby Ape Mutant Club #5299,Orange,Green Tiger,Cosmo,Bloody,Grit,Captain,6,5,5
5300,Baby Ape Mutant Club #5300,Dark Blue,Zombie,none,Crying,Gem,Chain,5,1,6
5301,Baby Ape Mutant Club #5301,Blue,Zombie,Yellow jail,X ,Stoopid,none,7,7,5
5302,Baby Ape Mutant Club #5302,Blue,Zombie,Robe,Wide ,Grin,Krakken,8,6,9
5303,Baby Ape Mutant Club #5303,Aqua,Zombie,Space,Red,Worm,Ninja,8,10,6
5304,Baby Ape Mutant Club #5304,Purple,Zombie,Tongue,Fish,Knife,none,8,9,5
5305,Baby Ape Mutant Club #5305,Grey,Zombie,Sailor,Strained,Killer,Rainbow,7,7,7
5306,Baby Ape Mutant Club #5306,Yellow,Red Leopard,Space,X ,Knife,Alien,2,6,4
5307,Baby Ape Mutant Club #5307,Orange,Skeleton,Trippy suit,Eye Patch,Worm,Captain,8,7,10
5308,Baby Ape Mutant Club #5308,Grey,Blue Leopard ,none,Fish,Dumb,none,8,5,6
5309,Baby Ape Mutant Club #5309,Purple,Skeleton,Sailor,Eye Patch,Funnel,Cowboy,4,7,7
5310,Baby Ape Mutant Club #5310,Orange,Green Tiger,Sailor,Strained,Grit,Rainbow,8,4,8
5311,Baby Ape Mutant Club #5311,Dark Blue,Blue Leopard ,Space,Crying,stone,Brain Party,4,10,8
5312,Baby Ape Mutant Club #5312,Dark Blue,Green Tiger,Dr,Bug,stone,none,3,3,10
5313,Baby Ape Mutant Club #5313,Blue,Zombie,Space,Strained,Grin,Dino,8,6,6
5314,Baby Ape Mutant Club #5314,Blue,Zebra,Cosmo,Strained,Cheesy,Chain,4,6,3
5315,Baby Ape Mutant Club #5315,Purple,Blue Leopard ,Sailor,Stone,Rage,Krakken,6,6,4
5316,Baby Ape Mutant Club #5316,Orange,Zombie,Sailor Boy,Stone,Soda,Daredevil,9,10,6
5317,Baby Ape Mutant Club #5317,Dark Blue,Pink and Green,Burning,Goggle,Stubble,Brain,5,5,3
5318,Baby Ape Mutant Club #5318,Dark Blue,Green Tiger,Space,Eye Patch,Grit,none,3,10,10
5319,Baby Ape Mutant Club #5319,Dark Blue,Blue Leopard ,none,Red,Grit,Captain,7,2,4
5320,Baby Ape Mutant Club #5320,Dark Blue,Red Leopard,none,Eye Patch,Cheesy,Rainbow,4,7,8
5321,Baby Ape Mutant Club #5321,Yellow,Pink and Green,none,Red,Rage,none,4,7,3
5322,Baby Ape Mutant Club #5322,Purple,Blue Leopard ,Sailor,Eye Patch,Grin,Rainbow,6,9,9
5323,Baby Ape Mutant Club #5323,Dark Blue,Red Leopard,Sailor,Fish,Stubble,none,7,3,7
5324,Baby Ape Mutant Club #5324,Grey,Green Tiger,Burning,Wide ,Gold,Devil,2,4,6
5325,Baby Ape Mutant Club #5325,Yellow,Zombie,Sailor,X ,Worm,Ninja,3,8,5
5326,Baby Ape Mutant Club #5326,Aqua,Blue Leopard ,none,3d,Dumb,Sailor,10,3,10
5327,Baby Ape Mutant Club #5327,Orange,Pink and Green,Cosmo,Fish,Stoopid,Alien,10,8,10
5328,Baby Ape Mutant Club #5328,Purple,Blue Leopard ,Sailor,Wide ,Cheesy,Rainbow,1,7,7
5329,Baby Ape Mutant Club #5329,Grey,Skeleton,Robe,X ,Cheesy,Cowboy,4,7,3
5330,Baby Ape Mutant Club #5330,Yellow,Static,Yellow jail,X ,Funnel,Krakken,10,6,2
5331,Baby Ape Mutant Club #5331,Grey,Pink and Green,Sailor,Wide ,Killer,Daredevil,2,10,6
5332,Baby Ape Mutant Club #5332,Dark Blue,Pink and Green,Sailor Boy,Eye Patch,Dumb,Trippy,3,7,8
5333,Baby Ape Mutant Club #5333,Yellow,Pink and Green,Sailor Boy,X ,Funnel,Alien,7,2,6
5334,Baby Ape Mutant Club #5334,Yellow,Blue Leopard ,Burning,Fish,Hungry,Brain,6,7,1
5335,Baby Ape Mutant Club #5335,Yellow,Green Tiger,none,Stone,Rage,Fuzzy,9,4,6
5336,Baby Ape Mutant Club #5336,Dark Blue,Pink and Green,Burning,Crying,Hungry,none,6,6,5
5337,Baby Ape Mutant Club #5337,Orange,Gold,none,Eye Patch,stone,Card,9,8,3
5338,Baby Ape Mutant Club #5338,Blue,Red Leopard,none,3d,Dumb,Squid,5,2,8
5339,Baby Ape Mutant Club #5339,Purple,Pink and Green,Dr,Crying,Snarl,Rainbow,1,8,4
5340,Baby Ape Mutant Club #5340,Purple,Pink and Green,none,Eye Patch,Hungry,Squid,7,6,10
5341,Baby Ape Mutant Club #5341,Grey,Zombie,none,Strained,Soda,Chain,1,7,5
5342,Baby Ape Mutant Club #5342,Yellow,Zombie,Tongue,Wide ,Snarl,Dino,6,7,6
5343,Baby Ape Mutant Club #5343,Orange,Lava,Leopard,Wide ,Funnel,Cowboy,7,10,10
5344,Baby Ape Mutant Club #5344,Aqua,Pink and Green,Sailor,Crying,Hungry,Captain,10,6,3
5345,Baby Ape Mutant Club #5345,Blue,Zombie,none,Stone,stone,Fuzzy,6,4,5
5346,Baby Ape Mutant Club #5346,Yellow,Zombie,none,Red,Stubble,Krakken,9,2,4
5347,Baby Ape Mutant Club #5347,Grey,Zombie,Dr,Bloody,Hungry,Dino,8,1,5
5348,Baby Ape Mutant Club #5348,Orange,Pink and Green,Sailor,Fish,Worm,Rainbow,6,1,3
5349,Baby Ape Mutant Club #5349,Blue,Red Leopard,Leopard,Red,Snarl,none,7,3,7
5350,Baby Ape Mutant Club #5350,Purple,Lava,Dr,Goggle,Grin,none,5,3,2
5351,Baby Ape Mutant Club #5351,Yellow,Red Leopard,Dr,Red,Grin,Rainbow,6,7,6
5352,Baby Ape Mutant Club #5352,Grey,Green Tiger,none,Bloody,Dumb,Rainbow,3,8,5
5353,Baby Ape Mutant Club #5353,Grey,Zombie,none,X ,Gold,Daredevil,7,10,7
5354,Baby Ape Mutant Club #5354,Orange,Red Leopard,none,Strained,Cheesy,none,2,3,8
5355,Baby Ape Mutant Club #5355,Yellow,Green Tiger,none,X ,Killer,Brain,8,3,6
5356,Baby Ape Mutant Club #5356,Grey,Zombie,Yellow jail,Eye Patch,Dumb,Krakken,3,7,5
5357,Baby Ape Mutant Club #5357,Yellow,Zombie,Yellow jail,Wide ,Cheesy,Chain,5,3,1
5358,Baby Ape Mutant Club #5358,Blue,Zombie,Sailor,Eye Patch,stone,Dino,8,10,6
5359,Baby Ape Mutant Club #5359,Aqua,Blue Leopard ,none,Wide ,Killer,Alien,9,6,6
5360,Baby Ape Mutant Club #5360,Yellow,Zombie,none,Wide ,Knife,Chain,5,2,8
5361,Baby Ape Mutant Club #5361,Blue,Pink and Green,Burning,X ,Worm,Card,3,6,5
5362,Baby Ape Mutant Club #5362,Dark Blue,Blue Leopard ,none,Eye Patch,Stubble,Brain,7,4,2
5363,Baby Ape Mutant Club #5363,Blue,Green Tiger,none,X ,Rage,none,7,9,5
5364,Baby Ape Mutant Club #5364,Orange,Zombie,Robe,Stone,Soda,Sailor,8,6,8
5365,Baby Ape Mutant Club #5365,Aqua,Zombie,Sailor,Red,Grit,Chain,3,6,10
