TOKEN_ID,TOKEN_NAME,Factory Model,Collection,Current Class,Factory Class,Car Rating,Experience Points,Current Color,Stock Color,Win Percentage,Engine Level,Tires Level,NOS System,Supercharger,Dual Exhaust,Drive Train Upgrade,Performance Chip,Connection
2032,RR Car #2032 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2033,RR Car #2033 Crypto Raiders,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2034,RR Car #2034 Toretto,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2035,RR Car #2035 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2036,RR Car #2036 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2037,RR Car #2037 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2038,RR Car #2038 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2039,RR Car #2039 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2040,RR Car #2040 Black Moon,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2041,RR Car #2041 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2042,RR Car #2042 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2043,RR Car #2043 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2044,RR Car #2044 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2045,RR Car #2045 Binary Mobile,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2046,RR Car #2046 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2047,RR Car #2047 Octane,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2048,RR Car #2048 Supra,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2049,RR Car #2049 Brian O' Conner,Octane,Genesis,Rookie,Rookie,100,0,SC-025,SC-025,0,0,0,0,0,0,0,0,
2050,RR Car #2050 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2051,RR Car #2051 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2052,RR Car #2052 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2053,RR Car #2053 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2054,RR Car #2054 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2055,RR Car #2055 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2056,RR Car #2056 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2057,RR Car #2057 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2058,RR Car #2058 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2059,RR Car #2059 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2060,RR Car #2060 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2061,RR Car #2061 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2062,RR Car #2062 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2063,RR Car #2063 Pink Panther,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2064,RR Car #2064 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2065,RR Car #2065 UpOnly,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2066,RR Car #2066 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2067,RR Car #2067 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2068,RR Car #2068 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2069,RR Car #2069 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2070,RR Car #2070 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2071,RR Car #2071 Beelzebub,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2072,RR Car #2072 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2073,RR Car #2073 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2074,RR Car #2074  Elon Musk,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2075,RR Car #2075 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2076,RR Car #2076 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2077,RR Car #2077 Octane,Octane,Genesis,Rally,Rally,100,100,SC-028,SC-028,0,0,0,0,0,0,0,0,
2078,RR Car #2078 KingKONG,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2079,RR Car #2079 Netflix & chill ,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2080,RR Car #2080 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2081,RR Car #2081 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2082,RR Car #2082 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2083,RR Car #2083 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2084,RR Car #2084 Smoky Nagata,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2085,RR Car #2085 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2086,RR Car #2086 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2087,RR Car #2087 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2088,RR Car #2088 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2089,RR Car #2089 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2090,RR Car #2090 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2091,RR Car #2091 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2092,RR Car #2092 Manny Pacquiao,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2093,RR Car #2093 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2094,RR Car #2094 Sleeper,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2095,RR Car #2095 Octane,Octane,Genesis,Driver,Driver,100,200,SC-044,SC-044,0,0,0,0,0,0,0,0,
2096,RR Car #2096 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2097,RR Car #2097 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2098,RR Car #2098 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2099,RR Car #2099 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2100,RR Car #2100 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2101,RR Car #2101 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2102,RR Car #2102 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2103,RR Car #2103 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2104,RR Car #2104 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2105,RR Car #2105 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2106,RR Car #2106 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2107,RR Car #2107 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2108,RR Car #2108 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2109,RR Car #2109 Sonic,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2110,RR Car #2110 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2111,RR Car #2111 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2112,RR Car #2112 Octane,Octane,Genesis,Tracker,Tracker,100,400,SC-058,SC-058,0,0,0,0,0,0,0,0,
2113,RR Car #2113 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2114,RR Car #2114 Silver Bullet,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2115,RR Car #2115 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2116,RR Car #2116 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2117,RR Car #2117 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2118,RR Car #2118 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2119,RR Car #2119 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2120,RR Car #2120 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2121,RR Car #2121 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2122,RR Car #2122 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2123,RR Car #2123 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2124,RR Car #2124 High Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2125,RR Car #2125 Octane,Octane,Genesis,Aero,Aero,100,600,SC-087,SC-087,0,0,0,0,0,0,0,0,
2126,RR Car #2126 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2127,RR Car #2127 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2128,RR Car #2128 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2129,RR Car #2129 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2130,RR Car #2130 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2131,RR Car #2131 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2132,RR Car #2132 MK4,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2133,RR Car #2133 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2134,RR Car #2134 SillyCar,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2135,RR Car #2135 Octane,Octane,Genesis,Pro,Pro,100,800,SC-006,SC-006,0,0,0,0,0,0,0,0,
2136,RR Car #2136 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2137,RR Car #2137 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2138,RR Car #2138 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2139,RR Car #2139 Eat My Shroom,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2140,RR Car #2140 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2141,RR Car #2141 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2142,RR Car #2142 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2143,RR Car #2143 Octane,Octane,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
2144,RR Car #2144 Nikolai,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2145,RR Car #2145 Odin,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2146,RR Car #2146 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2147,RR Car #2147 Baldie Mobile,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2148,RR Car #2148 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2149,RR Car #2149 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2150,RR Car #2150 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2151,RR Car #2151 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2152,RR Car #2152 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2153,RR Car #2153 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2154,RR Car #2154 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2155,RR Car #2155 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2156,RR Car #2156 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2157,RR Car #2157 elon,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2158,RR Car #2158 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2159,RR Car #2159 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2160,RR Car #2160 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2161,RR Car #2161 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2162,RR Car #2162 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2163,RR Car #2163 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2164,RR Car #2164 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2165,RR Car #2165 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2166,RR Car #2166 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2167,RR Car #2167 Serial Error,Bladerunner,Genesis,Legendary,Legendary,100,1000,SC-014,SC-014,0,0,0,0,0,0,0,0,
2168,RR Car #2168 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2169,RR Car #2169 Solaire,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2170,RR Car #2170 Dynamite,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2171,RR Car #2171 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2172,RR Car #2172 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2173,RR Car #2173 Valhalla,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2174,RR Car #2174 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2175,RR Car #2175 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2176,RR Car #2176 Bugatti Veyron,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2177,RR Car #2177 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2178,RR Car #2178 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2179,RR Car #2179 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2180,RR Car #2180 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2181,RR Car #2181 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2182,RR Car #2182 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2183,RR Car #2183 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2184,RR Car #2184 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2185,RR Car #2185 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2186,RR Car #2186 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2187,RR Car #2187 Wrath,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2188,RR Car #2188 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2189,RR Car #2189 Bladerunner,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2190,RR Car #2190 Pikachu,Bladerunner,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
2191,RR Car #2191 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2192,RR Car #2192 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2193,RR Car #2193 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2194,RR Car #2194 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2195,RR Car #2195 Jackson Storm,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2196,RR Car #2196 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2197,RR Car #2197 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2198,RR Car #2198 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2199,RR Car #2199 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2200,RR Car #2200 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2201,RR Car #2201 Dark Rider,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2202,RR Car #2202 Ramone,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2203,RR Car #2203 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2204,RR Car #2204 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2205,RR Car #2205 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2206,RR Car #2206 The Dark Knight,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2207,RR Car #2207 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2208,RR Car #2208 Lightning McSpeed ,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2209,RR Car #2209 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2210,RR Car #2210 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2211,RR Car #2211 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2212,RR Car #2212 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2213,RR Car #2213 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2214,RR Car #2214 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2215,RR Car #2215 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2216,RR Car #2216 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2217,RR Car #2217 Bladerunner,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2218,RR Car #2218 Georgegrant,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2219,RR Car #2219 blade,Bladerunner,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
2220,RR Car #2220 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2221,RR Car #2221 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2222,RR Car #2222 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2223,RR Car #2223 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2224,RR Car #2224 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2225,RR Car #2225 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2226,RR Car #2226 Mean Machine,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2227,RR Car #2227 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2228,RR Car #2228 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2229,RR Car #2229 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2230,RR Car #2230 Turtle Taxi,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2231,RR Car #2231 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2232,RR Car #2232 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2233,RR Car #2233 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2234,RR Car #2234 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2235,RR Car #2235 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2236,RR Car #2236 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2237,RR Car #2237 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
2238,RR Car #2238 Bladerunner,Bladerunner,Genesis,Driver,Driver,100,200,SC-041,SC-041,0,0,0,0,0,0,0,0,
