TOKEN_ID,TOKEN_NAME,Background,Body,Mouth,Eyes,Hat,Chain,Earrings,Legendary,Shoes
9003,CryptoBat #9003,Wedgewood,Blonde Bombshell,Bored,Spectacles,Blonde Ozzy Hair,Gold,,,
9004,CryptoBat #9004,Savvy Teal,Blonde Bombshell,Smirk,High,Party Hat,,,,
9005,CryptoBat #9005,Mantis,Emerald Green,Clown Smile,Sutter Systems Safety Goggles,Blonde Mohawk,,,,
9006,CryptoBat #9006,Mantis,Gothic Black,Skull Teeth,Ozzy Shades,Blonde Ozzy Hair,,,,
9007,CryptoBat #9007,Charcoal,Skeleton,Party Horn,Green Clown,Fez,,,,
9008,CryptoBat #9008,Slate,Skeleton,Puff,Cute,,,Gold Hoop,,
9009,CryptoBat #9009,Slate,Deep Purple,Puff,Purple Shades,Party Hat,,,,
9010,CryptoBat #9010,Periwinkle,Light Brown,Insect Tongue,Pie Eyed,White Captain Hat,,,,
9011,CryptoBat #9011,Mantis,Light Brown,Chill,Evil,Black Mohawk,,,,
9012,CryptoBat #9012,Sky Blue,Gothic Black,Pipe,Eye Patch,Alfalfa,Silver,,,
9013,CryptoBat #9013,Vermillion,Gothic Black,Blue Toad Smile,Pie Eyed,Red RS Phat,,,,
9014,CryptoBat #9014,Charcoal,Light Brown,Green Goo,Cute Blue,Green Mohawk,,,,
9015,CryptoBat #9015,Lavender,Aped In,Skull Teeth,Closed,Club Hat,,,,
9016,CryptoBat #9016,Charcoal,Royal Blue,Smirk,Brown,Jack O'Lantern,,Diamond Stud,,
9017,CryptoBat #9017,Ash,Ghostly White,Fangy,Aye Eye Captain,Green RS Phat,,,,
9018,CryptoBat #9018,Blush,Gothic Black,Pipe,Purple Shades,White Captain Hat,Gold Cross,,,
9019,CryptoBat #9019,Savvy Teal,Dark Brown,Green Goo,Purple Noun Glasses,,Silver,,,
9020,CryptoBat #9020,Bone,Deep Purple,Smiley,Tear Dropz,Black Ozzy Hair,,,,
9021,CryptoBat #9021,Wedgewood,Deep Purple,Blue Toad Smile,Black Glasses,Blonde Mohawk,Gold,,,
9022,CryptoBat #9022,Batenza,Aped In,Puff,Glasses,Black Ozzy Hair,,,,
9023,CryptoBat #9023,Bone,Gothic Black,Smirk,Aye Eye Captain,Black Ozzy Hair,Silver,,,
9024,CryptoBat #9024,Asphalt,Cotton Candy,Green Goo,Tear Dropz,Fez,,,,
9025,CryptoBat #9025,Asphalt,Blonde Bombshell,Blood Thirsty,Green,Blonde Ozzy Hair,,,,
9026,CryptoBat #9026,Ash,Ghostly White,Trippy Goo,Sassy,Black Ozzy Hair,,,,
9027,CryptoBat #9027,Mantis,Light Brown,Puff,Aye Eye Captain,White Captain Hat,,,,
9028,CryptoBat #9028,Slate,Gothic Black,Trippy Goo,Evil,Bowler Hat,,,,
9029,CryptoBat #9029,Wedgewood,Mouse Grey,Party Horn,Pie Eyed,TopHat,Silver,,,
9030,CryptoBat #9030,Bone,Cotton Candy,Green Goo,Purple Clown,Yeehaw!,,,,
9031,CryptoBat #9031,Blush,Ghostly White,Peach Toad Smile,Blue,Red Ozzy Hair,,,,
9032,CryptoBat #9032,Ash,Zebra,Clown Smile,Dead,Alfalfa,,,,
9033,CryptoBat #9033,Charcoal,Emerald Green,Party Horn,Purple Clown,Green RS Phat,,,,
9034,CryptoBat #9034,Wedgewood,Cotton Candy,Smirk,Blue,Big Brain,Gold,,,
9035,CryptoBat #9035,Charcoal,Patchwork,Chill,Red Noun Glasses,Halo,Gold,,,
9036,CryptoBat #9036,Periwinkle,Blonde Bombshell,Fangy,Cute,TopHat,Ruby Cross,,,
9037,CryptoBat #9037,Wedgewood,Ghostly White,Blood Goo,Blue Beam,Blue Bandana,,Silver Hoop,,
9038,CryptoBat #9038,Violet,Cotton Candy,Fangy,Ozzy Shades,Party Hat,,Silver Hoop,,
9039,CryptoBat #9039,Periwinkle,Slimeee,Bored,Green Clown,Bowler Hat,,Gold Hoop,,
9040,CryptoBat #9040,Cosmic,Blonde Bombshell,Skull Teeth,Cool Shades,Yeehaw!,,,,
9041,CryptoBat #9041,Ash,Mouse Grey,Peach Toad Smile,Blue,TopHat,,,,
9042,CryptoBat #9042,Periwinkle,Mouse Grey,Peach Toad Smile,Spectacles,Blonde Mohawk,Silver,,,
9043,CryptoBat #9043,Wedgewood,Ghostly White,Peach Toad Smile,Purple Clown,Blue Bandana,,,,
9044,CryptoBat #9044,Sky Blue,Blonde Bombshell,Skull Teeth,3D Glasses,TopHat,,,,
9045,CryptoBat #9045,Bone,Gothic Black,Pipe,Sassy,Alfalfa,,,,
9046,CryptoBat #9046,Bone,Mouse Grey,Pipe,Cute,Party Hat,,,,
9047,CryptoBat #9047,Blush,Blonde Bombshell,Smiley,Blue Clown,Blue RS Phat,,,,
9048,CryptoBat #9048,Bone,Mouse Grey,Peach Toad Smile,Blue,Big Brain,,Silver Hoop,,
9049,CryptoBat #9049,Wedgewood,Batenza,Bored,Blue,Party Hat,,,,
9050,CryptoBat #9050,Asphalt,Cotton Candy,Pipe,Evil,,,Silver Hoop,,
9051,CryptoBat #9051,Slate,Zebra,Skull Teeth,Purple Clown,Blonde Mohawk,,,,
9052,CryptoBat #9052,Sky Blue,Blonde Bombshell,Bored,Purple Shades,White Captain Hat,,,,
9053,CryptoBat #9053,Vermillion,Blonde Bombshell,Bored,Cute,Yeehaw!,,,,
9054,CryptoBat #9054,Ash,Dark Brown,Puff,Sassy,Blonde Mohawk,,,,
9055,CryptoBat #9055,Charcoal,Emerald Green,Keep Safe!,3D Glasses,Black Mohawk,,Gold Hoop,,
9056,CryptoBat #9056,Periwinkle,Dark Brown,Smoking Cross,Side Eye,Club Hat,,,,
9057,CryptoBat #9057,Bone,Mouse Grey,Bored,Green,Club Hat,,Gold Hoop,,
9058,CryptoBat #9058,Ash,Gothic Black,Bored,Eye Patch,Trippy CH,,,,
9059,CryptoBat #9059,Ash,Gothic Black,Pizza,Red Noun Glasses,Blonde Mohawk,,,,
9060,CryptoBat #9060,Blush,Mouse Grey,Green Goo,Purple Noun Glasses,,,Gold Hoop,,
9061,CryptoBat #9061,Sky Blue,Gothic Black,Insect Tongue,Unimpressed,,,,,
9062,CryptoBat #9062,Slate,Batenza,Rose,Aye Eye Captain,Banananananana,,,,
9063,CryptoBat #9063,Vermillion,Deep Purple,Puff,Cute Green,Party Hat,,,,
9064,CryptoBat #9064,Blush,Dark Brown,Blood Thirsty,Ozzy Shades,Blonde Mohawk,Gold Cross,,,
9065,CryptoBat #9065,Ash,Skeleton,Keep Safe!,Closed,TopHat,,,,
9066,CryptoBat #9066,Savvy Teal,Light Brown,Doogle Bug,Tear Dropz,Fez,,,,
9067,CryptoBat #9067,Vermillion,Dark Brown,Blood Goo,Rainbow Shades,Blonde Ozzy Hair,,,,
9068,CryptoBat #9068,Lavender,Gothic Black,Insect Tongue,Evil,White Captain Hat,,Ruby Stud,,
9069,CryptoBat #9069,Blush,Deep Purple,Smiley,Aye Eye Captain,Banananananana,,Silver Hoop,,
9070,CryptoBat #9070,Wedgewood,Dark Brown,Skull Teeth,Sassy,E-Mouse Ears,,Diamond Stud,,
9071,CryptoBat #9071,Slate,Cotton Candy,E-Puff,Black Glasses,Stray Hairs,Silver Cross,,,
9072,CryptoBat #9072,Periwinkle,Mouse Grey,Silver Fangz,Evil,,,,,
9073,CryptoBat #9073,Mantis,Batenza,E-Puff,Glasses,Joker Hair,,,,
9074,CryptoBat #9074,Bone,Mouse Grey,Trippy Goo,Cute Brown,Club Hat,,,,
9075,CryptoBat #9075,Blush,Ghostly White,Fangy,Closed,Blonde Ozzy Hair,,,,
9076,CryptoBat #9076,Bone,Royal Blue,Peach Toad Smile,Unimpressed,Bowler Hat,Gold Cross,,,
9077,CryptoBat #9077,Wedgewood,Light Brown,Doogle Bug,Green Clown,Blonde Mohawk,,,,
9078,CryptoBat #9078,Sky Blue,Dark Brown,Chill,Brown,,,Gold Hoop,,
9079,CryptoBat #9079,Sky Blue,Zebra,Green Goo,3D Glasses,Trippy CH,,,,
9080,CryptoBat #9080,Indigo,Cotton Candy,Blood Thirsty,Cute Green,White Captain Hat,Silver,,,
9081,CryptoBat #9081,Bone,Cotton Candy,Chill,Purple Noun Glasses,Green Mohawk,,Diamond Stud,,
9082,CryptoBat #9082,Indigo,Cotton Candy,Doogle Bug,Cute Blue,White Captain Hat,,,,
9083,CryptoBat #9083,Asphalt,Gothic Black,Bored,Evil,White Captain Hat,Silver,,,
9084,CryptoBat #9084,Sky Blue,Blood,Puff,Aye Eye Captain,White Captain Hat,,,,
9085,CryptoBat #9085,Slate,Cotton Candy,Trippy Goo,Tear Dropz,TopHat,,,,
9086,CryptoBat #9086,Savvy Teal,Blonde Bombshell,Chill,Side Eye,Big Brain,,,,
9087,CryptoBat #9087,Wedgewood,Plasma Red,Clown Smile,Cute Blue,Horns,,,,
9088,CryptoBat #9088,Vermillion,Plasma Red,Doogle Bug,Green,Green Mohawk,,,,
9089,CryptoBat #9089,Noize,Ginger Puss,Smirk,Tear Dropz,Big Brain,,,,
9090,CryptoBat #9090,Cosmic,Emerald Green,Smirk,Unimpressed,Big Brain,Silver,,,
9091,CryptoBat #9091,Slate,Ghostly White,Clown Smile,Brown,Alfalfa,Silver Cross,,,
9092,CryptoBat #9092,Ash,Cotton Candy,Green Goo,Unimpressed,White Captain Hat,,,,
9093,CryptoBat #9093,Asphalt,Blonde Bombshell,Pipe,Closed,TopHat,,,,
9094,CryptoBat #9094,Lavender,Blonde Bombshell,Fangy,Sutter Systems Safety Goggles,Green RS Phat,Silver,,,
9095,CryptoBat #9095,Indigo,Ghostly White,Skull Teeth,Evil,Robinhood Hat,,,,
9096,CryptoBat #9096,Savvy Teal,Swamp Lumps,Peach Toad Smile,Unimpressed,Halo,,Ruby Stud,,
9097,CryptoBat #9097,Lavender,Blonde Bombshell,Peach Toad Smile,Glasses,Halo,,,,
9098,CryptoBat #9098,Sky Blue,Ghostly White,Venom Fangz,Eye Patch,Blonde Ozzy Hair,Silver Cross,,,
9099,CryptoBat #9099,Slate,Deep Purple,Smirk,Side Eye,Blonde Mohawk,Silver,Silver Hoop,,
9100,CryptoBat #9100,Wedgewood,Emerald Green,Chill,Unimpressed,Alfalfa,Gold Cross,,,
9101,CryptoBat #9101,Ash,Ginger Puss,Clown Smile,Sassy,Black Ozzy Hair,,,,
9102,CryptoBat #9102,Charcoal,Mouse Grey,Doogle Bug,Eye Patch,,,Silver Hoop,,
9103,CryptoBat #9103,Lavender,Gothic Black,Goldfanger,Green Clown,Party Hat,,,,
9104,CryptoBat #9104,Bone,Gothic Black,Fangy,Cool Shades,TopHat,Gold,,,
9105,CryptoBat #9105,Slate,Mouse Grey,Pipe,Side Eye,Blue RS Phat,,,,
9106,CryptoBat #9106,Wedgewood,Blood,Chill,Cool Shades,Bunny Ears,,Diamond Stud,,
9107,CryptoBat #9107,Bone,Royal Blue,Peach Toad Smile,Blue Clown,Red Ozzy Hair,,,,
9108,CryptoBat #9108,Sky Blue,Gothic Black,Bored,Glasses,Fez,Silver Cross,,,
9109,CryptoBat #9109,Noize,Gothic Black,Pipe,Rainbow Shades,Horns,,,,
9110,CryptoBat #9110,Ash,Gothic Black,Insect Tongue,Cute Blue,Black Ozzy Hair,,Silver Hoop,,
9111,CryptoBat #9111,Cosmic,Cotton Candy,Blood Goo,Tear Dropz,,,,,
9112,CryptoBat #9112,Noize,Gothic Black,Puff,Tear Dropz,Black Mohawk,,,,
9113,CryptoBat #9113,Asphalt,Gothic Black,Fangy,Pie Eyed,Blue Bandana,,Ruby Stud,,
9114,CryptoBat #9114,Charcoal,Gothic Black,Party Horn,Sutter Systems Safety Goggles,Horns,,,,
9115,CryptoBat #9115,Mantis,Mouse Grey,White Fangz,Green,Bowler Hat,,,,
9116,CryptoBat #9116,Slate,Dark Brown,Blood Goo,Cute Green,Green Mohawk,,,,
9117,CryptoBat #9117,Asphalt,Blonde Bombshell,Skull Teeth,Sassy,Halo,,,,
9118,CryptoBat #9118,Lavender,Ghostly White,Clown Smile,Glasses,Stray Hairs,,,,
9119,CryptoBat #9119,Wedgewood,Batenza,Blood Goo,Blue Clown,Red RS Phat,,,,
9120,CryptoBat #9120,Mantis,Light Brown,Blood Thirsty,Blue Clown,Blue RS Phat,,,,
9121,CryptoBat #9121,Sky Blue,Ghostly White,Blood Fangz,Blue,Blonde Mohawk,,,,
9122,CryptoBat #9122,Mantis,Brainzzz,Silver Fangz,Green Clown,,,,,
9123,CryptoBat #9123,Asphalt,Blonde Bombshell,Fruit Bat,Side Eye,TopHat,,,,
9124,CryptoBat #9124,Vermillion,Swamp Lumps,Fruit Bat,Blue,Black Mohawk,,,,
9125,CryptoBat #9125,Charcoal,Ghostly White,Party Horn,Red Lasers,Robinhood Hat,,,,
9126,CryptoBat #9126,Charcoal,Cotton Candy,White Fangz,Side Eye,Blue Bandana,,,,
9127,CryptoBat #9127,Mantis,Ghostly White,Rose,Tear Dropz,Black Mohawk,,,,
9128,CryptoBat #9128,Savvy Teal,Gothic Black,Pipe,Spectacles,Stray Hairs,Silver,,,
9129,CryptoBat #9129,Lavender,Gothic Black,Chill,Side Eye,Green Mohawk,Silver,,,
9130,CryptoBat #9130,Charcoal,Swamp Lumps,Doogle Bug,Blue,TopHat,,,,
9131,CryptoBat #9131,Savvy Teal,Cotton Candy,Smiley,Ozzy Shades,TopHat,Silver Cross,,,
9132,CryptoBat #9132,Wedgewood,Mouse Grey,E-Puff,Eye Patch,,Ruby Cross,,,
9133,CryptoBat #9133,Blush,Dark Brown,Bored,Blue Clown,Stray Hairs,Ruby Cross,,,
9134,CryptoBat #9134,Lavender,Dark Brown,Keep Safe!,Closed,Red Ozzy Hair,,,,
9135,CryptoBat #9135,Periwinkle,Patchwork,Clown Smile,Glasses,Club Hat,,,,
9136,CryptoBat #9136,Cosmic,Dark Brown,Pipe,Cute,Black Mohawk,,,,
9137,CryptoBat #9137,Vermillion,Ghostly White,Smiley,Sassy,Alfalfa,,,,
9138,CryptoBat #9138,Asphalt,Ghostly White,Doogle Bug,Side Eye,Yeehaw!,,Silver Hoop,,
9139,CryptoBat #9139,Indigo,Emerald Green,Pizza,Eye Patch,Black Ozzy Hair,,,,
9140,CryptoBat #9140,Ash,Mouse Grey,Pizza,Red Lasers,What The Duck,,,,
9141,CryptoBat #9141,Lavender,Light Brown,Puff,Blue Clown,Big Brain,,,,
9142,CryptoBat #9142,Mantis,Deep Purple,Blue Toad Smile,Aye Eye Captain,Jack O'Lantern,,Silver Hoop,,
9143,CryptoBat #9143,Indigo,Gothic Black,E-Puff,Glasses,Red Ozzy Hair,,,,
9144,CryptoBat #9144,Charcoal,Patchwork,Pizza,Sassy,Stray Hairs,,,,
9145,CryptoBat #9145,Charcoal,Cotton Candy,Keep Safe!,Green,Stray Hairs,Silver,,,
9146,CryptoBat #9146,Binary Cascade,Blonde Bombshell,Chill,Purple Shades,,,,,
9147,CryptoBat #9147,Slate,Ghostly White,Skull Teeth,Closed,What The Duck,,,,
9148,CryptoBat #9148,Vermillion,Plasma Red,Blue Toad Smile,Pie Eyed,TopHat,,,,
9149,CryptoBat #9149,Vermillion,Zebra,Rose,Blue,Horns,,,,
9150,CryptoBat #9150,Savvy Teal,Mouse Grey,E-Puff,Eye Patch,Green RS Phat,,,,
9151,CryptoBat #9151,Indigo,Emerald Green,Puff,Blue Noun Glasses,Party Hat,Ruby Cross,,,
9152,CryptoBat #9152,Cosmic,Light Brown,Bored,Cute Green,Green Mohawk,,,,
9153,CryptoBat #9153,Bone,Emerald Green,Silver Fangz,Closed,,Silver Cross,,,
9154,CryptoBat #9154,Periwinkle,Emerald Green,Chill,Cute Blue,White Captain Hat,,Silver Hoop,,
9155,CryptoBat #9155,Sky Blue,Deep Purple,Pipe,Unimpressed,Alfalfa,,,,
9156,CryptoBat #9156,Asphalt,Light Brown,Skull Teeth,Cute Blue,Green RS Phat,,,,
9157,CryptoBat #9157,Periwinkle,Batenza,Doogle Bug,Unimpressed,,Silver Cross,,,
9158,CryptoBat #9158,Ash,Ghostly White,Keep Safe!,Green Clown,Party Hat,,Gold Hoop,,
9159,CryptoBat #9159,Savvy Teal,Aped In,Doogle Bug,Sutter Systems Safety Goggles,Blue Bandana,,,,
9160,CryptoBat #9160,Blush,Light Brown,Clown Smile,3D Glasses,Blonde Mohawk,,,,
9161,CryptoBat #9161,Asphalt,Swamp Lumps,Pipe,Eye Patch,Halo,,,,
9162,CryptoBat #9162,Blush,Gothic Black,Doogle Bug,Side Eye,Robinhood Hat,,,,
9163,CryptoBat #9163,Bone,Light Brown,Blue Toad Smile,Cute Blue,Blue Bandana,,,,
9164,CryptoBat #9164,Ash,Swamp Lumps,Venom Fangz,3D Glasses,White Captain Hat,,,,
9165,CryptoBat #9165,Ash,Ghostly White,Peach Toad Smile,Closed,Joker Hair,,,,
9166,CryptoBat #9166,Asphalt,Light Brown,Pipe,Blue Clown,Trippy CH,,,,
9167,CryptoBat #9167,Slate,Light Brown,Smirk,3D Glasses,Red Ozzy Hair,Silver,Ruby Stud,,
9168,CryptoBat #9168,Bone,Dark Brown,Blue Toad Smile,Rainbow Shades,Jack O'Lantern,,Gold Hoop,,
9169,CryptoBat #9169,Asphalt,Slimeee,Blue Toad Smile,Glasses,Thorn Crown,,,,
9170,CryptoBat #9170,Periwinkle,Cotton Candy,Green Goo,Cute Green,Robinhood Hat,,,,
9171,CryptoBat #9171,Sky Blue,Dark Brown,Trippy Goo,Cool Shades,Horns,,,,
9172,CryptoBat #9172,Lavender,Light Brown,Blood Goo,Bandage,Robinhood Hat,,,,
9173,CryptoBat #9173,Periwinkle,Deep Purple,Pipe,Cute Green,Banananananana,,,,
9174,CryptoBat #9174,Slate,Swamp Lumps,Bored,Brown,Stray Hairs,Gold,,,
9175,CryptoBat #9175,Batenza,Emerald Green,Clown Smile,Spectacles,Bunny Ears,,,,
9176,CryptoBat #9176,Violet,Emerald Green,Puff,Side Eye,Green Mohawk,,Silver Hoop,,
9177,CryptoBat #9177,Savvy Teal,Mouse Grey,Blood Goo,Dead,Blonde Ozzy Hair,,,,
9178,CryptoBat #9178,Lavender,Royal Blue,Bored,Cool Shades,Yeehaw!,Silver,,,
9179,CryptoBat #9179,Blush,Blonde Bombshell,White Fangz,Brown,Robinhood Hat,,,,
9180,CryptoBat #9180,Charcoal,Dark Brown,Fruit Bat,Blue,Bowler Hat,Ruby Cross,,,
9181,CryptoBat #9181,Lavender,Light Brown,Blood Goo,Blue Noun Glasses,Stray Hairs,,,,
9182,CryptoBat #9182,Violet,Royal Blue,Bored,Blue Noun Glasses,Blonde Ozzy Hair,,,,
9183,CryptoBat #9183,Bone,Swamp Lumps,Party Horn,Bandage,Alfalfa,,,,
9184,CryptoBat #9184,Ash,Batenza,Smirk,Purple Clown,White Captain Hat,Gold Cross,,,
9185,CryptoBat #9185,Noize,Mouse Grey,Smiley,Tear Dropz,Blue Bandana,,,,
9186,CryptoBat #9186,Cosmic,Swamp Lumps,Puff,Glasses,Club Hat,,,,
9187,CryptoBat #9187,Savvy Teal,Swamp Lumps,Blue Toad Smile,Unimpressed,Big Brain,Gold Cross,,,
9188,CryptoBat #9188,Indigo,Ghostly White,Skull Teeth,Closed,,,Diamond Stud,,
9189,CryptoBat #9189,Asphalt,Ghostly White,Doogle Bug,Cute,Big Brain,,Silver Hoop,,
9190,CryptoBat #9190,Savvy Teal,Gothic Black,Pizza,Green,Stray Hairs,,,,
9191,CryptoBat #9191,Mantis,Dark Brown,Blue Toad Smile,Pie Eyed,Fez,Gold,,,
9192,CryptoBat #9192,Violet,Slimeee,Chill,Tear Dropz,Red Ozzy Hair,,Gold Hoop,,
9193,CryptoBat #9193,Violet,Light Brown,Bored,Brown,Black Ozzy Hair,,,,
9194,CryptoBat #9194,Ash,Ghostly White,Fangy,Closed,Blue RS Phat,,,,
9195,CryptoBat #9195,Mantis,Blonde Bombshell,Bored,Green Clown,Black Ozzy Hair,Gold,,,
9196,CryptoBat #9196,Blush,Gothic Black,Peach Toad Smile,Spectacles,,,Ruby Stud,,
9197,CryptoBat #9197,Wedgewood,Cotton Candy,Bored,Green,Jack O'Lantern,,,,
9198,CryptoBat #9198,Noize,Ghostly White,Goldfanger,Side Eye,Stray Hairs,,,,
9199,CryptoBat #9199,Cosmic,Skeleton,Peach Toad Smile,Black Glasses,Alfalfa,,Silver Hoop,,
9200,CryptoBat #9200,Sky Blue,Gothic Black,E-Puff,3D Glasses,Red Ozzy Hair,,,,
9201,CryptoBat #9201,Lavender,Royal Blue,E-Puff,Dead,Party Hat,,,,
9202,CryptoBat #9202,Wedgewood,Batenza,Blue Toad Smile,Cute,,Gold,,,
9203,CryptoBat #9203,Periwinkle,Cotton Candy,Chill,Blue,Green RS Phat,,,,
9204,CryptoBat #9204,Bone,Cotton Candy,Puff,Cute,Fez,,,,
9205,CryptoBat #9205,Savvy Teal,Cotton Candy,Clown Smile,Cute Blue,Blonde Ozzy Hair,,,,
9206,CryptoBat #9206,Ash,Blood,Venom Fangz,Pie Eyed,Robinhood Hat,,,,
9207,CryptoBat #9207,Slate,Gothic Black,Smiley,Cute Brown,White Captain Hat,,,,
9208,CryptoBat #9208,Wedgewood,Ghostly White,Puff,Cute Brown,,Ruby Cross,,,
9209,CryptoBat #9209,Charcoal,Ghostly White,Blood Thirsty,Green Clown,Big Brain,,,,
9210,CryptoBat #9210,Ash,Dark Brown,Chill,Evil,Horns,,,,
9211,CryptoBat #9211,Savvy Teal,Ghostly White,Blood Thirsty,Black Glasses,Alfalfa,,,,
9212,CryptoBat #9212,Slate,Deep Purple,Smirk,Evil,Stray Hairs,Ruby Cross,,,
9213,CryptoBat #9213,Batenza,Aped In,Bored,Cool Shades,Blonde Ozzy Hair,,Diamond Stud,,
9214,CryptoBat #9214,Savvy Teal,Ginger Puss,Smirk,Side Eye,Blue Bandana,,,,
9215,CryptoBat #9215,Sky Blue,Blonde Bombshell,Smirk,Evil,Stray Hairs,,Gold Hoop,,
9216,CryptoBat #9216,Slate,Ghostly White,Fangy,Tear Dropz,Banananananana,,,,
9217,CryptoBat #9217,Ash,Skeleton,Venom Fangz,Spectacles,Horns,,,,
9218,CryptoBat #9218,Mantis,Dark Brown,Pipe,Sassy,Red RS Phat,,,,
9219,CryptoBat #9219,Lavender,Deep Purple,Party Horn,Green,Fez,,,,
9220,CryptoBat #9220,Blush,Light Brown,Blood Goo,Pie Eyed,Halo,,,,
9221,CryptoBat #9221,Slate,Ghostly White,Fangy,Green Clown,Stray Hairs,Silver,,,
9222,CryptoBat #9222,Asphalt,Blonde Bombshell,Puff,Cute Green,Green RS Phat,,,,
9223,CryptoBat #9223,Blush,Batenza,Fruit Bat,3D Glasses,White Captain Hat,,,,
9224,CryptoBat #9224,Periwinkle,Ghostly White,Clown Smile,Brown,Blue RS Phat,,Ruby Stud,,
9225,CryptoBat #9225,Bone,Patchwork,Blood Goo,Purple Shades,White Captain Hat,,,,
9226,CryptoBat #9226,Sky Blue,Patchwork,Chill,Closed,Alfalfa,Garlic Garland,Gold Hoop,,
9227,CryptoBat #9227,Vermillion,Deep Purple,Rose,Side Eye,,,,,
9228,CryptoBat #9228,Slate,Swamp Lumps,Fangy,Eye Patch,Blue RS Phat,,,,
9229,CryptoBat #9229,Sky Blue,Plasma Red,Bored,Cute Brown,Stray Hairs,Silver,,,
9230,CryptoBat #9230,Periwinkle,Zebra,Trippy Goo,Cute Blue,Black Mohawk,,,,
9231,CryptoBat #9231,Violet,Light Brown,Doogle Bug,Cute,Black Mohawk,,,,
9232,CryptoBat #9232,Vermillion,Deep Purple,Pipe,Tear Dropz,Banananananana,,,,
9233,CryptoBat #9233,Charcoal,Mouse Grey,Keep Safe!,Rainbow Shades,Bowler Hat,Silver,,,
9234,CryptoBat #9234,Slate,Blood,Blood Goo,Purple Shades,White Captain Hat,,Gold Hoop,,
9235,CryptoBat #9235,Bone,Gothic Black,Smirk,Purple Shades,Halo,,,,
9236,CryptoBat #9236,Bone,Ginger Puss,Chill,Black Glasses,,Gold Cross,,,
9237,CryptoBat #9237,Savvy Teal,Plasma Red,Blood Thirsty,3D Glasses,Green RS Phat,,,,
9238,CryptoBat #9238,Ash,Ginger Puss,Skull Teeth,Tear Dropz,Green RS Phat,,,,
9239,CryptoBat #9239,Sky Blue,Light Brown,Doogle Bug,Eye Patch,,Garlic Garland,,,
9240,CryptoBat #9240,Asphalt,Emerald Green,Smiley,Red Noun Glasses,Joker Hair,,,,
9241,CryptoBat #9241,Lavender,Gothic Black,Chill,Ozzy Shades,Crown,,,,
9242,CryptoBat #9242,Cosmic,Light Brown,Puff,Spectacles,Club Hat,,Ruby Stud,,
9243,CryptoBat #9243,Slate,Blonde Bombshell,Chill,Unimpressed,Robinhood Hat,,Gold Hoop,,
9244,CryptoBat #9244,Ash,Gothic Black,Peach Toad Smile,Side Eye,Horns,Silver,,,
9245,CryptoBat #9245,Binary Cascade,Dark Brown,Trippy Goo,Side Eye,Blonde Mohawk,,,,
9246,CryptoBat #9246,Vermillion,Deep Purple,Doogle Bug,Pie Eyed,Alfalfa,Gold Cross,,,
9247,CryptoBat #9247,Wedgewood,Mouse Grey,Keep Safe!,Unimpressed,Bowler Hat,,,,
9248,CryptoBat #9248,Periwinkle,Dark Brown,Blood Goo,Tear Dropz,TopHat,,,,
9249,CryptoBat #9249,Ash,Blood,Doogle Bug,Cute,Fez,Silver,,,
9250,CryptoBat #9250,Bone,Aped In,Puff,Purple Shades,,,Gold Hoop,,
9251,CryptoBat #9251,Batenza,Ghostly White,Pizza,Brown,Stray Hairs,,,,
9252,CryptoBat #9252,Wedgewood,Mouse Grey,Green Goo,Rainbow Shades,Thorn Crown,,,,
9253,CryptoBat #9253,Periwinkle,Dark Brown,Fangy,Pie Eyed,Green RS Phat,,Gold Hoop,,
9254,CryptoBat #9254,Wedgewood,Mouse Grey,Chill,Unimpressed,Bunny Ears,,,,
9255,CryptoBat #9255,Asphalt,Brainzzz,Smirk,Side Eye,Fez,,Silver Hoop,,
9256,CryptoBat #9256,Indigo,Dark Brown,Insect Tongue,Dead,Fez,,,,
9257,CryptoBat #9257,Lavender,Gothic Black,Blood Goo,Unimpressed,Banananananana,,,,
9258,CryptoBat #9258,Periwinkle,Deep Purple,White Fangz,Side Eye,White Captain Hat,,,,
9259,CryptoBat #9259,Asphalt,Swamp Lumps,Bored,Blue,,Gold,,,
9260,CryptoBat #9260,Slate,Blonde Bombshell,Smiley,Blue,Blue RS Phat,,,,
9261,CryptoBat #9261,Lavender,Emerald Green,Smirk,Pie Eyed,,,Diamond Stud,,
9262,CryptoBat #9262,Asphalt,Cotton Candy,Blood Thirsty,Purple Rayz,Blue Bandana,,,,
9263,CryptoBat #9263,Batenza,Light Brown,Puff,Blue Clown,Bowler Hat,,,,
9264,CryptoBat #9264,Lavender,Light Brown,Green Goo,Sassy,Black Mohawk,,,,
9265,CryptoBat #9265,Savvy Teal,Light Brown,Blue Toad Smile,Sassy,Joker Hair,,,,
9266,CryptoBat #9266,Charcoal,Cotton Candy,Blood Thirsty,Cute,Horns,,,,
9267,CryptoBat #9267,Savvy Teal,Emerald Green,Pizza,Bandage,E-Mouse Ears,,,,
9268,CryptoBat #9268,Bone,Cotton Candy,White Fangz,Green Clown,Green Mohawk,,,,
9269,CryptoBat #9269,Slate,Light Brown,Smirk,Dead,Blue Bandana,,Gold Hoop,,
9270,CryptoBat #9270,Savvy Teal,Light Brown,Blood Goo,Cute,Red Ozzy Hair,,,,
9271,CryptoBat #9271,Noize,Ginger Puss,Keep Safe!,Glasses,Blue Bandana,,,,
9272,CryptoBat #9272,Ash,Dark Brown,Chill,Side Eye,Stray Hairs,,Gold Hoop,,
