TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),FACE,NECK,MOUTH,EYES,NOSE,EAR,HEAD,GLITCH PATTERN
10342,BASTARD GAN PUNK V2 #10342,CALM AF (STILL),SEXMACHINA BASTARD,21,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,GOAT,NUTTIN',REGULAR,NUTTIN',NUTTIN',NUTTIN',DO-RAG,
10343,BASTARD GAN PUNK V2 #10343,CALM AF (STILL),PIMP BASTARD,27,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,NUTTIN',SMIRK,BIG SHADES,CLOWN NOSE,NUTTIN',VAMPIRE HAIR,
10344,BASTARD GAN PUNK V2 #10344,CALM AF (STILL),4HEAD BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,SHADOW BEARD,GOLD CHAIN,OPEN BUCKS,VR,NUTTIN',NUTTIN',BANDANA,
10345,BASTARD GAN PUNK V2 #10345,CALM AF (STILL),UGLY BASTARD,28,,,,,,,APE,SOLID AF,LEFT,VAPE,UNIBROW,GOLD CHAIN,GRILL,EYE PATCH CLASSICS,CLOWN NOSE,NUTTIN',BALD,
10346,BASTARD GAN PUNK V2 #10346,CALM AF (STILL),LOW POLY BASTARD,27,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',NUTTIN',TIARA,
10347,BASTARD GAN PUNK V2 #10347,CALM AF (STILL),HORNY BASTARD,14,,,,,,,ALIEN,GLITCHY AF,RIGHT,BIG SMOKE,NUTTIN',CHOKER,OPEN BUCKS,CLOWN EYES,NUTTIN',NUTTIN',STRINGY HAIR,EYES
10348,BASTARD GAN PUNK V2 #10348,CALM AF (STILL),L4M3R BASTARD,26,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,GOAT,GOLD CHAIN,GRILL,NERDY CLASSICS,NUTTIN',NUTTIN',WILD HAIR,
10349,BASTARD GAN PUNK V2 #10349,CALM AF (STILL),PERSONA NON GRATA BASTARD,24,,,,,,,PETITE,SOLID AF,LEFT,CIGGIE,GOAT,NUTTIN',LIPSTICK,VR,CLOWN NOSE,NUTTIN',VAMPIRE HAIR,
10350,BASTARD GAN PUNK V2 #10350,CALM AF (STILL),MINNIE BASTARD,13,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,GOAT,GOLD CHAIN,MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
10351,BASTARD GAN PUNK V2 #10351,CALM AF (STILL),0HEAD BASTARD,24,,,,,,,PETITE,GLITCHY AF,RIGHT,BIG SMOKE,LUXURIOUS BEARD,SILVER CHAIN,X MOUTH,CLASSIC SHADES,NUTTIN',NUTTIN',MOHAWK,STAIRS
10352,BASTARD GAN PUNK V2 #10352,CALM AF (STILL),OMEGA BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,MUSTACHE,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',X HEAD,
10353,BASTARD GAN PUNK V2 #10353,CALM AF (STILL),FLIPPER BASTARD,26,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,VAPE,NUTTIN',NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',NUTTIN',DO-RAG 'N MOHAWK THIN,
10354,BASTARD GAN PUNK V2 #10354,CALM AF (STILL),OMEGA BASTARD,22,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,NUTTIN',GRILL,CLOWN EYES,NUTTIN',NUTTIN',MOHAWK,
10355,BASTARD GAN PUNK V2 #10355,CALM AF (STILL),FREN BASTARD,22,,,,,,,APE,SOLID AF,RIGHT,VAPE,CHINSTRAP,NUTTIN',OPEN BUCKS,CLOWN EYES,NUTTIN',NUTTIN',BANDANA,
10356,BASTARD GAN PUNK V2 #10356,CALM AF (STILL),FAKE BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,GOAT,CHOKER,DROOL,SMALL SHADES,NUTTIN',NUTTIN',KNITTED CAP,
10357,BASTARD GAN PUNK V2 #10357,CALM AF (STILL),MINNIE BASTARD,22,,,,,,,ALIEN,SOLID AF,RIGHT,CIGGIE,SHADOW BEARD,GOLD CHAIN,OPEN BUCKS,3D GLASSES,NUTTIN',NUTTIN',CRAZY HAIR,
10358,BASTARD GAN PUNK V2 #10358,CALM AF (STILL),BOURGEOIS BASTARD,21,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,MEDICAL MASK,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',MOHAWK THIN,
10359,BASTARD GAN PUNK V2 #10359,CALM AF (STILL),BOOMER BASTARD,39,,,,,,,ALIEN,GLITCHY AF,RIGHT,BIG SMOKE,CHINSTRAP,NUTTIN',OPEN BUCKS,CLASSIC SHADES,NUTTIN',GOLD EARRING,WILD WHITE HAIR,4x8s
10360,BASTARD GAN PUNK V2 #10360,CALM AF (STILL),BADA$$ BASTARD,26,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,GOAT,CHOKER,MEDICAL MASK,NERDY CLASSICS,NUTTIN',NUTTIN',BEANIE,
10361,BASTARD GAN PUNK V2 #10361,HYPED AF (ANIMATED),SEMI BASTARD,24,SWEEP PICKING (16.66 FPS),188,4,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
10362,BASTARD GAN PUNK V2 #10362,CALM AF (STILL),MAXIE BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,PIPE,MUSTACHE,NUTTIN',LIPSTICK,BIG CLASSICS,NUTTIN',NUTTIN',VAMPIRE HAIR,
10363,BASTARD GAN PUNK V2 #10363,HYPED AF (ANIMATED),GAMER BASTARD,12,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
10364,BASTARD GAN PUNK V2 #10364,CALM AF (STILL),COOMER BASTARD,30,,,,,,,APE,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,NUTTIN',NUTTIN',NUTTIN',CRAZY HAIR,
10365,BASTARD GAN PUNK V2 #10365,CALM AF (STILL),REAL DEAL BASTARD,5,,,,,,,APE,SOLID AF,RIGHT,PIPE,ROSY CHEEKS,NUTTIN',SMILE,HEART GLASSES,NUTTIN',NUTTIN',WILD WHITE HAIR,
10366,BASTARD GAN PUNK V2 #10366,CALM AF (STILL),LOW POLY BASTARD,3,,,,,,,PETITE,GLITCHY AF,RIGHT,EDIBLES???,NORMAL BEARD,NUTTIN',MEDICAL MASK,X EYES,NUTTIN',NUTTIN',BLONDE SHORT,GRID
10367,BASTARD GAN PUNK V2 #10367,CALM AF (STILL),VIRGIN BASTARD,26,,,,,,,APE,SOLID AF,LEFT,VAPE,CHINSTRAP,NUTTIN',SMILE,EYE PATCH,CLOWN NOSE,NUTTIN',HEADBAND 'N MOHAWK THIN,
10368,BASTARD GAN PUNK V2 #10368,CALM AF (STILL),DUMPSTER BASTARD,30,,,,,,,LARGE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',GOLD CHAIN,REGULAR,X EYES,NUTTIN',NUTTIN',BEANIE,HORIZONTAL 1s
10369,BASTARD GAN PUNK V2 #10369,CALM AF (STILL),POOR BASTARD,36,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,CHINSTRAP,GOLD CHAIN,OPEN BUCKS,NERDY CLASSICS,NUTTIN',NUTTIN',WILD HAIR,
10370,BASTARD GAN PUNK V2 #10370,HYPED AF (ANIMATED),STINKY BASTARD,12,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
10371,BASTARD GAN PUNK V2 #10371,CALM AF (STILL),EGGPLANT BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',KNITTED CAP,
10372,BASTARD GAN PUNK V2 #10372,CALM AF (STILL),MOONBOI BASTARD,34,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,GOLD CHAIN,DROOL,3D GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
10373,BASTARD GAN PUNK V2 #10373,CALM AF (STILL),BOMBSHELL BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,VR,NUTTIN',NUTTIN',FEDORA,
10374,BASTARD GAN PUNK V2 #10374,CALM AF (STILL),DUMPSTER BASTARD,34,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,SMALL SHADES,NUTTIN',NUTTIN',BUZZED,
10375,BASTARD GAN PUNK V2 #10375,HYPED AF (ANIMATED),BOOMER BASTARD,32,SWEEP PICKING (16.66 FPS),188,0,NAH,1 - UNPLUGGED,WHITE,,,,,,,,,,,,
10376,BASTARD GAN PUNK V2 #10376,CALM AF (STILL),WHALE WANNABE BASTARD,34,,,,,,,PETITE,GLITCHY AF,RIGHT,BIG SMOKE,GOAT,SILVER CHAIN,LIPSTICK,3D GLASSES,NUTTIN',GOLD EARRING,X HEAD,BORDER
10377,BASTARD GAN PUNK V2 #10377,CALM AF (STILL),UGLY BASTARD,36,,,,,,,ALIEN HUMAN HYBRID,GLITCHY AF,RIGHT,PIPE,CHINSTRAP 'N GOAT,NUTTIN',LIPSTICK,SMALL REGULARS,NUTTIN',NUTTIN',MESSY HAIR,GRADIENT
10378,BASTARD GAN PUNK V2 #10378,CALM AF (STILL),FAKE BASTARD,23,,,,,,,PETITE,SOLID AF,LEFT,CIGGIE,SHADOW BEARD,SILVER CHAIN,BUCK TEETH,REGULAR SHADES,NUTTIN',NUTTIN',KNITTED CAP,
10379,BASTARD GAN PUNK V2 #10379,CALM AF (STILL),PARASITE BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,MUSTACHE,GOLD CHAIN,BUCK TEETH,CLASSIC SHADES,NUTTIN',NUTTIN',PIGTAILS,
10380,BASTARD GAN PUNK V2 #10380,CALM AF (STILL),SMUG BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NUTTIN',GOLD CHAIN,BUCK TEETH,HEART GLASSES,NUTTIN',NUTTIN',TOP HAT,
10381,BASTARD GAN PUNK V2 #10381,HYPED AF (ANIMATED),C00LIO BASTARD,35,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
10382,BASTARD GAN PUNK V2 #10382,CALM AF (STILL),FREN BASTARD,28,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,PIPE,MUTTONCHOPS,CHOKER,SMIRK,EYE PATCH,NUTTIN',NUTTIN',X HEAD,
10383,BASTARD GAN PUNK V2 #10383,CALM AF (STILL),FAKE BASTARD,20,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',SILVER CHAIN,MEDICAL MASK,VR,NUTTIN',NUTTIN',X HEAD,
10384,BASTARD GAN PUNK V2 #10384,CALM AF (STILL),FUTURIST BASTARD,22,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,MUSTACHE,GOLD CHAIN,LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
10385,BASTARD GAN PUNK V2 #10385,CALM AF (STILL),NIFTYMANIAC BASTARD,21,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,GOAT,NUTTIN',DROOL,HEART GLASSES,NUTTIN',NUTTIN',BUZZED,
10386,BASTARD GAN PUNK V2 #10386,CALM AF (STILL),WEEB BASTARD,28,,,,,,,APE,GLITCHY AF,LEFT,EDIBLES???,NORMAL BEARD,GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',NEWSBOY CAP,ZIGZAG
10387,BASTARD GAN PUNK V2 #10387,CALM AF (STILL),OMEGA BASTARD,20,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,MUSTACHE,NUTTIN',DROOL,EYE BAGS,NUTTIN',GOLD EARRING,CRAZY HAIR,
10388,BASTARD GAN PUNK V2 #10388,CALM AF (STILL),THETA BASTARD,27,,,,,,,APE,GLITCHY AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',GRILL,CLOWN EYES,CLOWN NOSE,NUTTIN',WILD WHITE HAIR,ABSTRACT LIGHT
10389,BASTARD GAN PUNK V2 #10389,CALM AF (STILL),L4M3R BASTARD,19,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,NUTTIN',NUTTIN',BUCK TEETH,EYE SHADOW,NUTTIN',GOLD EARRING,STRINGY HAIR,
10390,BASTARD GAN PUNK V2 #10390,CALM AF (STILL),EMO BASTARD,24,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,PIPE,NUTTIN',CHOKER,BUCK TEETH,EYE BAGS,NUTTIN',NUTTIN',COWBOY HAT,
10391,BASTARD GAN PUNK V2 #10391,CALM AF (STILL),ROGUE BASTARD,26,,,,,,,ALIEN,GLITCHY AF,LEFT,CIGGIE,NUTTIN',CHOKER,SMILE,CLOWN EYES,NUTTIN',NUTTIN',DO-RAG,ABSTRACT LIGHT
10392,BASTARD GAN PUNK V2 #10392,CALM AF (STILL),THETA BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',PIGTAILS,
10393,BASTARD GAN PUNK V2 #10393,CALM AF (STILL),0HEAD BASTARD,28,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,CHINSTRAP,NUTTIN',MEDICAL MASK,3D GLASSES,NUTTIN',GOLD EARRING,PIGTAILS,
10394,BASTARD GAN PUNK V2 #10394,CALM AF (STILL),COOMER BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NUTTIN',CHOKER,REGULAR,3D GLASSES,NUTTIN',NUTTIN',BEANIE,
10395,BASTARD GAN PUNK V2 #10395,CALM AF (STILL),ANON BASTARD,39,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',NUTTIN',KNITTED CAP,
10396,BASTARD GAN PUNK V2 #10396,CALM AF (STILL),BLUPIL BASTARD,31,,,,,,,APE,SOLID AF,RIGHT,VAPE,SHADOW BEARD,CHOKER,GRILL,VR,NUTTIN',NUTTIN',BEANIE,
10397,BASTARD GAN PUNK V2 #10397,CALM AF (STILL),TANKIE BASTARD,20,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,NUTTIN',LIPSTICK,VR,NUTTIN',NUTTIN',HEART SHAPED HAIR,
10398,BASTARD GAN PUNK V2 #10398,CALM AF (STILL),PRANKER BASTARD,16,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',BUZZED,
10399,BASTARD GAN PUNK V2 #10399,CALM AF (STILL),2HEAD BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,EYE BAGS,NUTTIN',NUTTIN',BUZZED,
10400,BASTARD GAN PUNK V2 #10400,CALM AF (STILL),HORNY BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',LIPSTICK,X EYES,NUTTIN',NUTTIN',X HEAD,
10401,BASTARD GAN PUNK V2 #10401,CALM AF (STILL),NIFTYMANIAC BASTARD,27,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,SHADOW BEARD,NUTTIN',OPEN BUCKS,HEART GLASSES,NUTTIN',NUTTIN',FEDORA,
10402,BASTARD GAN PUNK V2 #10402,CALM AF (STILL),PEACH BASTARD,8,,,,,,,PETITE,SOLID AF,FRONT,EDIBLES???,NUTTIN',THICC NECK,MEDICAL MASK,VR,NUTTIN',NUTTIN',X HEAD,
10403,BASTARD GAN PUNK V2 #10403,CALM AF (STILL),HIPPIE BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,CHOKER,LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',WILD WHITE HAIR,
10404,BASTARD GAN PUNK V2 #10404,CALM AF (STILL),L4M3R BASTARD,30,,,,,,,PETITE,SOLID AF,LEFT,BIG SMOKE,MUSTACHE,NUTTIN',REGULAR,3D GLASSES,CLOWN NOSE,NUTTIN',MESSY HAIR,
10405,BASTARD GAN PUNK V2 #10405,CALM AF (STILL),PEPEGA BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,SHADOW BEARD,NUTTIN',DROOL,EYE PATCH,CLOWN NOSE,GOLD EARRING,BANDANA,
10406,BASTARD GAN PUNK V2 #10406,CALM AF (STILL),DEALER BASTARD,24,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',GOLD EARRING,CAP FORWARD,
10407,BASTARD GAN PUNK V2 #10407,CALM AF (STILL),REAL DEAL BASTARD,8,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,X EYES,CLOWN NOSE,GOLD EARRING,MESSY HAIR,
10408,BASTARD GAN PUNK V2 #10408,CALM AF (STILL),NERD BASTARD,37,,,,,,,LARGE,SOLID AF,LEFT,VAPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,EYE MASK,NUTTIN',GOLD EARRING,PIGTAILS,
10409,BASTARD GAN PUNK V2 #10409,CALM AF (STILL),DUMPSTER BASTARD,25,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,ROSY CHEEKS,CHOKER,BUCK TEETH,CLASSIC SHADES,NUTTIN',NUTTIN',CAP FORWARD,
10410,BASTARD GAN PUNK V2 #10410,CALM AF (STILL),TROLL BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,VR,NUTTIN',NUTTIN',WILD HAIR,
10411,BASTARD GAN PUNK V2 #10411,CALM AF (STILL),BLUPIL BASTARD,26,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,MUTTONCHOPS,NUTTIN',OPEN BUCKS,EYE MASK,CLOWN NOSE,NUTTIN',MESSY HAIR,
10412,BASTARD GAN PUNK V2 #10412,CALM AF (STILL),PARASITE BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',HEADBAND,
10413,BASTARD GAN PUNK V2 #10413,CALM AF (STILL),WAIFU BASTARD,28,,,,,,,ZOMBIE,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,NUTTIN',LIPSTICK,X EYES,NUTTIN',NUTTIN',BANDANA,
10414,BASTARD GAN PUNK V2 #10414,CALM AF (STILL),PUMPER BASTARD,22,,,,,,,APE,SOLID AF,RIGHT,CIGGIE,HANDLEBARS,NUTTIN',BUCK TEETH,CLASSIC SHADES,CLOWN NOSE,NUTTIN',HEADBAND,
10415,BASTARD GAN PUNK V2 #10415,CALM AF (STILL),REAL DEAL BASTARD,12,,,,,,,X BASTARD,GLITCHY AF,FRONT,CIGGIE,BIG BEARD,NUTTIN',LIPSTICK,VR,NUTTIN',NUTTIN',VAMPIRE HAIR,HORIZONTALS
10416,BASTARD GAN PUNK V2 #10416,CALM AF (STILL),GLOOMER BASTARD,33,,,,,,,LARGE,GLITCHY AF,LEFT,CIGGIE,GOAT 'N SHADOW BEARD,CHOKER,SMIRK,VR,NUTTIN',NUTTIN',DO-RAG 'N MOHAWK THIN,HORIZONTAL 1s
10417,BASTARD GAN PUNK V2 #10417,CALM AF (STILL),SMUG BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,SHADOW BEARD,NUTTIN',LIPSTICK,EYE BAGS,NUTTIN',GOLD EARRING,BALD,
10418,BASTARD GAN PUNK V2 #10418,CALM AF (STILL),HODLER BASTARD,4,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',BANDANA,
10419,BASTARD GAN PUNK V2 #10419,CALM AF (STILL),PARASITE BASTARD,34,,,,,,,APE,GLITCHY AF,LEFT,VAPE,SHADOW BEARD,GOLD CHAIN,REGULAR,VR,NUTTIN',NUTTIN',COWBOY HAT,GRADIENT
10420,BASTARD GAN PUNK V2 #10420,CALM AF (STILL),REAL DEAL BASTARD,39,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,CHINSTRAP,NUTTIN',OPEN BUCKS,CLOWN EYES,NUTTIN',NUTTIN',CAP,
10421,BASTARD GAN PUNK V2 #10421,CALM AF (STILL),EMO BASTARD,18,,,,,,,LARGE,SOLID AF,LEFT,VAPE,GOAT,NUTTIN',SMIRK,BIG SHADES,NUTTIN',NUTTIN',BALD,
10422,BASTARD GAN PUNK V2 #10422,HYPED AF (ANIMATED),BLOOMER BASTARD,32,SWEEP PICKING (16.66 FPS),188,0,NAH,1 - UNPLUGGED,WHITE,,,,,,,,,,,,
10423,BASTARD GAN PUNK V2 #10423,CALM AF (STILL),BIG TIDDY GOTH BASTARD,25,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,NUTTIN',LIPSTICK,EYE BAGS,NUTTIN',NUTTIN',CAP FORWARD,
10424,BASTARD GAN PUNK V2 #10424,CALM AF (STILL),DANK BASTARD,33,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,HANDLEBARS,NUTTIN',OPEN MOUTH,NERDY HORNED RIMS,NUTTIN',NUTTIN',POLICE CAP,
10425,BASTARD GAN PUNK V2 #10425,CALM AF (STILL),SNOOB BASTARD,21,,,,,,,LARGE,GLITCHY AF,RIGHT,PIPE,NUTTIN',GOLD CHAIN,BUCK TEETH,CLASSIC SHADES,CLOWN NOSE,GOLD EARRING,CAP FORWARD,B&W
10426,BASTARD GAN PUNK V2 #10426,CALM AF (STILL),DΞGΞN BASTARD,33,,,,,,,ALIEN,GLITCHY AF,RIGHT,EDIBLES???,NORMAL BEARD,CHOKER,LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',PINK WITH HAT,BORDER
10427,BASTARD GAN PUNK V2 #10427,CALM AF (STILL),BOURGEOIS BASTARD,28,,,,,,,ALIEN HUMAN HYBRID,GLITCHY AF,RIGHT,VAPE,MUSTACHE,NUTTIN',LIPSTICK,SMALL SHADES,NUTTIN',GOLD EARRING,DO-RAG 'N MOHAWK THIN,DIAGONAL W/ BORDER
10428,BASTARD GAN PUNK V2 #10428,CALM AF (STILL),RUGPULLER BASTARD,23,,,,,,,APE,SOLID AF,LEFT,PIPE,MUSTACHE,GOLD CHAIN,GRILL,SMALL SHADES,NUTTIN',NUTTIN',TIARA,
10429,BASTARD GAN PUNK V2 #10429,CALM AF (STILL),UGLY BASTARD,25,,,,,,,LARGE,GLITCHY AF,LEFT,CIGGIE,NUTTIN',NUTTIN',X MOUTH,CLASSIC SHADES,NUTTIN',NUTTIN',HEADBAND,B&W
10430,BASTARD GAN PUNK V2 #10430,CALM AF (STILL),FREN BASTARD,18,,,,,,,LARGE,GLITCHY AF,LEFT,BIG SMOKE 'n PIPE,GOAT,NUTTIN',SMIRK,NERDY EYE MASK,NUTTIN',NUTTIN',X HEAD,ABSTRACT AF
10431,BASTARD GAN PUNK V2 #10431,CALM AF (STILL),PIMP BASTARD,25,,,,,,,ALIEN,SOLID AF,RIGHT,VAPE,CHINSTRAP,NUTTIN',GRILL,VR,NUTTIN',GOLD EARRING,BEANIE,
10432,BASTARD GAN PUNK V2 #10432,CALM AF (STILL),REKT BASTARD,20,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,GRILL,BIG SHADES,NUTTIN',NUTTIN',TASSLE HAT,
10433,BASTARD GAN PUNK V2 #10433,CALM AF (STILL),MINNIE BASTARD,28,,,,,,,APE,SOLID AF,RIGHT,PIPE,NUTTIN',CHOKER,SMILE,X EYES,CLOWN NOSE,NUTTIN',CAP FORWARD,
10434,BASTARD GAN PUNK V2 #10434,CALM AF (STILL),WAIFU BASTARD,36,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',HEADBAND,
10435,BASTARD GAN PUNK V2 #10435,CALM AF (STILL),PRANKER BASTARD,28,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',REGULAR,EYE MASK,NUTTIN',NUTTIN',X HEAD,
10436,BASTARD GAN PUNK V2 #10436,CALM AF (STILL),6HEAD BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NORMAL BEARD,GOLD CHAIN,LIPSTICK,CLOWN EYES,NUTTIN',NUTTIN',FEDORA,
10437,BASTARD GAN PUNK V2 #10437,CALM AF (STILL),BOOMER BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,SHADOW BEARD,GOLD CHAIN,DROOL,EYE MASK,NUTTIN',NUTTIN',BALD,
10438,BASTARD GAN PUNK V2 #10438,CALM AF (STILL),BARBARIAN BASTARD,24,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,SHADOW BEARD,NUTTIN',OPEN BUCKS,EYE BAGS,NUTTIN',NUTTIN',DO-RAG,
10439,BASTARD GAN PUNK V2 #10439,CALM AF (STILL),3HEAD BASTARD,25,,,,,,,LARGE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,MEDICAL MASK,EYE MASK,NUTTIN',NUTTIN',WILD WHITE HAIR,HORIZONTALS
10440,BASTARD GAN PUNK V2 #10440,CALM AF (STILL),WHITEPIL BASTARD,22,,,,,,,LARGE,GLITCHY AF,RIGHT,BIG SMOKE,ROSY CHEEKS,NUTTIN',DROOL,NERDY CLASSICS,NUTTIN',NUTTIN',BUZZED,STAIRS
10441,BASTARD GAN PUNK V2 #10441,CALM AF (STILL),PUMPER BASTARD,24,,,,,,,PETITE,SOLID AF,RIGHT,PIPE,HANDLEBARS,NUTTIN',REGULAR,REGULAR SHADES,NUTTIN',GOLD EARRING,DO-RAG,
10442,BASTARD GAN PUNK V2 #10442,CALM AF (STILL),DOOMER BASTARD,22,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,BIG BEARD,NUTTIN',MEDICAL MASK,EYE MASK,NUTTIN',NUTTIN',MOHAWK THIN,
10443,BASTARD GAN PUNK V2 #10443,CALM AF (STILL),VEGAN BASTARD,10,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,EYE MASK,NUTTIN',NUTTIN',MESSY HAIR,
10444,BASTARD GAN PUNK V2 #10444,CALM AF (STILL),DIABOLIQUE BASTARD,30,,,,,,,PETITE,SOLID AF,LEFT,VAPE,GOAT,NUTTIN',BUCK TEETH,X EYES,NUTTIN',NUTTIN',BANDANA,
