TOKEN_ID,TOKEN_NAME,Background,Eye,Fur,Eyewear,Tail,Object,Shirt,Hands,Hat,Expression,1-of-1,Special
1770,Hungry Wolves 1770,Rainbow Shine,Blue,Arctic,None,None,Bricks,Headphones,Gold Bracelet,Wizard Hat,Angry,,
1771,Hungry Wolves 1771,Grey Concrete,Gold,Grey,None,Gold Piercing,Hay,None,Muddy Paws,Cowboy,Calm,,
1772,Hungry Wolves 1772,Pink Concrete,Gold,Glowing,None,Muddy,Pile of Money,None,Ruby Nails,Cowboy,Hungry,,
1773,Hungry Wolves 1773,Blue Concrete,Blue,Zombie,None,Muddy,Pile of Bananas,Headphones,Gold Nails,Devil Horns,Hungry,,
1774,Hungry Wolves 1774,Rainbow Shine,Cat Eyes,Arctic,None,None,Pile of Bananas,None,Gold Bracelet,Devil Horns,Silly,,
1775,Hungry Wolves 1775,Wolf Den,No Pupils,Grey,None,None,Ice,None,Bloody Nails,Halo,Hungry,,
1776,Hungry Wolves 1776,24K,Blue,Clay,None,Muddy,Pile of Money,Headphones,Gold Nails,Devil Horns,Calm,,
1777,Hungry Wolves 1777,Green Concrete,Blue,Brown,None,Muddy,Trash Can,Robot Armor,Onyx Nails,Devil Horns,Angry,,
1778,Hungry Wolves 1778,Grey Concrete,Yellow,Grey,None,Muddy,Trash Can,Blue Soccer Jersey,Gold Bracelet,Straw Hat,Sad,,
1779,Hungry Wolves 1779,Green Concrete,Bloodshot,Brown,None,Snow Covered,Ice,Black T-Shirt,Champ Ring,Mohawk,Evil,,
1780,Hungry Wolves 1780,Underwater,Yellow,Camo,None,Wood,Pile of Money,Yellow Basketball Jersey,None,Halo,Calm,,
1781,Hungry Wolves 1781,Green Concrete,Blue,Hay,None,None,Hay,Blue Soccer Jersey,Onyx Nails,Beanie,Evil,,
1782,Hungry Wolves 1782,Grey Concrete,Yellow,Clay,None,Muddy,Trash Can,Ripped White T-Shirt,Handcuffs,Devil Horns,Hungry,,
1783,Hungry Wolves 1783,Pink Concrete,Yellow,Bronze,None,Gold Piercing,Throne,Banana T-Shirt,Party Nail,Devil Horns,Hungry,,
1784,Hungry Wolves 1784,Underwater,Blue,Hay,None,Snow Covered,Throne,Ripped White T-Shirt,Bloody Nails,Beanie,Hungry,,
1785,Hungry Wolves 1785,Blue Concrete,Blue,Grey,None,Paper Crown,Trash Can,Pack Chain,Bloody Nails,Top Hat,Sad,,
1786,Hungry Wolves 1786,Blood Spattered,Bloodshot,Arctic,None,Wood,Throne,Bowtie,Bloody Nails,None,Evil,,
1787,Hungry Wolves 1787,Pink Concrete,Cyborg,Brown,None,None,Old Stereos,Hoodie,Rainbow Nails,Party Hat,Evil,,
1788,Hungry Wolves 1788,24K,Cat Eyes,Zombie,None,None,Trash Can,None,Gold Bracelet,Halo,Excited,,
1789,Hungry Wolves 1789,Wolf Den,No Pupils,Camo,None,Paper Crown,Boulder,Ripped White T-Shirt,Gold Nails,Beanie,Angry,,
1790,Hungry Wolves 1790,Rainbow Shine,Blue,Brown,None,Muddy,Trash Can,Ripped White T-Shirt,Bloody Nails,Halo,Sad,,
1791,Hungry Wolves 1791,Hellfire,Bloodshot,Clay,None,Snow Covered,Bricks,Headphones,Bloody Nails,Pirate Hat,Evil,,
1792,Hungry Wolves 1792,Hellfire,Cat Eyes,Zombie,None,None,Boulder,Tie-Dye Shirt,Bloody Nails,Red Bandana,Calm,,
1793,Hungry Wolves 1793,Blue Concrete,Blue,Red,None,None,Barbed Wire Fence,Hoodie,Handcuffs,Gold Earring,Excited,,
1794,Hungry Wolves 1794,Graffiti,Blue,Night,None,Glowing,Throne,Robot Armor,Bloody Nails,Devil Horns,Hungry,,
1795,Hungry Wolves 1795,Underwater,Gold,Hay,None,None,Pile of Gems,Banana T-Shirt,Handcuffs,Beanie,Sad,,
1796,Hungry Wolves 1796,Green Concrete,Bloodshot,Zombie,None,Bear Trap,Old Stereos,Bowtie,Glowing Nails,Mohawk,Calm,,
1797,Hungry Wolves 1797,Ice,Blue,Night,None,Snow Covered,Trash Can,Biker Vest,Bloody Nails,Devil Horns,Angry,,
1798,Hungry Wolves 1798,Grey Concrete,Gold,Bronze,None,Snow Covered,Boulder,None,Biker Gloves,Devil Horns,Excited,,
1799,Hungry Wolves 1799,24K,Blue,Zombie,None,Gold Piercing,Trash Can,Green Basketball Jersey,Muddy Paws,Devil Horns,Calm,,
1800,Hungry Wolves 1800,Wolf Den,Blue,Arctic,None,Muddy,New Whip,None,Brass Knuckles,Mohawk,Silly,,
1801,Hungry Wolves 1801,Ice,Gold,Grey,None,None,Bricks,Biker Vest,Biker Gloves,Crown,Sad,,
1802,Hungry Wolves 1802,Grey Concrete,Gold,Arctic,None,None,Trash Can,Pack Chain,Onyx Nails,Gold Earring,Calm,,
1803,Hungry Wolves 1803,Wolf Den,Blue,Night,None,None,Pile of Bananas,None,Bloody Nails,Straw Hat,Calm,,
1804,Hungry Wolves 1804,Magma,Blue,Arctic,None,Snow Covered,Boulder,Green Basketball Jersey,Gold Bracelet,Top Hat,Sad,,
1805,Hungry Wolves 1805,24K,Cat Eyes,Blue,None,None,Pile of Money,None,Muddy Paws,Devil Horns,Excited,,
1806,Hungry Wolves 1806,Blue Concrete,Yellow,Grey,None,None,Trash Can,Hoodie,Onyx Nails,Paper Crown,Calm,,
1807,Hungry Wolves 1807,Blue Concrete,Blue,Red,None,None,Trash Can,Green Basketball Jersey,Gold Nails,Gold Earring,Hungry,,
1808,Hungry Wolves 1808,Grey Concrete,Blue,Bronze,None,None,Boulder,Ripped White T-Shirt,Bloody Nails,Wizard Hat,Evil,,
1809,Hungry Wolves 1809,Blue Concrete,Yellow,Night,None,None,Trash Can,Blue Soccer Jersey,Gold Bracelet,Captain's Hat,Angry,,
1810,Hungry Wolves 1810,Rainbow Shine,Blue,Grey,None,Gold Piercing,Bricks,Black T-Shirt,Party Nail,Santa Hat,Excited,,
1811,Hungry Wolves 1811,Rave,Bloodshot,Red,None,Muddy,Trash Can,None,Muddy Paws,Devil Horns,Calm,,
1812,Hungry Wolves 1812,Grey Concrete,Yellow,Hay,None,None,Barbed Wire Fence,None,Muddy Paws,Pirate Hat,Angry,,
1813,Hungry Wolves 1813,Blue Concrete,Cat Eyes,Rainbow,None,Wood,Trash Can,Green Basketball Jersey,Biker Gloves,Top Hat,Hungry,,
1814,Hungry Wolves 1814,Ice,Cyborg,Grey,None,None,Boulder,None,Ruby Nails,Cowboy,Excited,,
1815,Hungry Wolves 1815,Blue Concrete,Yellow,Rainbow,None,Glowing,Ice,Robot Armor,Rainbow Nails,Party Hat,Excited,,
1816,Hungry Wolves 1816,Pink Concrete,Blue,Clay,None,None,Trash Can,None,Handcuffs,Paper Crown,Sad,,
1817,Hungry Wolves 1817,Underwater,Yellow,Zombie,None,Glowing,Trash Can,Blue Soccer Jersey,Biker Gloves,Devil Horns,Calm,,
1818,Hungry Wolves 1818,Blood Spattered,Yellow,Arctic,None,None,Trash Can,Bowtie,Handcuffs,Devil Horns,Calm,,
1819,Hungry Wolves 1819,Pink Concrete,Yellow,Clay,None,None,Throne,Green Basketball Jersey,Biker Gloves,Top Hat,Excited,,
1820,Hungry Wolves 1820,Blue Concrete,Blue,Red,None,Frozen,Guitar Amp,Hawaiian,Glowing Nails,Paper Crown,Calm,,
1821,Hungry Wolves 1821,Green Concrete,Gold,Camo,None,Gold Piercing,Trash Can,None,Onyx Nails,Halo,Angry,,
1822,Hungry Wolves 1822,Ice,Bloodshot,Rainbow,None,Muddy,Trash Can,Green Basketball Jersey,Gold Bracelet,Beanie,Angry,,
1823,Hungry Wolves 1823,Blue Concrete,Yellow,Blue,None,None,Guitar Amp,None,Mechanical Hand,Wizard Hat,Sad,,
1824,Hungry Wolves 1824,Rainbow Shine,Cat Eyes,Blue,None,Paper Crown,Barbed Wire Fence,Red Soccer Jersey,Bloody Nails,Top Hat,Silly,,
1825,Hungry Wolves 1825,Forest,No Pupils,Camo,None,Muddy,Barbed Wire Fence,Overalls,Glowing Nails,None,Sad,,
1826,Hungry Wolves 1826,Rainbow Shine,Cyborg,Hay,None,Muddy,Hay,Tie-Dye Shirt,None,Captain's Hat,Silly,,
1827,Hungry Wolves 1827,Green Concrete,Yellow,Glowing,Monocle,Muddy,Boulder,Black T-Shirt,Bloody Nails,Top Hat,Hungry,,
1828,Hungry Wolves 1828,Rainbow Shine,Yellow,Arctic,None,None,Guitar Amp,None,Mechanical Hand,Straw Hat,Sad,,
1829,Hungry Wolves 1829,Graffiti,Yellow,Rainbow,None,Bear Trap,Boulder,Robot Armor,Muddy Paws,Straw Hat,Angry,,
1830,Hungry Wolves 1830,Pink Concrete,No Pupils,Glowing,None,Muddy,Boulder,Green Basketball Jersey,Onyx Nails,None,Calm,,
1831,Hungry Wolves 1831,Blue Concrete,Yellow,Golden,None,Frozen,Trash Can,Blue Soccer Jersey,Party Nail,Top Hat,Calm,,
1832,Hungry Wolves 1832,Graffiti,Cat Eyes,Camo,None,Muddy,Boulder,Red Soccer Jersey,Gold Nails,None,Calm,,
1833,Hungry Wolves 1833,Blue Concrete,Yellow,Night,None,Snow Covered,Pile of Bananas,Yellow Basketball Jersey,Brass Knuckles,Pirate Hat,Calm,,
1834,Hungry Wolves 1834,Magma,Blue,Night,None,Snow Covered,Ice,Yellow Basketball Jersey,Bloody Nails,Halo,Calm,,
1835,Hungry Wolves 1835,Blue Concrete,Cyborg,Red,None,Snow Covered,Pile of Money,Robot Armor,Muddy Paws,Red Bandana,Silly,,
1836,Hungry Wolves 1836,Grey Concrete,Blue,Camo,None,None,Guitar Amp,Bowtie,Gold Nails,Flipped Brim,Excited,,
1837,Hungry Wolves 1837,Underwater,Yellow,Rainbow,None,None,Guitar Amp,Yellow Basketball Jersey,Bloody Nails,None,Angry,,
1838,Hungry Wolves 1838,Rainbow Shine,Blue,Arctic,None,Gold Piercing,Barbed Wire Fence,Overalls,Glowing Nails,Devil Horns,Calm,,
1839,Hungry Wolves 1839,Green Concrete,Cat Eyes,Bronze,None,Bear Trap,Trash Can,Green Basketball Jersey,Gold Bracelet,Pirate Hat,Excited,,
1840,Hungry Wolves 1840,Green Concrete,Blue,Grey,None,None,Pile of Bananas,Biker Vest,Gold Bracelet,Santa Hat,Excited,,
1841,Hungry Wolves 1841,Blue Concrete,Cat Eyes,Hay,None,None,Boulder,Red Soccer Jersey,Brass Knuckles,Devil Horns,Silly,,
1842,Hungry Wolves 1842,24K,Cat Eyes,Brown,None,Muddy,New Whip,Black T-Shirt,Gold Nails,Pirate Hat,Calm,,
1843,Hungry Wolves 1843,Hellfire,Cat Eyes,Red,None,None,Hay,Pack Chain,Gold Bracelet,Beanie,Silly,,
1844,Hungry Wolves 1844,Graffiti,Cyborg,Arctic,None,Bear Trap,Trash Can,Ripped White T-Shirt,Glowing Nails,None,Angry,,
1845,Hungry Wolves 1845,24K,No Pupils,Zombie,None,None,Trash Can,Hawaiian,Diamond Nails,Halo,Excited,,
1846,Hungry Wolves 1846,Underwater,Gold,Rainbow,None,None,New Whip,None,Onyx Nails,Devil Horns,Evil,,
1847,Hungry Wolves 1847,Blood Spattered,Bloodshot,Blue,None,Hay,Boulder,Bowtie,Handcuffs,None,Calm,,
1848,Hungry Wolves 1848,Blue Concrete,Cyborg,Bronze,None,None,Trash Can,None,Gold Bracelet,None,Calm,,
1849,Hungry Wolves 1849,Hellfire,Blue,Glowing,None,Paper Crown,Trash Can,Biker Vest,Onyx Nails,Devil Horns,Excited,,
1850,Hungry Wolves 1850,Grey Concrete,Gold,Arctic,None,Muddy,Trash Can,Robot Armor,Glowing Nails,Gold Earring,Angry,,
1851,Hungry Wolves 1851,Ice,Blue,Camo,None,None,Pile of Bananas,Bowtie,Biker Gloves,Halo,Evil,,
1852,Hungry Wolves 1852,Green Concrete,Cyborg,Clay,None,None,Old Stereos,Headphones,Party Nail,Wizard Hat,Calm,,
1853,Hungry Wolves 1853,Forest,No Pupils,Glowing,None,Paper Crown,Trash Can,Banana T-Shirt,Ruby Nails,Red Bandana,Evil,,
1854,Hungry Wolves 1854,Blue Concrete,Gold,Rainbow,None,None,Barbed Wire Fence,Red Soccer Jersey,Brass Knuckles,Pirate Hat,Evil,,
1855,Hungry Wolves 1855,Ice,Cyborg,Hay,None,Gold Piercing,Bricks,Pack Chain,Gold Nails,Crown,Calm,,
1856,Hungry Wolves 1856,Magma,Yellow,Night,None,None,Old Stereos,None,Glowing Nails,None,Angry,,
1857,Hungry Wolves 1857,Blue Concrete,Bloodshot,Zombie,None,Muddy,Trash Can,Tie-Dye Shirt,Gold Bracelet,Gold Earring,Angry,,
1858,Hungry Wolves 1858,Underwater,Blue,Bronze,None,Wood,Hay,None,Handcuffs,Straw Hat,Angry,,
1859,Hungry Wolves 1859,Pink Concrete,Blue,Brown,None,None,Trash Can,Ripped White T-Shirt,Ruby Nails,Cowboy,Excited,,
1860,Hungry Wolves 1860,Ice,No Pupils,Zombie,None,Bear Trap,Bricks,Ripped White T-Shirt,Muddy Paws,Black Bandana,Calm,,
1861,Hungry Wolves 1861,Green Concrete,No Pupils,Night,None,None,Trash Can,Bowtie,Muddy Paws,Black Bandana,Sad,,
1862,Hungry Wolves 1862,24K,No Pupils,Night,None,Gold Piercing,Barbed Wire Fence,Headphones,Party Nail,Halo,Silly,,
1863,Hungry Wolves 1863,Grey Concrete,Bloodshot,Brown,None,Frozen,Pile of Bananas,Green Basketball Jersey,Diamond Nails,Pirate Hat,Sad,,
1864,Hungry Wolves 1864,Ice,Bloodshot,Clay,None,None,Hay,Hoodie,Party Nail,Beanie,Angry,,
1865,Hungry Wolves 1865,Blood Spattered,Cyborg,Golden,None,Gold Piercing,Trash Can,Ripped White T-Shirt,Gold Nails,Devil Horns,Calm,,
1866,Hungry Wolves 1866,Blue Concrete,Blue,Arctic,None,Snow Covered,Trash Can,Biker Vest,Gold Nails,Gold Earring,Excited,,
1867,Hungry Wolves 1867,Wolf Den,Yellow,Glowing,None,None,Trash Can,Bowtie,Handcuffs,Beanie,Angry,,
1868,Hungry Wolves 1868,Hellfire,Yellow,Bronze,None,None,Trash Can,Banana T-Shirt,Mechanical Hand,Gold Earring,Calm,,
1869,Hungry Wolves 1869,Green Concrete,Bloodshot,Night,None,None,Ice,Black T-Shirt,Gold Bracelet,Pirate Hat,Calm,,
1870,Hungry Wolves 1870,Green Concrete,Cyborg,Night,None,None,Bricks,Bowtie,None,Red Bandana,Calm,,
1871,Hungry Wolves 1871,Graffiti,Blue,Rainbow,None,Snow Covered,Guitar Amp,Bowtie,Onyx Nails,Gold Earring,Calm,,
1872,Hungry Wolves 1872,Hellfire,Cat Eyes,Clay,None,None,Trash Can,Bowtie,Bloody Nails,Beanie,Calm,,
1873,Hungry Wolves 1873,Underwater,Blue,Golden,None,Gold Piercing,Hay,Yellow Basketball Jersey,Bloody Nails,Paper Crown,Angry,,
1874,Hungry Wolves 1874,Pink Concrete,Blue,Bronze,None,Gold Piercing,Guitar Amp,Robot Armor,Bloody Nails,Santa Hat,Calm,,
1875,Hungry Wolves 1875,Hellfire,Bloodshot,Grey,None,None,Pile of Gems,Bowtie,Ruby Nails,Beanie,Angry,,
1876,Hungry Wolves 1876,Blue Concrete,Yellow,Glowing,None,Paper Crown,Bricks,Ripped White T-Shirt,Biker Gloves,Party Hat,Calm,,
1877,Hungry Wolves 1877,Grey Concrete,Blue,Camo,None,None,Barbed Wire Fence,Ripped White T-Shirt,Biker Gloves,Gold Earring,Silly,,
1878,Hungry Wolves 1878,Blood Spattered,Blue,Grey,Lasers,None,Trash Can,Yellow Basketball Jersey,Muddy Paws,Cowboy,Excited,,
1879,Hungry Wolves 1879,Forest,Cyborg,Night,None,Muddy,Boulder,Biker Vest,Muddy Paws,Mohawk,Excited,,
1880,Hungry Wolves 1880,Pink Concrete,Blue,Arctic,None,Gold Piercing,Trash Can,None,Gold Bracelet,None,Sad,,
1881,Hungry Wolves 1881,Wolf Den,Blue,Rainbow,None,None,Hay,Bowtie,None,Wizard Hat,Silly,,
1882,Hungry Wolves 1882,Grey Concrete,Bloodshot,Clay,None,Muddy,Guitar Amp,None,Onyx Nails,Halo,Excited,,
1883,Hungry Wolves 1883,Blue Concrete,Cyborg,Camo,None,Frozen,Pile of Bananas,Bowtie,Gold Bracelet,Gold Earring,Sad,,
1884,Hungry Wolves 1884,Pink Concrete,Cyborg,Rainbow,None,Muddy,Old Stereos,Green Basketball Jersey,Bloody Nails,Captain's Hat,Calm,,
1885,Hungry Wolves 1885,Rainbow Shine,Blue,Blue,None,None,Bricks,Black T-Shirt,Mechanical Hand,Santa Hat,Calm,,
1886,Hungry Wolves 1886,Graffiti,Blue,Arctic,None,Hay,Hay,Overalls,Bloody Nails,Devil Horns,Silly,,
1887,Hungry Wolves 1887,Rainbow Shine,Yellow,Brown,None,Muddy,Guitar Amp,Ripped White T-Shirt,Party Nail,Mohawk,Hungry,,
1888,Hungry Wolves 1888,Pink Concrete,Cat Eyes,Golden,None,Glowing,Old Stereos,Green Basketball Jersey,Mechanical Hand,Beanie,Evil,,
1889,Hungry Wolves 1889,Pink Concrete,Blue,Rainbow,None,Snow Covered,Trash Can,Banana T-Shirt,Gold Bracelet,Flipped Brim,Silly,,
1890,Hungry Wolves 1890,Blue Concrete,Yellow,Brown,None,None,Bricks,Overalls,Glowing Nails,Cowboy,Silly,,
1891,Hungry Wolves 1891,Green Concrete,Yellow,Brown,None,Hay,Boulder,Biker Vest,Bloody Nails,Crown,Sad,,
1892,Hungry Wolves 1892,Rainbow Shine,Blue,Glowing,None,Gold Piercing,Trash Can,Robot Armor,Gold Nails,None,Silly,,
1893,Hungry Wolves 1893,Green Concrete,Bloodshot,Bronze,None,None,New Whip,Green Basketball Jersey,Glowing Nails,Captain's Hat,Calm,,
1894,Hungry Wolves 1894,Grey Concrete,Yellow,Bronze,None,Muddy,Trash Can,Blue Soccer Jersey,Gold Nails,Beanie,Excited,,
1895,Hungry Wolves 1895,Green Concrete,Cat Eyes,Glowing,None,None,Trash Can,Red Soccer Jersey,Handcuffs,Party Hat,Calm,,
1896,Hungry Wolves 1896,Blue Concrete,No Pupils,Grey,None,Hay,Hay,Ripped White T-Shirt,Mechanical Hand,Top Hat,Calm,,
1897,Hungry Wolves 1897,Green Concrete,Yellow,Clay,None,None,Barbed Wire Fence,Hoodie,Onyx Nails,Gold Earring,Calm,,
1898,Hungry Wolves 1898,Rainbow Shine,Cyborg,Bronze,None,Muddy,Barbed Wire Fence,Bowtie,Bloody Nails,Gold Earring,Hungry,,
1899,Hungry Wolves 1899,Pink Concrete,Yellow,Bronze,None,Gold Piercing,Boulder,Banana T-Shirt,Gold Nails,None,Excited,,
1900,Hungry Wolves 1900,Rainbow Shine,Blue,Arctic,None,None,New Whip,None,None,None,Sad,,
1901,Hungry Wolves 1901,Green Concrete,Cyborg,Brown,None,Muddy,Trash Can,Blue Soccer Jersey,Gold Bracelet,Captain's Hat,Sad,,
1902,Hungry Wolves 1902,Blue Concrete,Yellow,Golden,None,Snow Covered,Boulder,Bowtie,Bloody Nails,Pirate Hat,Sad,,
1903,Hungry Wolves 1903,Green Concrete,Gold,Red,None,Muddy,New Whip,Wool Sweater,Onyx Nails,Beanie,Sad,,
1904,Hungry Wolves 1904,Graffiti,Blue,Arctic,None,Muddy,Barbed Wire Fence,Black T-Shirt,Biker Gloves,Flipped Brim,Calm,,
1905,Hungry Wolves 1905,Grey Concrete,Blue,Bronze,None,Hay,Trash Can,Pack Chain,Rainbow Nails,Devil Horns,Angry,,
1906,Hungry Wolves 1906,Grey Concrete,Blue,Glowing,None,Muddy,Trash Can,Biker Vest,Gold Bracelet,Red Bandana,Sad,,
1907,Hungry Wolves 1907,Pink Concrete,No Pupils,Grey,None,None,Throne,Robot Armor,Ruby Nails,Black Bandana,Calm,,
1908,Hungry Wolves 1908,Green Concrete,Cat Eyes,Blue,None,Gold Piercing,Trash Can,Black T-Shirt,Party Nail,Top Hat,Evil,,
1909,Hungry Wolves 1909,Blood Spattered,Yellow,Camo,None,None,Barbed Wire Fence,Pack Chain,Gold Bracelet,Pirate Hat,Calm,,
1910,Hungry Wolves 1910,Magma,Blue,Camo,None,Muddy,Ice,Robot Armor,Bloody Nails,None,Hungry,,
1911,Hungry Wolves 1911,Blue Concrete,Yellow,Arctic,None,None,Pile of Bananas,Wool Sweater,Rainbow Nails,Halo,Calm,,
1912,Hungry Wolves 1912,Rainbow Shine,Cyborg,Red,None,None,Pile of Bananas,Pack Chain,Diamond Nails,Black Bandana,Calm,,
1913,Hungry Wolves 1913,Pink Concrete,Cat Eyes,Glowing,None,Gold Piercing,Trash Can,None,Muddy Paws,Santa Hat,Calm,,
1914,Hungry Wolves 1914,Ice,Gold,Grey,None,None,Barbed Wire Fence,Black T-Shirt,Glowing Nails,Black Bandana,Excited,,
1915,Hungry Wolves 1915,Pink Concrete,Blue,Hay,None,Snow Covered,Boulder,Hawaiian,Glowing Nails,Gold Earring,Hungry,,
1916,Hungry Wolves 1916,Green Concrete,Cyborg,Arctic,None,None,Hay,Robot Armor,Mechanical Hand,None,Silly,,
1917,Hungry Wolves 1917,Pink Concrete,Cyborg,Bronze,None,Muddy,Pile of Bananas,Black T-Shirt,Mechanical Hand,Top Hat,Evil,,
1918,Hungry Wolves 1918,24K,Yellow,Camo,None,None,New Whip,None,Gold Nails,Beanie,Sad,,
1919,Hungry Wolves 1919,Forest,Blue,Arctic,None,Snow Covered,Guitar Amp,Bowtie,Glowing Nails,Beanie,Calm,,
1920,Hungry Wolves 1920,Pink Concrete,Gold,Red,None,Muddy,Guitar Amp,Headphones,Muddy Paws,Straw Hat,Calm,,
1921,Hungry Wolves 1921,Blood Spattered,Gold,Bronze,None,None,Trash Can,None,Champ Ring,Cowboy,Sad,,
1922,Hungry Wolves 1922,Graffiti,No Pupils,Bronze,Monocle,Gold Piercing,Throne,Hoodie,None,Beanie,Calm,,
1923,Hungry Wolves 1923,24K,Gold,Brown,None,Snow Covered,Trash Can,Tie-Dye Shirt,Muddy Paws,None,Silly,,
1924,Hungry Wolves 1924,Rainbow Shine,Yellow,Hay,None,Muddy,Pile of Gems,Pack Chain,Gold Bracelet,None,Silly,,
1925,Hungry Wolves 1925,Grey Concrete,No Pupils,Blue,None,Muddy,Pile of Gems,Overalls,Gold Nails,Captain's Hat,Calm,,
1926,Hungry Wolves 1926,24K,Blue,Rainbow,None,None,Trash Can,Ripped White T-Shirt,Gold Nails,None,Excited,,
1927,Hungry Wolves 1927,Green Concrete,Blue,Golden,None,Snow Covered,Throne,Black T-Shirt,Gold Nails,Party Hat,Silly,,
1928,Hungry Wolves 1928,Blood Spattered,Blue,Clay,None,Muddy,Hay,Ripped White T-Shirt,Ruby Nails,Wizard Hat,Hungry,,
1929,Hungry Wolves 1929,Graffiti,No Pupils,Camo,None,None,Barbed Wire Fence,Red Soccer Jersey,Gold Bracelet,Black Bandana,Excited,,
1930,Hungry Wolves 1930,Green Concrete,Gold,Grey,None,None,Pile of Money,Black T-Shirt,Gold Nails,Flipped Brim,Calm,,
1931,Hungry Wolves 1931,Forest,Blue,Bronze,None,Hay,Barbed Wire Fence,Ripped White T-Shirt,Diamond Nails,Straw Hat,Calm,,
1932,Hungry Wolves 1932,Grey Concrete,Blue,Glowing,None,Muddy,Barbed Wire Fence,Banana T-Shirt,Gold Nails,Halo,Calm,,
1933,Hungry Wolves 1933,Green Concrete,Yellow,Rainbow,None,None,Boulder,Hawaiian,Gold Bracelet,Devil Horns,Silly,,
1934,Hungry Wolves 1934,Blue Concrete,Cat Eyes,Brown,None,None,Guitar Amp,Black T-Shirt,Gold Bracelet,Devil Horns,Calm,,
1935,Hungry Wolves 1935,Blue Concrete,Blue,Rainbow,None,Paper Crown,New Whip,Bowtie,Brass Knuckles,Wizard Hat,Calm,,
1936,Hungry Wolves 1936,Underwater,Bloodshot,Night,None,Gold Piercing,Trash Can,None,Brass Knuckles,Wizard Hat,Excited,,
1937,Hungry Wolves 1937,Green Concrete,Gold,Clay,None,Paper Crown,Throne,Yellow Basketball Jersey,Bloody Nails,Wizard Hat,Evil,,
1938,Hungry Wolves 1938,Wolf Den,Cat Eyes,Hay,None,None,Ice,Yellow Basketball Jersey,Gold Bracelet,Party Hat,Angry,,
1939,Hungry Wolves 1939,Wolf Den,Blue,Zombie,None,Muddy,Ice,Bowtie,Biker Gloves,Pirate Hat,Angry,,
1940,Hungry Wolves 1940,Blue Concrete,Cyborg,Rainbow,None,Muddy,Bricks,Banana T-Shirt,Party Nail,Halo,Angry,,
1941,Hungry Wolves 1941,Magma,Blue,Grey,None,Snow Covered,Pile of Bananas,Bowtie,Gold Nails,Cowboy,Hungry,,
1942,Hungry Wolves 1942,Pink Concrete,Yellow,Night,None,Snow Covered,New Whip,None,Gold Nails,Captain's Hat,Sad,,
1943,Hungry Wolves 1943,Blood Spattered,Bloodshot,Red,None,None,New Whip,Ripped White T-Shirt,Ruby Nails,Captain's Hat,Angry,,
1944,Hungry Wolves 1944,Grey Concrete,Blue,Golden,None,Muddy,Trash Can,Headphones,Gold Nails,Straw Hat,Angry,,
1945,Hungry Wolves 1945,Forest,Blue,Night,None,Muddy,Bricks,Hoodie,Gold Bracelet,Santa Hat,Sad,,
1946,Hungry Wolves 1946,Grey Concrete,Gold,Camo,None,Muddy,Trash Can,Tie-Dye Shirt,Onyx Nails,None,Excited,,
1947,Hungry Wolves 1947,Graffiti,Yellow,Red,None,None,Old Stereos,Yellow Basketball Jersey,Gold Nails,Cowboy,Evil,,
1948,Hungry Wolves 1948,Graffiti,Blue,Brown,None,Paper Crown,Ice,Hoodie,Muddy Paws,Wizard Hat,Silly,,
1949,Hungry Wolves 1949,Underwater,No Pupils,Red,Lasers,Hay,New Whip,Banana T-Shirt,Biker Gloves,Halo,Hungry,,
1950,Hungry Wolves 1950,Rainbow Shine,Cat Eyes,Arctic,None,Muddy,Pile of Bananas,None,Biker Gloves,Top Hat,Evil,,
1951,Hungry Wolves 1951,Grey Concrete,Bloodshot,Glowing,None,Bear Trap,Pile of Money,Overalls,Mechanical Hand,Flipped Brim,Evil,,
1952,Hungry Wolves 1952,Blue Concrete,Blue,Rainbow,None,None,Boulder,Black T-Shirt,Party Nail,Beanie,Angry,,
1953,Hungry Wolves 1953,Grey Concrete,Cat Eyes,Grey,None,None,Ice,Yellow Basketball Jersey,Glowing Nails,Top Hat,Silly,,
1954,Hungry Wolves 1954,Pink Concrete,Blue,Glowing,None,Muddy,Trash Can,Ripped White T-Shirt,Gold Nails,None,Excited,,
1955,Hungry Wolves 1955,Underwater,Blue,Camo,None,Snow Covered,Barbed Wire Fence,Robot Armor,Biker Gloves,None,Silly,,
1956,Hungry Wolves 1956,Blue Concrete,Gold,Blue,None,Snow Covered,Pile of Bananas,Biker Vest,Gold Nails,Halo,Calm,,
1957,Hungry Wolves 1957,Graffiti,Cat Eyes,Clay,None,None,Ice,None,Gold Bracelet,Gold Earring,Calm,,
1958,Hungry Wolves 1958,Grey Concrete,Blue,Red,None,Muddy,Old Stereos,Banana T-Shirt,Biker Gloves,Pirate Hat,Calm,,
1959,Hungry Wolves 1959,Underwater,Bloodshot,Blue,None,Snow Covered,Ice,Red Soccer Jersey,Ruby Nails,None,Angry,,
1960,Hungry Wolves 1960,Underwater,Blue,Camo,None,Snow Covered,Guitar Amp,Blue Soccer Jersey,Party Nail,Captain's Hat,Calm,,
1961,Hungry Wolves 1961,Grey Concrete,Cat Eyes,Red,None,Paper Crown,Hay,Green Basketball Jersey,Brass Knuckles,Captain's Hat,Sad,,
1962,Hungry Wolves 1962,Grey Concrete,Bloodshot,Camo,None,Muddy,Bricks,Banana T-Shirt,Gold Bracelet,Red Bandana,Sad,,
