TOKEN_ID,TOKEN_NAME,Special Edition,Trait Count,Color,Power Unit,Quantum Core,Right Sensor,Face,Apex,Sense Emulator,AUX,Torso,BG,Left Sensor,Hands,Matching Sets
1462,vogu #1462,,9,Nebula Red,Patrician,Core,,VRT,Centurion,Extended Release,,Leather Jacket,Orange Gradient,Kouwei,,67.34006734006735
1464,vogu #1464,,10,Navy,Core,Patrician,Centurion,Vandalized,Range Finder,Inhaler,,Wind Breaker,Blue Gradient,APS,,67.34006734006735
1471,vogu #1471,,10,Echelon Grey,Centurion,Patrician,Ongo,Graffiti,,Offender,,Wind Breaker,Purple Gradient,APS,Beverage,67.34006734006735
1472,vogu #1472,,8,Titan,Kouwei,Core,,Field Agent,Strobe,Inhaler,,Tracksuit,Grey Day,,,67.34006734006735
1475,vogu #1475,,10,Navy,Centurion,Core,Acoustic Array,ISO,Emoji,Inhaler,,BDVXP,Grey Gradient,Kouwei,,67.34006734006735
148,vogu #148,,9,Pulsar White,Kouwei,Core,,Ongo,Emoji,Extended Release,,Tactical,Black Graphic,Centurion,,67.34006734006735
1482,vogu #1482,,9,Snake,Core,Ongo,Acoustic Array,Vandalized,Emoji,Kouwei,,PBJ,Orange Gradient,,,67.34006734006735
1484,vogu #1484,,10,Cotton Candy,Core,Centurion,Acoustic Array,Recon,Industrial Sensor,Inhaler,,Graphic Tee,Grey Gradient,Ongo,,67.34006734006735
1486,vogu #1486,,8,Nebula Red,Core,Runtime Meter,,VRT,,Inhaler,,Kimono,Orange Gradient,Infrared,,67.34006734006735
1488,vogu #1488,,9,Nova Blue,Centurion,Runtime Meter,,Field Agent,Emoji,Kouwei,,Tracksuit,Purple Gradient,Core,,67.34006734006735
1489,vogu #1489,,8,Snake,Centurion,Core,,Kouwei,,,Faction,Patrician,Black Graphic,,Ponies,67.34006734006735
1496,vogu #1496,,9,34 Tauri,Extended Range,Patrician,Core,Courier,Industrial Sensor,Kouwei,,Centurion,Green Gradient,,,67.34006734006735
1497,vogu #1497,,9,Neptune,Patrician,Kouwei,Acoustic Array,Ongo,Centurion,Sticker,,BDVXP,Green Gradient,,,67.34006734006735
15,vogu #15,,9,Neptune,EMP Shields,Core,Centurion,EMO-LED,,Sticker,,Wind Breaker,Orange Gradient,Kouwei,,67.34006734006735
150,vogu #150,,11,Cotton Candy,Small Cell,Core,Acoustic Array,Recon,Industrial Sensor,Extended Release,Formula-V,Tracksuit,Tropical Virtual,Rabbit,,67.34006734006735
1501,vogu #1501,,10,Grape,Extended Range,Kouwei,Core,VRT,Industrial Sensor,Inhaler,,Tactical,Orange Gradient,Centurion,,67.34006734006735
1502,vogu #1502,,11,Pulsar White,EMP Shields,Ongo,Centurion,Vandalized,Industrial Sensor,Inhaler,Kouwei,Tactical,Purple Gradient,Core,,67.34006734006735
1505,vogu #1505,,10,Nebula Red,Patrician,Runtime Meter,,Kouwei,Industrial Sensor,Inhaler,Centurion,Leather Jacket,Green Gradient,Cat,,67.34006734006735
1525,vogu #1525,,10,Titan,Small Cell,Patrician,Kouwei,Echelon-3,Centurion,Inhaler,Bypass,Puff Jacket,Green Gradient,,,67.34006734006735
1527,vogu #1527,,9,Snake,Kouwei,Core,,VRT,Industrial Sensor,Inhaler,,Puff Jacket,Grey Gradient,APS,,67.34006734006735
1530,vogu #1530,,9,Navy,Core,Centurion,,VRT,Ongo,Inhaler,Ally,Graphic Tee,Purple Gradient,,,67.34006734006735
1538,vogu #1538,,8,34 Tauri,Kouwei,Patrician,,EMO-LED,,Inhaler,,Graphic Tee,Blue Gradient,Core,,67.34006734006735
155,vogu #155,,10,Navy,Centurion,Kouwei,APS,EMO-LED,,Inhaler,,Leather Jacket,Grey Gradient,Core,Double Fisting,67.34006734006735
1553,vogu #1553,,9,Pulsar White,Centurion,Runtime Meter,Kouwei,VRT,Emoji,,,Puff Jacket,Grey Gradient,Cat,,67.34006734006735
1560,vogu #1560,,10,34 Tauri,Patrician,Core,Acoustic Array,VRT,Centurion,Offender,,Leather Jacket,Pink Gradient,Cat,,67.34006734006735
1564,vogu #1564,,10,Echelon Grey,Core,Centurion,Cat,Field Agent,Industrial Sensor,Kouwei,,Tracksuit,Black Graphic,APS,,67.34006734006735
1567,vogu #1567,,10,Navy,Patrician,Kouwei,Core,Tri-Focal ACS,Emoji,Extended Release,,Graphic Tee,Purple Gradient,Infrared,,67.34006734006735
1569,vogu #1569,,8,Snake,Centurion,Runtime Meter,Core,EMO-LED,,Sticker,,Captain,Orange Gradient,,,67.34006734006735
1571,vogu #1571,,8,34 Tauri,Patrician,Centurion,,Graffiti,,Inhaler,,Core,Green Gradient,Infrared,,67.34006734006735
1582,vogu #1582,,11,Echelon Grey,Kouwei,Core,Acoustic Array,Centurion,Echelon-3,Offender,,Puff Jacket,Blue Gradient,Infrared,Red Cup,67.34006734006735
1594,vogu #1594,,10,Grape,Extended Range,Core,,Kouwei,Industrial Sensor,Inhaler,Bypass,BDVXP,Grey Gradient,APS,,67.34006734006735
1595,vogu #1595,,10,Neptune,EMP Shields,Runtime Meter,Ongo,Courier,Garsi,V-THC,,Leather Jacket,Green Gradient,Infrared,,67.34006734006735
1603,vogu #1603,,9,Cotton Candy,Extended Range,Centurion,,Tri-Focal ACS,Emoji,Inhaler,,Tactical,Pink Gradient,Ongo,,67.34006734006735
1605,vogu #1605,,9,Grape,Ongo,Runtime Meter,Acoustic Array,Robo Face,Garsi,,,Graphic Tee,Pink Gradient,Kouwei,,67.34006734006735
1607,vogu #1607,,10,Nova Blue,Patrician,Ongo,,Echelon-3,Centurion,Inhaler,Faction,Tactical,Purple Gradient,Infrared,,67.34006734006735
1608,vogu #1608,,8,Grape,Extended Range,Core,,EMO-LED,,Kouwei,,Kimono,Grey Day,Rabbit,,67.34006734006735
1618,vogu #1618,,8,Nova Blue,Centurion,Ongo,,Field Agent,Echelon-3,,,Wind Breaker,Grey Gradient,Core,,67.34006734006735
1619,vogu #1619,,9,Nebula Red,Kouwei,Patrician,,Core,Range Finder,Inhaler,,Tactical,Pink Gradient,Rabbit,,67.34006734006735
1620,vogu #1620,,9,34 Tauri,Core,Centurion,Rabbit,VRT,Emoji,Extended Release,,PBJ,Grey Day,,,67.34006734006735
1621,vogu #1621,,10,Nebula Red,Patrician,Runtime Meter,Kouwei,VRT,Strobe,Inhaler,,Leather Jacket,Orange Gradient,APS,,67.34006734006735
1623,vogu #1623,,10,34 Tauri,Extended Range,Kouwei,Rabbit,Echelon-3,Industrial Sensor,Ongo,,Graphic Tee,Glypsie,Centurion,,67.34006734006735
1626,vogu #1626,,10,Cotton Candy,Kouwei,Patrician,Core,Echelon-3,Garsi,Ongo,,Wind Breaker,Orange Gradient,Rabbit,,67.34006734006735
1631,vogu #1631,,7,Nebula Red,Kouwei,Core,,Centurion,Emoji,,,Wind Breaker,Grey Gradient,,,67.34006734006735
1637,vogu #1637,,9,Grape,Centurion,Runtime Meter,Core,EMO-LED,,Inhaler,,Captain,Orange Gradient,Kouwei,,67.34006734006735
1639,vogu #1639,,9,Navy,Patrician,Runtime Meter,,Centurion,,Offender,Bypass,Tourist,Black Graphic,Core,,67.34006734006735
1640,vogu #1640,,10,Cotton Candy,Patrician,Core,Centurion,ISO,Strobe,Inhaler,,Leather Jacket,Black Graphic,Cat,,67.34006734006735
1641,vogu #1641,,8,Pulsar White,Kouwei,Core,,VRT,Industrial Sensor,Inhaler,,Graphic Tee,Blue Gradient,,,67.34006734006735
1642,vogu #1642,,8,Echelon Grey,Kouwei,Patrician,,Vandalized,Core,Sticker,,Puff Jacket,Purple Gradient,,,67.34006734006735
1643,vogu #1643,,8,Nebula Red,Kouwei,Centurion,,VRT,Garsi,Inhaler,,Graphic Tee,Grey Gradient,,,67.34006734006735
1645,vogu #1645,,10,Snake,Kouwei,Runtime Meter,APS,Centurion,Industrial Sensor,Offender,,Graphic Tee,Purple Gradient,Infrared,,67.34006734006735
1647,vogu #1647,,10,Wrath,Ongo,Core,Centurion,Jack,Emoji,,Faction,Leather Jacket,Black Graphic,APS,,67.34006734006735
165,vogu #165,,8,Grape,Extended Range,Kouwei,,Centurion,Ongo,Inhaler,,Leather Jacket,Black Graphic,,,67.34006734006735
1652,vogu #1652,,8,34 Tauri,Patrician,Core,,VRT,Centurion,Inhaler,,Leather Jacket,Grey Day,,,67.34006734006735
1653,vogu #1653,,9,Nebula Red,Patrician,Runtime Meter,,Vandalized,Emoji,Ongo,,TUX,Pink Gradient,Core,,67.34006734006735
1656,vogu #1656,,7,Wrath,Kouwei,Core,,EMO-LED,,Inhaler,,Graphic Tee,Pink Gradient,,,67.34006734006735
1658,vogu #1658,,8,Wrath,Core,Runtime Meter,,Centurion,Kouwei,Inhaler,,Soldier,Pink Gradient,,,67.34006734006735
1661,vogu #1661,,10,Nebula Red,Extended Range,Patrician,Kouwei,Recon,Emoji,Core,,Graphic Tee,Purple Gradient,Centurion,,67.34006734006735
1665,vogu #1665,,8,Nebula Red,Centurion,Kouwei,,Vandalized,Emoji,Extended Release,,Core,Purple Gradient,,,67.34006734006735
1668,vogu #1668,,9,Neptune,Kouwei,Runtime Meter,,Tri-Focal ACS,Industrial Sensor,Inhaler,,BDVXP,Purple Gradient,APS,,67.34006734006735
1669,vogu #1669,,9,Wrath,Small Cell,Core,Ongo,EMO-LED,,Inhaler,,Leather Jacket,Grey Gradient,Cat,,67.34006734006735
1670,vogu #1670,,10,Grape,Extended Range,Patrician,,Core,Ongo,Inhaler,Bypass,Wind Breaker,Green Gradient,Cat,,67.34006734006735
1671,vogu #1671,,10,Nebula Red,Patrician,Kouwei,,Tri-Focal ACS,Echelon-3,Inhaler,,Wind Breaker,Blue Gradient,APS,Red Cup,67.34006734006735
1672,vogu #1672,,10,Nebula Red,Kouwei,Core,,Recon,Strobe,Extended Release,Bypass,Wind Breaker,Grey Gradient,Infrared,,67.34006734006735
1673,vogu #1673,,8,Snake,EMP Shields,Core,Kouwei,Graffiti,,Offender,,Centurion,Orange Gradient,,,67.34006734006735
1680,vogu #1680,,10,Snake,Centurion,Core,Ongo,Governor,Industrial Sensor,Inhaler,,Leather Jacket,Pink Gradient,APS,,67.34006734006735
1682,vogu #1682,,9,Cotton Candy,Core,Kouwei,APS,VRT,Emoji,Sticker,,Leather Jacket,Blue Gradient,,,67.34006734006735
1683,vogu #1683,,8,Grape,Ongo,Core,,Grigori,Strobe,,,Graphic Tee,Orange Gradient,Kouwei,,67.34006734006735
1687,vogu #1687,,9,Titan,Kouwei,Core,Acoustic Array,Centurion,Ongo,Inhaler,,Puff Jacket,Pink Gradient,,,67.34006734006735
169,vogu #169,,7,Pulsar White,Kouwei,Centurion,,EMO-LED,,,,Graphic Tee,Orange Gradient,APS,,67.34006734006735
1694,vogu #1694,,10,Cotton Candy,Small Cell,Centurion,Cat,Graffiti,,Inhaler,,Kimono,Blue Gradient,Kouwei,Beverage,67.34006734006735
1698,vogu #1698,,9,Cotton Candy,Kouwei,Core,Centurion,EMO-LED,,Offender,,Kimono,Pink Gradient,,Betting Slips,67.34006734006735
1700,vogu #1700,,9,Nova Blue,Extended Range,Patrician,,VRT,Centurion,Inhaler,,Puff Jacket,Black Graphic,Ongo,,67.34006734006735
1705,vogu #1705,,8,Neptune,Kouwei,Core,,Centurion,Industrial Sensor,Inhaler,,Leather Jacket,Orange Gradient,,,67.34006734006735
1717,vogu #1717,,9,Snake,Patrician,Centurion,Rabbit,VRT,Trinity,,,Monk,Orange Gradient,APS,,67.34006734006735
1727,vogu #1727,,11,Grape,Core,Kouwei,Ongo,Recon,Garsi,Inhaler,,Puff Jacket,Grey Gradient,APS,Boba,67.34006734006735
173,vogu #173,,9,Nova Blue,Core,Patrician,Cat,Field Agent,Centurion,Inhaler,,Graphic Tee,Orange Gradient,,,67.34006734006735
1732,vogu #1732,,9,Echelon Grey,Patrician,Core,Kouwei,Echelon-3,Emoji,Offender,,Tourist,Pink Gradient,,,67.34006734006735
1740,vogu #1740,,8,Navy,Core,Ongo,,Centurion,Trinity,Offender,,Tracksuit,Black Graphic,,,67.34006734006735
1746,vogu #1746,,10,Nebula Red,Kouwei,Ongo,Cat,Centurion,Emoji,Inhaler,,BDVXP,Black Graphic,Infrared,,67.34006734006735
1748,vogu #1748,,10,Titan,Kouwei,Runtime Meter,Cat,Core,Centurion,Extended Release,,Kimono,Orange Gradient,Rabbit,,67.34006734006735
1749,vogu #1749,,8,Snake,Extended Range,Patrician,,Ongo,Strobe,Offender,,Sergeant,Orange Gradient,,,67.34006734006735
1750,vogu #1750,,8,Nova Blue,Kouwei,Core,,Patrician,,Extended Release,,Tourist,Blue Gradient,,Betting Slips,67.34006734006735
1753,vogu #1753,,11,Cotton Candy,EMP Shields,Centurion,Cat,Ongo,Emoji,Inhaler,,Core,Pink Gradient,Infrared,Cards,67.34006734006735
1757,vogu #1757,,9,Wrath,Core,Patrician,,Centurion,Industrial Sensor,Inhaler,,Graphic Tee,Green Gradient,Rabbit,,67.34006734006735
1764,vogu #1764,,9,Navy,Kouwei,Core,,VRT,Emoji,Extended Release,Patrician,Tactical,Black Graphic,,,67.34006734006735
1769,vogu #1769,,11,Titan,Small Cell,Patrician,,Centurion,Industrial Sensor,Inhaler,Bypass,Graphic Tee,Blue Gradient,Core,Beverage,67.34006734006735
1770,vogu #1770,,10,Nova Blue,Centurion,Core,APS,Recon,Industrial Sensor,Extended Release,,Puff Jacket,Orange Gradient,Cat,,67.34006734006735
1772,vogu #1772,,8,Nebula Red,EMP Shields,Kouwei,,Echelon-3,Industrial Sensor,,,Tracksuit,Grey Day,Infrared,,67.34006734006735
1778,vogu #1778,,8,Neptune,Patrician,Centurion,Core,Graffiti,,,,Graphic Tee,Green Gradient,Kouwei,,67.34006734006735
1781,vogu #1781,,8,Wrath,Patrician,Core,,Centurion,Industrial Sensor,Offender,,Leather Jacket,Blue Gradient,,,67.34006734006735
1789,vogu #1789,,10,Titan,Core,Runtime Meter,,Centurion,Ongo,Offender,Patrician,Kouwei,Black Graphic,Cat,,67.34006734006735
1790,vogu #1790,,10,Snake,Kouwei,Centurion,Acoustic Array,Recon,Emoji,Core,,Ongo,Black Graphic,APS,,67.34006734006735
1798,vogu #1798,,9,Echelon Grey,Small Cell,Runtime Meter,,Recon,Garsi,Inhaler,,Ongo,Grey Gradient,Kouwei,,67.34006734006735
1801,vogu #1801,,10,Titan,Small Cell,Ongo,Acoustic Array,Field Agent,Industrial Sensor,Inhaler,,Kouwei,Blue Gradient,Core,,67.34006734006735
1805,vogu #1805,,10,Titan,Centurion,Patrician,Ongo,VRT,Core,Kouwei,Faction,Leather Jacket,Grey Day,,,67.34006734006735
1815,vogu #1815,,10,Nebula Red,Small Cell,Core,APS,Grigori,Garsi,Kouwei,,Tactical,Grey Day,Cat,,67.34006734006735
1821,vogu #1821,,8,Nebula Red,Extended Range,Core,,Graffiti,,Patrician,,Tactical,Grey Day,Cat,,67.34006734006735
1822,vogu #1822,,9,Pulsar White,Centurion,Core,,Echelon-3,Industrial Sensor,Sticker, USB V.0,Tactical,Pink Gradient,,,67.34006734006735
1831,vogu #1831,,10,Echelon Grey,Centurion,Core,Acoustic Array,Recon,Emoji,Inhaler,,Kouwei,Blue Gradient,Infrared,,67.34006734006735
1837,vogu #1837,,8,Pulsar White,Extended Range,Ongo,,Jack,Industrial Sensor,,,Centurion,Black Graphic,Kouwei,,67.34006734006735
1838,vogu #1838,,10,Neptune,Kouwei,Core,Rabbit,Echelon-3,Industrial Sensor,Inhaler,,Centurion,Grey Gradient,Cat,,67.34006734006735
184,vogu #184,,10,Grape,Core,Kouwei,Cat,VRT,Industrial Sensor,Inhaler,,Patrician,Green Gradient,Ongo,,67.34006734006735
1841,vogu #1841,,9,Nova Blue,Centurion,Core,Cat,Recon,Industrial Sensor,Kouwei,,Captain,Blue Gradient,,,67.34006734006735
1842,vogu #1842,,10,Neptune,Centurion,Core,,VRT,Industrial Sensor,Offender,Faction,BDVXP,Orange Gradient,APS,,67.34006734006735
1846,vogu #1846,,9,Navy,Extended Range,Centurion,,Field Agent,Core,Offender,,Tracksuit,Grey Day,Infrared,,67.34006734006735
1847,vogu #1847,,8,34 Tauri,Kouwei,Patrician,,Vandalized,Trinity,Core,,Monk,Blue Gradient,,,67.34006734006735
1849,vogu #1849,,8,Nova Blue,Centurion,Core,Kouwei,EMO-LED,,Inhaler,,BDVXP,Pink Gradient,,,67.34006734006735
1852,vogu #1852,,9,Nova Blue,Kouwei,Core,,Centurion,Industrial Sensor,Ongo,,Tactical,Grey Gradient,,Gadget,67.34006734006735
1856,vogu #1856,,8,Nova Blue,Patrician,Runtime Meter,,VRT,Garsi,Centurion,,Tactical,Grey Gradient,,,67.34006734006735
1858,vogu #1858,,7,Cotton Candy,Patrician,Ongo,,Echelon-3,,,,Tourist,Grey Gradient,Infrared,,67.34006734006735
186,vogu #186,,10,34 Tauri,Centurion,Patrician,Core,Courier,Ongo,Offender,Kouwei,Tracksuit,Orange Gradient,,,67.34006734006735
1861,vogu #1861,,10,Nebula Red,Extended Range,Patrician,Cat,Vandalized,Cutter,Centurion,Bypass,PBJ,Orange Gradient,,,67.34006734006735
1864,vogu #1864,,8,Neptune,Kouwei,Centurion,Core,Tri-Focal ACS,Industrial Sensor,,,Monk,Green Gradient,,,67.34006734006735
187,vogu #187,,9,34 Tauri,Kouwei,Core,Centurion,VRT,Industrial Sensor,Inhaler,,Graphic Tee,Green Gradient,,,67.34006734006735
1876,vogu #1876,,10,Navy,Small Cell,Kouwei,,Ongo,Centurion,Inhaler,Formula-V,Wind Breaker,Purple Gradient,Core,,67.34006734006735
1878,vogu #1878,,9,Neptune,Centurion,Ongo,,Echelon-3,Industrial Sensor,Inhaler,,Kouwei,Green Gradient,APS,,67.34006734006735
1889,vogu #1889,,10,34 Tauri,Small Cell,Core,,VRT,Industrial Sensor,Sticker,Bypass,Tracksuit,Grey Day,Ongo,,67.34006734006735
189,vogu #189,,9,Neptune,Core,Ongo,APS,Field Agent,Centurion,Offender,,Kimono,Orange Gradient,,,67.34006734006735
1894,vogu #1894,,9,Cotton Candy,Centurion,Core,Cat,Ongo,Industrial Sensor,,,Tracksuit,Orange Gradient,Rabbit,,67.34006734006735
1907,vogu #1907,,8,Nebula Red,Centurion,Core,,Ongo,Industrial Sensor,Sticker,,Leather Jacket,Grey Gradient,,,67.34006734006735
1910,vogu #1910,,9,34 Tauri,Core,Patrician,,Centurion,Emoji,Offender,,Tracksuit,Green Gradient,Infrared,,67.34006734006735
1911,vogu #1911,,9,Grape,Patrician,Centurion,,EMO-LED,,Sticker,Faction,Wind Breaker,Orange Gradient,Infrared,,67.34006734006735
1913,vogu #1913,,10,Pulsar White,Kouwei,Runtime Meter,Acoustic Array,Centurion,Industrial Sensor,Offender,,Ongo,Grey Gradient,Core,,67.34006734006735
1916,vogu #1916,,8,Nebula Red,Extended Range,Runtime Meter,,EMO-LED,,Inhaler,,Graphic Tee,Grey Day,Infrared,,67.34006734006735
1921,vogu #1921,,8,Neptune,Kouwei,Centurion,,VRT,Trinity,Inhaler,,Monk,Orange Gradient,,,67.34006734006735
193,vogu #193,,10,Navy,Extended Range,Runtime Meter,APS,Recon,Emoji,Patrician,,Graphic Tee,Grey Day,Kouwei,,67.34006734006735
1930,vogu #1930,,9,Echelon Grey,Extended Range,Centurion,Rabbit,Governor,Industrial Sensor,Sticker,,Tracksuit,Grey Gradient,,,67.34006734006735
1931,vogu #1931,,11,Cotton Candy,Patrician,Core,Acoustic Array,VRT,Emoji,Inhaler,,Leather Jacket,Pink Gradient,APS,Boba,67.34006734006735
1932,vogu #1932,,10,Neptune,Patrician,Ongo,,VRT,Centurion,Inhaler,Bypass,Wind Breaker,Pink Gradient,Kouwei,,67.34006734006735
1939,vogu #1939,,10,Echelon Grey,Core,Kouwei,Cat,Centurion,Strobe,Sticker,,Leather Jacket,Grey Day,Ongo,,67.34006734006735
194,vogu #194,,10,Titan,Extended Range,Kouwei,Acoustic Array,Patrician,Industrial Sensor,Ongo,,Puff Jacket,Grey Day,Rabbit,,67.34006734006735
1944,vogu #1944,,9,Echelon Grey,Kouwei,Runtime Meter,,EMO-LED,,Core,,Leather Jacket,Orange Gradient,Centurion,Zen,67.34006734006735
195,vogu #195,,10,Wrath,EMP Shields,Kouwei,,VRT,Ongo,Inhaler,Centurion,Graphic Tee,Pink Gradient,Infrared,,67.34006734006735
1952,vogu #1952,,11,Wrath,Patrician,Core,Kouwei Vibes,Centurion,Ongo,Extended Release,,TUX,Green Gradient,APS,Cards,67.34006734006735
1962,vogu #1962,,8,34 Tauri,Kouwei,Centurion,,VRT,Industrial Sensor,Inhaler,,Leather Jacket,Pink Gradient,,,67.34006734006735
1965,vogu #1965,,8,Wrath,Kouwei,Core,Ongo,EMO-LED,,Inhaler,,Wind Breaker,Black Graphic,,,67.34006734006735
1967,vogu #1967,,10,Nova Blue,Small Cell,Centurion,Acoustic Array,VRT,Garsi,Ongo,,Graphic Tee,Grey Gradient,Core,,67.34006734006735
1970,vogu #1970,,9,Echelon Grey,EMP Shields,Runtime Meter,,VRT,Transmission,Inhaler,,Graphic Tee,Pink Gradient,Kouwei,,67.34006734006735
1971,vogu #1971,,8,Nova Blue,Core,Patrician,,Centurion,Echelon-3,Inhaler,,Kimono,Purple Gradient,,,67.34006734006735
1972,vogu #1972,,8,Wrath,Centurion,Core,APS,EMO-LED,,Kouwei,,Leather Jacket,Orange Gradient,,,67.34006734006735
1976,vogu #1976,,10,Neptune,Centurion,Patrician,Rabbit,Ongo,Kouwei,Inhaler,,Graphic Tee,Green Gradient,Core,,67.34006734006735
1979,vogu #1979,,9,Titan,Centurion,Patrician,Ongo,EMO-LED,,Sticker,,Wind Breaker,Pink Gradient,Kouwei,,67.34006734006735
1983,vogu #1983,,10,Nova Blue,EMP Shields,Ongo,Rabbit,Jack,Centurion,,Kouwei,Core,Black Graphic,Infrared,,67.34006734006735
1984,vogu #1984,,11,Snake,Patrician,Core,Rabbit,Kouwei,Industrial Sensor,Inhaler,Bypass,PBJ,Blue Gradient,APS,,67.34006734006735
1986,vogu #1986,,9,Navy,Kouwei,Patrician,,Tri-Focal ACS,Industrial Sensor,Inhaler,,PBJ,Pink Gradient,Cat,,67.34006734006735
1987,vogu #1987,,8,Cotton Candy,EMP Shields,Patrician,Core,EMO-LED,,Offender,,Wind Breaker,Pink Gradient,,,67.34006734006735
1988,vogu #1988,,8,Navy,Kouwei,Ongo,Acoustic Array,Centurion,Industrial Sensor,,,Tracksuit,Pink Gradient,,,67.34006734006735
1990,vogu #1990,,10,Wrath,Centurion,Core,Acoustic Array,Recon,Emoji,Inhaler,,Kouwei,Grey Gradient,Infrared,,67.34006734006735
1995,vogu #1995,,9,Cotton Candy,EMP Shields,Ongo,Rabbit,Field Agent,Emoji,,,Graphic Tee,Grey Gradient,Infrared,,67.34006734006735
1997,vogu #1997,,8,Snake,Kouwei,Centurion,Ongo,EMO-LED,,Offender,,Wind Breaker,Purple Gradient,,,67.34006734006735
2,vogu #2,Rosko,1,,,,,,,,,,,,,67.34006734006735
20,vogu #20,,9,Grape,Kouwei,Core,Rabbit,Centurion,Garsi,V-THC,,Ongo,Grey Gradient,,,67.34006734006735
2006,vogu #2006,,9,Neptune,Small Cell,Patrician,APS,Centurion,Industrial Sensor,Extended Release,,Leather Jacket,Orange Gradient,,,67.34006734006735
2007,vogu #2007,,8,Titan,Extended Range,Core,,Ongo,Strobe,Inhaler,,Wind Breaker,Glypsie,,,67.34006734006735
2011,vogu #2011,,10,Nebula Red,Core,Runtime Meter,Kouwei,Centurion,Industrial Sensor,Offender,,Monk,Green Gradient,APS,,67.34006734006735
2013,vogu #2013,,10,Cotton Candy,Extended Range,Core,,Echelon-3,Centurion,,Kouwei,Tracksuit,Green Gradient,Cat,Double Fisting,67.34006734006735
2014,vogu #2014,,7,Wrath,EMP Shields,Kouwei,,EMO-LED,,Inhaler,,Graphic Tee,Black Graphic,,,67.34006734006735
202,vogu #202,,8,Nova Blue,Centurion,Runtime Meter,,Robo Face,Echelon-3,,,Graphic Tee,Pink Gradient,Core,,67.34006734006735
2023,vogu #2023,,8,Nebula Red,Core,Runtime Meter,,Kouwei,Echelon-3,Sticker,,Sergeant,Orange Gradient,,,67.34006734006735
2027,vogu #2027,,9,Wrath,Core,Runtime Meter,Cat,Ongo,Emoji,V-THC,,Monk,Black Graphic,,,67.34006734006735
2028,vogu #2028,,10,Nova Blue,Small Cell,Core,Ongo,Patrician,Garsi,Extended Release,,BDVXP,Grey Gradient,APS,,67.34006734006735
2029,vogu #2029,,9,Snake,Small Cell,Kouwei,,Ongo,Industrial Sensor,Inhaler,,BDVXP,Grey Day,Core,,67.34006734006735
2031,vogu #2031,,9,Titan,Kouwei,Core,Cat,Recon,Centurion,Offender,,Patrician,Black Graphic,,,67.34006734006735
2033,vogu #2033,,7,Nova Blue,Core,Centurion,,EMO-LED,,Inhaler,,Wind Breaker,Blue Gradient,,,67.34006734006735
2038,vogu #2038,,7,Nebula Red,Extended Range,Ongo,,Patrician,Centurion,,,Leather Jacket,Green Gradient,,,67.34006734006735
204,vogu #204,,9,Echelon Grey,EMP Shields,Core,Kouwei,Recon,Range Finder,Extended Release,,Tactical,Grey Day,,,67.34006734006735
2043,vogu #2043,,10,34 Tauri,Kouwei,Runtime Meter,Ongo,Field Agent,Industrial Sensor,Inhaler,,Graphic Tee,Pink Gradient,Core,,67.34006734006735
2047,vogu #2047,,8,Navy,EMP Shields,Core,,Patrician,Industrial Sensor,Inhaler,,Kimono,Grey Day,,,67.34006734006735
2051,vogu #2051,,9,Neptune,Extended Range,Patrician,Core,Centurion,Garsi,Offender,,Leather Jacket,Grey Gradient,,,67.34006734006735
2052,vogu #2052,,7,34 Tauri,Core,Ongo,,Centurion,Emoji,,,Patrician,Green Gradient,,,67.34006734006735
2053,vogu #2053,,9,Neptune,Patrician,Kouwei,Acoustic Array,EMO-LED,,Extended Release,,Wind Breaker,Grey Gradient,Ongo,,67.34006734006735
2054,vogu #2054,,8,Neptune,Kouwei,Runtime Meter,,VRT,Garsi,,Bypass,Core,Blue Gradient,,,67.34006734006735
2056,vogu #2056,,9,Grape,EMP Shields,Patrician,,VRT,Garsi,Inhaler,,Leather Jacket,Blue Gradient,Ongo,,67.34006734006735
2065,vogu #2065,,9,Nebula Red,Core,Runtime Meter,,VRT,Trinity,Kouwei,,Centurion,Grey Day,,Beverage,67.34006734006735
2071,vogu #2071,,11,Grape,Centurion,Core,Rabbit,Grigori,Garsi,Ongo,,Monk,Pink Gradient,Infrared,Coffee,67.34006734006735
2074,vogu #2074,,8,Nova Blue,Small Cell,Core,,Field Agent,Industrial Sensor,Kouwei,,Leather Jacket,Pink Gradient,,,67.34006734006735
2075,vogu #2075,,11,Titan,Kouwei,Patrician,Core,VRT,Garsi,Inhaler,,Tactical,Grey Day,Cat,Scheming,67.34006734006735
2076,vogu #2076,,9,Pulsar White,Kouwei,Core,Acoustic Array,Tri-Focal ACS,Ongo,Inhaler,,Graphic Tee,Grey Gradient,,,67.34006734006735
2081,vogu #2081,,9,Snake,Patrician,Runtime Meter,,Ongo,Centurion,Sticker,,PBJ,Blue Gradient,Core,,67.34006734006735
2085,vogu #2085,,9,Nebula Red,Centurion,Patrician,APS,Field Agent,Emoji,Extended Release,,Graphic Tee,Grey Day,,,67.34006734006735
2091,vogu #2091,,8,Cotton Candy,Centurion,Core,,Grigori,Strobe,Kouwei,,PBJ,Blue Gradient,,,67.34006734006735
2095,vogu #2095,,8,Pulsar White,EMP Shields,Patrician,,EMO-LED,,V-THC,Centurion,Graphic Tee,Orange Gradient,,,67.34006734006735
