TOKEN_ID,TOKEN_NAME,1/1,Skin,Background,Cloth,Mouth,Eyes,Hats
8400,Chubby Kaiju #8400-8400,None,Music Red,Epic,Racer,Bubblegum,Flame,Roman Helmet
8401,Chubby Kaiju #8401-8401,None,Power Wolf,Common,Football,Meh,Dizzy,Red Cap
8402,Chubby Kaiju #8402-8402,None,Power Black,Common,Shirt Tie,Sad,Lazy,Vacation
8403,Chubby Kaiju #8403-8403,None,Music Red,SOS,Dragon,SOS Covid Mask,Dragonball,Electricity
8404,Chubby Kaiju #8404-8404,None,Music Green,Rare,Winter,Greedy,Terrifying,Safety Helmet
8405,Chubby Kaiju #8405-8405,None,Power Black,Uncommon,SOS Sweater,Confuse,Sad,Round Hat
8406,Chubby Kaiju #8406-8406,None,Money Teal,Rare,Hoodie,SmokingPipe,Terrifying,Safety Helmet
8407,Chubby Kaiju #8407-8407,None,Power Wolf,Uncommon,Construction Vest,Tongue,SuperLazy,Round Hat
8408,Chubby Kaiju #8408-8408,None,Music Green,Common,Nerdy,Confident,Lazy,Unicorn
8409,Chubby Kaiju #8409-8409,None,Music Red,Common,K,Sad,Lazy,Clown Hair
8410,Chubby Kaiju #8410-8410,None,Power Yellow,Common,Football,Sad,Lazy,Bath
8411,Chubby Kaiju #8411-8411,None,Money Orange,Common,TankTop,Sad,Lazy,Beanie
8412,Chubby Kaiju #8412-8412,None,Power Yellow,Uncommon,SOS Sweater,Upset,Purple Eye,HighTop
8413,Chubby Kaiju #8413-8413,None,Money Orange,Rare,Clown,Clown,Sunglasses,Cowboy
8414,Chubby Kaiju #8414-8414,None,Money Orange,Uncommon,SOS Gold Sweater,Teeth,Sad,Chef
8415,Chubby Kaiju #8415-8415,None,Music Green,SOS,Ninja,Fish,SOS Glasses,SOS Cap
8416,Chubby Kaiju #8416-8416,None,Power Yellow,Uncommon,Bathroom,Confuse,Puke,Round Hat
8417,Chubby Kaiju #8417-8417,None,Music Red,Rare,Clown,Greedy,Derp,Greek
8418,Chubby Kaiju #8418-8418,None,Music Green,Epic,Frog Suit,Beard God,Derp,Kappa
8419,Chubby Kaiju #8419-8419,None,Money Orange,Uncommon,SOS Gold Sweater,Upset,Purple Eye,Beret Hat
8420,Chubby Kaiju #8420-8420,None,Music Green,Uncommon,Bathroom,Confuse,Tears,IceCream
8421,Chubby Kaiju #8421-8421,None,Power Yellow,Common,Shirt Tie,Joke,Friendly,Bath
8422,Chubby Kaiju #8422-8422,None,Money Teal,Uncommon,Chinese,Tongue,Purple Eye,Military
8423,Chubby Kaiju #8423-8423,None,Music Green,Rare,Clown,Rainbow,Bandit,Safety Helmet
8424,Chubby Kaiju #8424-8424,None,Power Black,Common,K,Normal,Lazy,Beanie
8425,Chubby Kaiju #8425-8425,None,Money Teal,Epic,Samurai,Beard God,Flame,Kappa
8426,Chubby Kaiju #8426-8426,None,Music Red,Common,Sweater,Angry,Friendly,Bath
8427,Chubby Kaiju #8427-8427,None,Power Yellow,Uncommon,Bathroom,Upset,Tears,HighTop
8428,Chubby Kaiju #8428-8428,None,Music Red,Uncommon,Construction Vest,Upset,Puke,Chef
8429,Chubby Kaiju #8429-8429,None,Music Green,Rare,Winter,SmokingPipe,Derp,Sleep Hat
8430,Chubby Kaiju #8430-8430,None,Money Orange,Common,K,Normal,Angry,Yarmulke
8431,Chubby Kaiju #8431-8431,None,Power Black,Common,TankTop,Normal,Dizzy,Bath
8432,Chubby Kaiju #8432-8432,None,Money Orange,Rare,Super Soldier,Rainbow,Pirate,Graduation
8433,Chubby Kaiju #8433-8433,None,Power Black,Rare,Clown,Gangster,Bandit,Sleep Hat
8434,Chubby Kaiju #8434-8434,None,Music Green,Common,Football,Meh,Angry,Vacation
8435,Chubby Kaiju #8435-8435,None,Power Black,Rare,Clown,Greedy,Derp,Safety Helmet
8436,Chubby Kaiju #8436-8436,None,Power Black,Common,Tshirt,Confident,Lazy,Unicorn
8437,Chubby Kaiju #8437-8437,None,Money Teal,Rare,Winter,Clown,Pirate,Graduation
8438,Chubby Kaiju #8438-8438,None,Music Red,Common,K,Joke,Lazy,Bath
8439,Chubby Kaiju #8439-8439,None,Music Green,Uncommon,Graduation,Confuse,Tears,Chef
8440,Chubby Kaiju #8440-8440,None,Power Black,Common,Football,Normal,Guilty,Birthday
8441,Chubby Kaiju #8441-8441,None,Power Black,Uncommon,Chinese,Teeth,Purple Eye,IceCream
8442,Chubby Kaiju #8442-8442,None,Power Black,Common,Football,Normal,Lazy,Beanie
8443,Chubby Kaiju #8443-8443,None,Power Wolf,Rare,Seal Suit,Gangster,Bandit,Artist
8444,Chubby Kaiju #8444-8444,None,Power Yellow,Epic,Greece,Beard God,Flame,Hatch
8445,Chubby Kaiju #8445-8445,None,Money Orange,Common,Arab,Sad,Angry,Red Cap
8446,Chubby Kaiju #8446-8446,None,Money Teal,Common,Shirt Tie,Confident,Guilty,Yarmulke
8447,Chubby Kaiju #8447-8447,None,Music Red,SOS,Ninja,Robot,Dragonball,SOS Cap
8448,Chubby Kaiju #8448-8448,None,Money RainBow,Uncommon,SOS Gold Sweater,Teeth,Puke,Military
8449,Chubby Kaiju #8449-8449,None,Money Teal,Common,K,Joke,Lazy,Beanie
8450,Chubby Kaiju #8450-8450,None,Music Red,Uncommon,Chinese,Teeth,Suspicious,Chef
8451,Chubby Kaiju #8451-8451,None,Power Black,Uncommon,Construction Vest,Tongue,Suspicious,Military
8452,Chubby Kaiju #8452-8452,Chubby Pharaoh,Music Green,None,None,None,None,None
8453,Chubby Kaiju #8453-8453,None,Money Orange,Common,K,Angry,Lazy,Unicorn
8454,Chubby Kaiju #8454-8454,None,Music Red,Rare,Winter,Gangster,AlmostCry,Safety Helmet
8455,Chubby Kaiju #8455-8455,None,Music Gold,Common,Football,Joke,Angry,Unicorn
8456,Chubby Kaiju #8456-8456,None,Music Red,Uncommon,Flannel,Throw Up,Suspicious,Leprechaun
8457,Chubby Kaiju #8457-8457,None,Money Orange,Rare,Sheriff,Gangster,AlmostCry,Wizard Hat
8458,Chubby Kaiju #8458-8458,None,Music Green,Uncommon,Flannel,Throw Up,Suspicious,IceCream
8459,Chubby Kaiju #8459-8459,None,Power Black,Epic,Racer,Flame,Flame,Roman Helmet
8460,Chubby Kaiju #8460-8460,None,Power Yellow,Uncommon,SOS Sweater,Upset,Puke,Chef
8461,Chubby Kaiju #8461-8461,None,Power Black,Rare,Sheriff,Rainbow,Terrifying,Arrow
8462,Chubby Kaiju #8462-8462,None,Money RainBow,Uncommon,Formal Suit,Throw Up,Sad,Kids
8463,Chubby Kaiju #8463-8463,None,Music Green,Common,Polo,Normal,Lazy,Farmer
8464,Chubby Kaiju #8464-8464,None,Power Yellow,Uncommon,Graduation,Confuse,Puke,Leprechaun
8465,Chubby Kaiju #8465-8465,None,Power Yellow,Common,Tshirt,Angry,Guilty,Bath
8466,Chubby Kaiju #8466-8466,None,Music Gold,Uncommon,Casual,Upset,Suspicious,Beret Hat
8467,Chubby Kaiju #8467-8467,None,Money Teal,Common,K,Sad,Curious,Clown Hair
8468,Chubby Kaiju #8468-8468,None,Power Black,Uncommon,SOS Sweater,Teeth,Sad,Baseball Cap
8469,Chubby Kaiju #8469-8469,None,Power Yellow,Common,Tshirt,Sad,Guilty,Womans Turban
8470,Chubby Kaiju #8470-8470,None,Music Red,Common,Nerdy,Normal,Guilty,Farmer
8471,Chubby Kaiju #8471-8471,None,Money Orange,Common,Shirt,Sad,Curious,Halo
8472,Chubby Kaiju #8472-8472,None,Money Teal,Common,Arab,Joke,Lazy,Vacation
8473,Chubby Kaiju #8473-8473,None,Power Yellow,Uncommon,Flannel,Confuse,Puke,IceCream
8474,Chubby Kaiju #8474-8474,None,Money Orange,Uncommon,Graduation,Tongue,Purple Eye,HighTop
8475,Chubby Kaiju #8475-8475,None,Power Yellow,Common,Polo,Angry,Dizzy,Womans Turban
8476,Chubby Kaiju #8476,None,Music Gold,Epic,Frog Suit,Bubblegum,Cyclopes,Crocket Hat
8477,Chubby Kaiju #8477-8477,None,Money Orange,Rare,Winter,SmokingPipe,AlmostCry,Detective
8478,Chubby Kaiju #8478-8478,None,Music Green,Rare,Sheriff,Gangster,Bandit,Chonmage
8479,Chubby Kaiju #8479-8479,None,Money Teal,Common,TankTop,Normal,Guilty,Vacation
8480,Chubby Kaiju #8480-8480,None,Power Yellow,Rare,YO,Greedy,Sunglasses,Greek
8481,Chubby Kaiju #8481-8481,None,Money Orange,Common,K,Joke,Friendly,Vacation
8482,Chubby Kaiju #8482-8482,None,Power Black,Epic,Penguin Suit,Bubblegum,Puke,Crocket Hat
8483,Chubby Kaiju #8483,None,Music Gold,Epic,Fish,Flame,Beauty,Pirate
8484,Chubby Kaiju #8484-8484,None,Music Green,Uncommon,Formal Suit,Upset,SuperLazy,Bowhat
8485,Chubby Kaiju #8485-8485,None,Power Wolf,Common,Shirt Tie,Confident,Angry,Red Cap
8486,Chubby Kaiju #8486-8486,None,Money Teal,Rare,Super Soldier,Clown,Sunglasses,Artist
8487,Chubby Kaiju #8487-8487,None,Power Black,SOS,Ninja,Fish,Dragonball,SOS Siren
8488,Chubby Kaiju #8488-8488,None,Music Green,Epic,Frog Suit,Bubblegum,Beauty,Roman Helmet
8489,Chubby Kaiju #8489-8489,None,Power Black,Common,Polo,Meh,Dizzy,Farmer
8490,Chubby Kaiju #8490-8490,None,Money Teal,Epic,Greece,Bird,Flame,Crocket Hat
8491,Chubby Kaiju #8491-8491,None,Power Black,Uncommon,Flannel,Tongue,SuperLazy,Bowhat
8492,Chubby Kaiju #8492-8492,None,Power Black,Uncommon,Construction Vest,Teeth,Tears,IceCream
8493,Chubby Kaiju #8493,None,Power Black,SOS,Armor,SOS Covid Mask,Rainbow Glasses,Astronaut
8494,Chubby Kaiju #8494-8494,None,Music Gold,SOS,Morie Lord,Fish,SOS Glasses,SOS Cap
8495,Chubby Kaiju #8495-8495,None,Music Green,Rare,Clown,SmokingPipe,AlmostCry,Kong Hat
8496,Chubby Kaiju #8496-8496,None,Money Teal,Rare,Bearish,Gangster,Derp,Octopus
8497,Chubby Kaiju #8497-8497,None,Power Yellow,Common,TankTop,Angry,Guilty,Yarmulke
8498,Chubby Kaiju #8498-8498,None,Power Black,Uncommon,Flannel,Confuse,SuperLazy,Leprechaun
8499,Chubby Kaiju #8499-8499,None,Power Yellow,Common,Nerdy,Joke,Curious,Vacation
8500,Chubby Kaiju #8500-8500,None,Music Red,Common,Football,Meh,Lazy,Halo
8501,Chubby Kaiju #8501-8501,None,Music Gold,Uncommon,Graduation,Teeth,Sad,Bowhat
8502,Chubby Kaiju #8502-8502,None,Money RainBow,Common,K,Joke,Dizzy,Beanie
8503,Chubby Kaiju #8503-8503,None,Power Wolf,Common,Polo,Meh,Guilty,Bath
8504,Chubby Kaiju #8504-8504,None,Power Wolf,Uncommon,Bathroom,Throw Up,Purple Eye,Round Hat
8505,Chubby Kaiju #8505-8505,None,Music Red,Common,TankTop,Meh,Guilty,Vacation
8506,Chubby Kaiju #8506-8506,None,Money RainBow,Common,Nerdy,Sad,Dizzy,Womans Turban
8507,Chubby Kaiju #8507-8507,None,Music Green,Common,Sweater,Confident,Curious,Vacation
8508,Chubby Kaiju #8508-8508,None,Power Yellow,Common,Shirt,Angry,Angry,Birthday
8509,Chubby Kaiju #8509-8509,None,Music Green,Epic,Penguin Suit,Flame,Puke,Pirate
8510,Chubby Kaiju #8510-8510,None,Money Teal,Uncommon,SOS Sweater,Tongue,Purple Eye,Kids
8511,Chubby Kaiju #8511-8511,None,Power Yellow,Uncommon,Chinese,Tongue,Puke,IceCream
8512,Chubby Kaiju #8512-8512,None,Power Wolf,Common,Football,Angry,Lazy,Vacation
8513,Chubby Kaiju #8513-8513,None,Money Teal,Common,K,Sad,Guilty,Beanie
8514,Chubby Kaiju #8514-8514,None,Music Gold,Common,Nerdy,Sad,Guilty,Bath
8515,Chubby Kaiju #8515-8515,None,Power Black,Uncommon,Casual,Tongue,Sad,Leprechaun
8516,Chubby Kaiju #8516-8516,None,Power Yellow,Common,K,Joke,Angry,Unicorn
8517,Chubby Kaiju #8517-8517,None,Music Gold,Uncommon,Bathroom,Upset,Puke,Beret Hat
8518,Chubby Kaiju #8518-8518,None,Power Black,Common,TankTop,Confident,Friendly,Halo
8519,Chubby Kaiju #8519-8519,None,Music Green,Common,Shirt Tie,Angry,Guilty,Birthday
8520,Chubby Kaiju #8520-8520,None,Power Wolf,SOS,Armor,Robot,Future Cyclopes,Brain Glass
8521,Chubby Kaiju #8521-8521,None,Power Yellow,Common,TankTop,Normal,Curious,Farmer
8522,Chubby Kaiju #8522-8522,None,Money Teal,Common,TankTop,Angry,Curious,Vacation
8523,Chubby Kaiju #8523-8523,None,Music Red,Epic,Greece,Bird,Derp,Crocket Hat
8524,Chubby Kaiju #8524-8524,None,Power Yellow,Common,Sweater,Joke,Angry,Vacation
8525,Chubby Kaiju #8525-8525,None,Music Gold,SOS,Dracula,Fish,Ice BEAM,Cool Crown
8526,Chubby Kaiju #8526-8526,None,Power Yellow,Common,Shirt Tie,Meh,Angry,Vacation
8527,Chubby Kaiju #8527-8527,None,Power Wolf,Common,Football,Joke,Angry,Bath
8528,Chubby Kaiju #8528-8528,None,Power Yellow,Common,Shirt Tie,Sad,Guilty,Unicorn
8529,Chubby Kaiju #8529-8529,None,Music Red,Uncommon,Formal Suit,Upset,Tears,Bowhat
8530,Chubby Kaiju #8530-8530,None,Music Gold,Rare,Fancy,Clown,AlmostCry,Chonmage
8531,Chubby Kaiju #8531-8531,None,Money Orange,Uncommon,Bathroom,Tongue,Puke,Chef
8532,Chubby Kaiju #8532-8532,None,Money Teal,Common,Tshirt,Sad,Dizzy,Beanie
8533,Chubby Kaiju #8533-8533,None,Power Black,Uncommon,SOS Gold Sweater,Throw Up,Suspicious,IceCream
8534,Chubby Kaiju #8534-8534,None,Money Teal,Uncommon,Chinese,Teeth,Suspicious,Baseball Cap
8535,Chubby Kaiju #8535-8535,None,Money RainBow,Common,Polo,Normal,Lazy,Clown Hair
8536,Chubby Kaiju #8536-8536,None,Money Teal,Rare,Super Soldier,Rainbow,AlmostCry,Safety Helmet
8537,Chubby Kaiju #8537-8537,None,Money RainBow,Rare,YO,Clown,Terrifying,Graduation
8538,Chubby Kaiju #8538-8538,None,Money RainBow,Epic,Frog Suit,Bird,Cyclopes,Bunny Ears
8539,Chubby Kaiju #8539-8539,None,Money Orange,Epic,Racer,Bubblegum,Derp,Poor Crown
8540,Chubby Kaiju #8540-8540,None,Power Wolf,Uncommon,Formal Suit,Throw Up,Puke,Round Hat
8541,Chubby Kaiju #8541-8541,None,Money RainBow,Common,Tshirt,Normal,Dizzy,Halo
8542,Chubby Kaiju #8542-8542,None,Music Green,Rare,Super Soldier,Clown,Sunglasses,Octopus
8543,Chubby Kaiju #8543-8543,None,Power Wolf,Common,Nerdy,Angry,Dizzy,Womans Turban
8544,Chubby Kaiju #8544-8544,None,Music Red,Epic,Greece,Flame,Derp,Roman Helmet
8545,Chubby Kaiju #8545-8545,None,Music Green,Common,Football,Confident,Curious,Halo
8546,Chubby Kaiju #8546-8546,None,Music Green,Common,Shirt Tie,Meh,Friendly,Birthday
8547,Chubby Kaiju #8547-8547,None,Money Teal,Uncommon,Formal Suit,Teeth,Puke,Baseball Cap
8548,Chubby Kaiju #8548-8548,None,Music Red,Common,K,Joke,Friendly,Farmer
8549,Chubby Kaiju #8549-8549,None,Power Yellow,Uncommon,Graduation,Teeth,Purple Eye,Beret Hat
8550,Chubby Kaiju #8550-8550,None,Power Yellow,Rare,Clown,Gangster,Derp,Sleep Hat
8551,Chubby Kaiju #8551,None,Money Teal,SOS,Dragon,SOS Gold Covid Mask,Future Cyclopes,Astronaut
8552,Chubby Kaiju #8552-8552,None,Money Teal,Uncommon,Chinese,Teeth,Puke,Leprechaun
8553,Chubby Kaiju #8553-8553,None,Music Red,Uncommon,Construction Vest,Tongue,Suspicious,Round Hat
8554,Chubby Kaiju #8554-8554,None,Music Red,Rare,Clown,Clown,Terrifying,Arrow
8555,Chubby Kaiju #8555-8555,None,Power Wolf,Common,Football,Joke,Guilty,Womans Turban
8556,Chubby Kaiju #8556-8556,None,Music Green,Common,TankTop,Meh,Curious,Birthday
8557,Chubby Kaiju #8557-8557,None,Music Gold,Epic,Fish,Bird,Derp,Kappa
8558,Chubby Kaiju #8558-8558,None,Power Wolf,Common,Nerdy,Normal,Guilty,Unicorn
8559,Chubby Kaiju #8559-8559,None,Money RainBow,Rare,Bubble Bomber,Greedy,Bandit,Arrow
8560,Chubby Kaiju #8560-8560,None,Money Teal,Uncommon,Graduation,Throw Up,SuperLazy,IceCream
8561,Chubby Kaiju #8561-8561,None,Power Black,Common,Nerdy,Joke,Curious,Womans Turban
8562,Chubby Kaiju #8562-8562,None,Power Black,Rare,Hoodie,Greedy,Terrifying,Octopus
8563,Chubby Kaiju #8563-8563,None,Power Yellow,Uncommon,Graduation,Confuse,Sad,Baseball Cap
8564,Chubby Kaiju #8564-8564,None,Money Teal,Common,TankTop,Joke,Dizzy,Birthday
8565,Chubby Kaiju #8565-8565,None,Power Yellow,Common,TankTop,Normal,Angry,Vacation
8566,Chubby Kaiju #8566-8566,None,Money Orange,Rare,Super Soldier,Clown,Derp,Wizard Hat
8567,Chubby Kaiju #8567-8567,None,Power Yellow,Rare,Seal Suit,Rainbow,Bandit,Octopus
8568,Chubby Kaiju #8568-8568,None,Money RainBow,Rare,Sheriff,SmokingPipe,Pirate,Octopus
8569,Chubby Kaiju #8569-8569,None,Money Teal,Rare,Hoodie,Rainbow,Terrifying,Sleep Hat
8570,Chubby Kaiju #8570-8570,None,Power Black,Common,K,Confident,Guilty,Clown Hair
8571,Chubby Kaiju #8571-8571,None,Money Orange,Common,K,Joke,Angry,Yarmulke
8572,Chubby Kaiju #8572-8572,None,Power Yellow,Rare,Winter,Gangster,Sunglasses,Kong Hat
8573,Chubby Kaiju #8573-8573,None,Money Teal,Uncommon,Casual,Throw Up,Purple Eye,Kids
8574,Chubby Kaiju #8574-8574,None,Money Teal,Common,Tshirt,Confident,Angry,Farmer
8575,Chubby Kaiju #8575-8575,None,Money RainBow,Uncommon,SOS Gold Sweater,Tongue,SuperLazy,Beret Hat
8576,Chubby Kaiju #8576-8576,None,Power Wolf,Common,Sweater,Sad,Guilty,Birthday
8577,Chubby Kaiju #8577-8577,None,Music Gold,Rare,YO,Gangster,Pirate,Wizard Hat
8578,Chubby Kaiju #8578-8578,None,Music Red,Uncommon,SOS Gold Sweater,Throw Up,SuperLazy,Chef
8579,Chubby Kaiju #8579-8579,None,Money Teal,Common,Football,Meh,Dizzy,Clown Hair
8580,Chubby Kaiju #8580-8580,None,Music Red,Rare,Bearish,Rainbow,AlmostCry,Arrow
8581,Chubby Kaiju #8581-8581,None,Power Black,Common,Shirt,Sad,Angry,Red Cap
8582,Chubby Kaiju #8582-8582,None,Money Teal,Common,Tshirt,Angry,Guilty,Unicorn
8583,Chubby Kaiju #8583-8583,None,Money RainBow,Common,Shirt Tie,Joke,Lazy,Birthday
8584,Chubby Kaiju #8584-8584,None,Power Yellow,Common,Polo,Normal,Guilty,Unicorn
8585,Chubby Kaiju #8585-8585,None,Music Red,Common,TankTop,Sad,Lazy,Unicorn
8586,Chubby Kaiju #8586-8586,None,Power Wolf,Common,Arab,Meh,Angry,Unicorn
8587,Chubby Kaiju #8587-8587,None,Music Red,Common,Nerdy,Joke,Friendly,Womans Turban
8588,Chubby Kaiju #8588-8588,None,Music Green,Uncommon,Casual,Tongue,Purple Eye,Bowhat
8589,Chubby Kaiju #8589,None,Power Yellow,Epic,Morie Gang,Beard God,Dragonball,Poor Crown
8590,Chubby Kaiju #8590-8590,None,Money RainBow,Epic,Morie Gang,Bubblegum,Dragonball,Circuit Board
8591,Chubby Kaiju #8591,None,Power Yellow,SOS,Ninja,SOS Gold Covid Mask,SOS Glasses,Brain Glass
8592,Chubby Kaiju #8592-8592,None,Music Red,Uncommon,Bathroom,Upset,Tears,Beret Hat
8593,Chubby Kaiju #8593-8593,None,Money Teal,Common,Arab,Normal,Angry,Birthday
8594,Chubby Kaiju #8594-8594,None,Power Black,Rare,Seal Suit,Greedy,Sunglasses,Safety Helmet
8595,Chubby Kaiju #8595-8595,None,Money Orange,Common,Sweater,Sad,Friendly,Beanie
8596,Chubby Kaiju #8596-8596,None,Power Yellow,Rare,Purple Lover,Rainbow,Derp,Cowboy
8597,Chubby Kaiju #8597-8597,None,Money Teal,Common,Arab,Normal,Curious,Red Cap
8598,Chubby Kaiju #8598-8598,None,Power Black,Common,Polo,Joke,Lazy,Clown Hair
8599,Chubby Kaiju #8599-8599,None,Money Orange,Common,Shirt,Angry,Angry,Vacation
8600,Chubby Kaiju #8600-8600,None,Money Orange,Common,Sweater,Normal,Curious,Farmer
8601,Chubby Kaiju #8601-8601,None,Money RainBow,Common,Shirt,Normal,Lazy,Vacation
8602,Chubby Kaiju #8602-8602,None,Power Yellow,Common,Polo,Meh,Friendly,Vacation
8603,Chubby Kaiju #8603-8603,None,Power Black,Common,Tshirt,Confident,Lazy,Halo
8604,Chubby Kaiju #8604-8604,None,Power Yellow,Uncommon,Construction Vest,Confuse,Purple Eye,HighTop
8605,Chubby Kaiju #8605-8605,None,Money Orange,Rare,Tuxedo,Rainbow,Terrifying,Arrow
8606,Chubby Kaiju #8606-8606,None,Power Wolf,Epic,Frog Suit,Flame,Flame,Roman Helmet
8607,Chubby Kaiju #8607-8607,None,Money Teal,Rare,Purple Lover,SmokingPipe,Sunglasses,Cowboy
8608,Chubby Kaiju #8608-8608,None,Money Teal,Common,Shirt Tie,Normal,Curious,Vacation
8609,Chubby Kaiju #8609-8609,None,Power Wolf,Rare,Fancy,Rainbow,Sunglasses,Wizard Hat
8610,Chubby Kaiju #8610-8610,None,Power Wolf,Common,TankTop,Joke,Lazy,Womans Turban
8611,Chubby Kaiju #8611-8611,None,Power Yellow,Common,Shirt,Normal,Dizzy,Clown Hair
8612,Chubby Kaiju #8612-8612,None,Money Teal,Uncommon,Chinese,Tongue,Puke,Baseball Cap
8613,Chubby Kaiju #8613-8613,None,Power Yellow,Common,Arab,Meh,Friendly,Beanie
8614,Chubby Kaiju #8614-8614,None,Music Red,Common,TankTop,Confident,Friendly,Vacation
8615,Chubby Kaiju #8615-8615,None,Music Green,Common,Tshirt,Meh,Dizzy,Red Cap
8616,Chubby Kaiju #8616-8616,None,Power Black,Common,Arab,Joke,Dizzy,Yarmulke
8617,Chubby Kaiju #8617-8617,None,Music Green,Uncommon,Bathroom,Confuse,Puke,Baseball Cap
8618,Chubby Kaiju #8618-8618,None,Power Yellow,Common,Tshirt,Angry,Angry,Vacation
8619,Chubby Kaiju #8619-8619,None,Power Wolf,Uncommon,Graduation,Throw Up,Purple Eye,Beret Hat
8620,Chubby Kaiju #8620-8620,None,Power Wolf,Rare,Clown,SmokingPipe,Terrifying,Chonmage
8621,Chubby Kaiju #8621,None,Power Wolf,SOS,Burger,Fish,SOS Glasses,Electricity
8622,Chubby Kaiju #8622,None,Music Red,SOS,Morie Lord,SOS Gold Covid Mask,SOS Gold Glasses,Astronaut
8623,Chubby Kaiju #8623-8623,None,Music Red,Common,Arab,Meh,Angry,Halo
8624,Chubby Kaiju #8624-8624,None,Power Black,SOS,Ninja,SOS Covid Mask,Future Cyclopes,Electricity
8625,Chubby Kaiju #8625-8625,None,Music Green,Uncommon,Chinese,Confuse,Puke,HighTop
8626,Chubby Kaiju #8626-8626,None,Power Black,Uncommon,SOS Gold Sweater,Tongue,Purple Eye,Military
8627,Chubby Kaiju #8627-8627,None,Music Red,Rare,Bubble Bomber,Gangster,Terrifying,Wizard Hat
8628,Chubby Kaiju #8628-8628,None,Music Green,Common,Nerdy,Normal,Dizzy,Red Cap
8629,Chubby Kaiju #8629-8629,None,Music Red,Common,Tshirt,Meh,Angry,Farmer
8630,Chubby Kaiju #8630-8630,None,Power Yellow,Uncommon,Flannel,Throw Up,Purple Eye,IceCream
8631,Chubby Kaiju #8631-8631,None,Power Black,Uncommon,Construction Vest,Teeth,Suspicious,Round Hat
8632,Chubby Kaiju #8632-8632,None,Money Teal,Common,TankTop,Joke,Lazy,Clown Hair
8633,Chubby Kaiju #8633-8633,None,Money Orange,Common,TankTop,Meh,Guilty,Bath
8634,Chubby Kaiju #8634-8634,None,Money Orange,SOS,Morie Lord,SOS Covid Mask,SOS Gold Glasses,Brain Glass
8635,Chubby Kaiju #8635-8635,None,Money RainBow,Uncommon,SOS Gold Sweater,Teeth,Sad,IceCream
8636,Chubby Kaiju #8636-8636,None,Music Green,Uncommon,Chinese,Throw Up,Sad,Military
8637,Chubby Kaiju #8637-8637,None,Money RainBow,Rare,Bearish,SmokingPipe,Pirate,Safety Helmet
8638,Chubby Kaiju #8638-8638,None,Music Gold,Uncommon,Chinese,Confuse,Sad,HighTop
8639,Chubby Kaiju #8639-8639,None,Music Gold,Common,Arab,Confident,Friendly,Beanie
8640,Chubby Kaiju #8640-8640,None,Power Wolf,Rare,Purple Lover,Rainbow,Terrifying,Villager
8641,Chubby Kaiju #8641-8641,None,Money Teal,Common,K,Normal,Dizzy,Red Cap
8642,Chubby Kaiju #8642-8642,None,Music Gold,Rare,Bubble Bomber,Gangster,Sunglasses,Kong Hat
8643,Chubby Kaiju #8643-8643,None,Money Orange,Common,Tshirt,Normal,Dizzy,Vacation
8644,Chubby Kaiju #8644-8644,None,Money Teal,Uncommon,Chinese,Confuse,Sad,Leprechaun
8645,Chubby Kaiju #8645-8645,None,Power Black,Common,Arab,Meh,Dizzy,Halo
8646,Chubby Kaiju #8646-8646,None,Power Black,Uncommon,SOS Sweater,Teeth,Sad,Kids
8647,Chubby Kaiju #8647-8647,None,Money Teal,Common,Tshirt,Sad,Friendly,Red Cap
8648,Chubby Kaiju #8648-8648,None,Music Green,Rare,Purple Lover,SmokingPipe,Pirate,Villager
8649,Chubby Kaiju #8649-8649,None,Power Black,Common,Polo,Joke,Angry,Clown Hair
8650,Chubby Kaiju #8650-8650,None,Music Green,Common,TankTop,Normal,Friendly,Womans Turban
8651,Chubby Kaiju #8651-8651,None,Music Green,Common,Polo,Normal,Guilty,Womans Turban
8652,Chubby Kaiju #8652-8652,None,Money Teal,Uncommon,Flannel,Throw Up,Purple Eye,Round Hat
8653,Chubby Kaiju #8653-8653,None,Power Black,Common,Shirt,Angry,Friendly,Womans Turban
8654,Chubby Kaiju #8654-8654,None,Money RainBow,Rare,Winter,Rainbow,AlmostCry,Octopus
8655,Chubby Kaiju #8655-8655,None,Money Teal,Common,Sweater,Confident,Friendly,Yarmulke
8656,Chubby Kaiju #8656-8656,None,Power Yellow,Common,TankTop,Joke,Dizzy,Halo
8657,Chubby Kaiju #8657-8657,None,Power Yellow,Rare,Super Soldier,Clown,Sunglasses,Octopus
8658,Chubby Kaiju #8658-8658,None,Music Gold,Common,TankTop,Angry,Friendly,Womans Turban
8659,Chubby Kaiju #8659-8659,None,Music Gold,Common,Nerdy,Normal,Dizzy,Red Cap
8660,Chubby Kaiju #8660-8660,None,Money Teal,Rare,Tuxedo,Greedy,Sunglasses,Kong Hat
8661,Chubby Kaiju #8661-8661,None,Music Green,Common,Shirt Tie,Angry,Dizzy,Red Cap
8662,Chubby Kaiju #8662-8662,None,Music Gold,Common,TankTop,Normal,Guilty,Halo
8663,Chubby Kaiju #8663-8663,None,Power Yellow,Common,Arab,Joke,Lazy,Clown Hair
8664,Chubby Kaiju #8664-8664,None,Music Red,Common,TankTop,Angry,Lazy,Yarmulke
8665,Chubby Kaiju #8665-8665,None,Music Red,Common,Sweater,Meh,Dizzy,Farmer
8666,Chubby Kaiju #8666-8666,None,Power Black,Common,Shirt Tie,Confident,Curious,Clown Hair
