TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
7535,,Female,Winter,Cat (Brown),,Red Balloon Singlet,Bowtie (Gold),Propeller Hat,Medical Mask,,,Blank,Backalley,Beyond the Gates,Bob
7536,,Male,Sky,Yellow,,,Peace Necklace,Tuft (Black),Cigarette,Steel Stud,,Mouth Open (Right),Lambo,Hop With Me,Round
7537,,Female,Ice Cream,Brown,Fake Eyelashes,Flannel Jacket,,,Lollipop,Clown Nose,,Mouth Open (Left),Mansion,Rabbiton,Bob
7538,,Male,Camo,Thirties,,Red Balloon Singlet,,FLUF Cap,,,Gold Studs,Sad,Mystic Valley,Run Rabbit,Subtle Nod
7539,Snoopy,Male,Black & White,Scribble,,,FLUF Logo Chain,,Pacifier,Bull Ring,,Mouth Open (Middle),Tiki,Back in the Burrow,Big Nod
7540,Sgt. Rabbit Barker,Male,Brown,Scribble,,,Dog Tags,Mohawk (Red),Cigar,Clown Nose,FLUF Tag,Mouth Open (Right),Spaceship,Reggae Rabbits,Groove
7541,,Female,Black & White,Purple Rings,,,Bowtie (Black),Afro (Black),,Gold Ring,,Blank,Lambo,Follow You,Round
7542,Leonardo DiFlufrio,Male,Holographic,Xs,,,Collar (Black),Mohawk (Black),Lollipop,,,Mouth Open (Left),Backalley,Hop On By,Round
7543,,Male,Cow,Scribble,,High Vis Vest,,Holographic Cap,,Steel Stud,Gold Rings,Blank,Tiki,Back in the Burrow,Round
7544,,Male,Peppermint,Green (Dilated),,Dress,,,Joint,Bone,Gold Rings & Studs,Mouth Open (Right),Spaceship,Desert Digging,Groove
7545,,Male,Hirst,Blue,Bug Eye Glasses,High Vis Vest,Bowtie (Red),,Lollipop,Gold Stud,Steel Rings & Studs,Mouth Open (Left),Dancing in the Shroomlight,Shadows,Bob
7546,,Male,Grey,Yellow,Shutter Glasses,,Bowtie (Black),Bandana,Carrot,Diamond Stud,Steel Rings,Mouth Open (Right),Spaceship,Hop With Me,Subtle Nod
7547,,Female,Ice Cream,Cat (Brown),,Pink Jacket,,FLUF Cap,Joint,Bone,Steel Rings,Mouth Open (Right),Garden,Reggae Rabbits,Groove
7548,,Male,Darkness,Reptile (Yellow),,Tie Dye Singlet,Bowtie (Black),,Cigarette,Gold Ring,Steel Rings,Mouth Open (Right) + Wink,Dunes,Electric Carrots,Side To Side
7549,Mr Luva Luva,Male,Sandy,Heart (Red),,High Vis Vest,Bowtie (Black),,,Bull Ring,Santa Hat,Blank,Beach,Hop On By,Bob
7550,,Male,Cheetah,Brown,Round Glasses,,Bowtie (Gold),Conical Hat,Pipe,,Steel Rings & Studs,Mouth Open (Right),Heaven,What the FLUF,Side Nod
7551,,Male,Winter,Scribble,Star Glasses,,Collar (Black),Bandana,Cigarette,Steel Stud,Gold Studs,Mouth Open (Right),Garden,What the FLUF,Bob
7552,Bobbinette Kamu,Female,Winter,Yellow,,Black FLUF Singlet,Lei,Afro (Black),Whistle,Steel Ring,,Mouth Open (Middle),Dunes,Desert Digging,Subtle Nod
7553,,Male,Ice Cream,Brown,Heart Glasses,Leather Vest,Bowtie (Red),Mohawk (Base),,Steel Ring,Steel Rings,Blank,Beach,Reggae Rabbits,Groove
7554,Ginga Rogers,Female,Grey,Xs,,Boob Tube,Clock Necklace,Afro (Ginger),Cigarette,,Steel Studs,Mouth Open (Right) + Wink,Beach,Rabbiton,Subtle Nod
7555,,Male,Barney,Glowing Red,Shutter Glasses,Puffer Jacket,,Beanie,Pipe,,Gold Rings & Studs,Mouth Open (Right),Heaven,Follow You,Bob
7556,Clyd,Male,Zombie (Black),Inverted (Purple),,,Dog Tags,Cowboy Hat,,Clown Nose,,Blank,Dancing in the Shroomlight,Shadows,Bob
7557,,Female,Zombie (Red),Inverted,,,Collar (Pink),Flower Crown,,Gold Stud,Steel Studs,Blank,Mystic Valley,Stardust,Bob
7558,Scratcher,Male,Tiger,Purple Rings,,Black FLUF Singlet,Peace Necklace,Bandana,,Steel Stud,Gold Rings,Blank,Lambo,Reggae Rabbits,Side Nod
7559,,Female,Winter,Yellow,,,Gold Chain,,Cigarette,,,Mouth Open (Right),Spaceship,Space Fluffle,Big Nod
7560,,Female,Peppermint,Green,Sunglasses,Sign My Carrot Singlet,Lei,,Carrot,Bull Ring,FLUF Tag,Mouth Open (Right),Lambo,Desert Digging,Groove
7561,Trippy Skippy the Mycelium Junkie,Male,Candy Floss,Blast,,Puffer Vest,Bowtie (Gold),Afro (Base),Lollipop,Bone,FLUF Tag,Mouth Open (Left),Lambo,Run Rabbit,Round
7562,,Male,Ice Cream,Cat (Brown),,Pink Jacket,,,Pipe,Gold Ring,Steel Rings,Mouth Open (Right),Forest,Disco Rabbit,Groove
7563,,Male,Pheonix,Portal,,,Headphones,,Cigarette,Gold Ring,Gold Bows,Mouth Open (Right) + Wink,Heaven,Eating Carrots in the Dark,Side To Side
7564,,Male,Camo,Brown,Shutter Glasses,,Collar (Pink),,Lipstick,,,Blank,Backalley,Ear Wobbler,Side To Side
7565,,Male,Sky,Brown,Round Glasses,Tie Dye Singlet,Bowtie (Red),Beanie,,Diamond Stud,,Blank,Tiki,Coffee and Carrots,Bob
7566,,Male,Candy Floss,Cat (Brown),,Puffer Jacket,,Afro (Base),Cigarette,Gold Stud,Steel Rings & Studs,Mouth Open (Right) + Wink,Forest,Disco Rabbit,Subtle Nod
7567,,Male,Winter,Red (Dilated),,High Vis Vest,Dog Tags,,,,,Blank,Garden,Follow You,Subtle Nod
7568,,Male,Zombie (Black),Demon,,,Lei,Army Helmet,Lip Piercings,Gold Ring,,Wonder,Forest,Disco Rabbit,Groove
7569,,Male,Sandy,Green,Shutter Glasses,,VIP lanyard,Bandana,,Steel Stud,Gold Rings,Blank,Dunes,Hop With Me,Groove
7570,,Female,Hawk,Blast,,FLUF Jacket,,Mohawk (Red),,Bone,Steel Rings & Studs,Smile,Heaven,Run Rabbit,Side To Side
7571,,Male,Candy Floss,Brown,Star Glasses,FLUF Jacket,Dog Tags,Mohawk (Base),Whistle,Gold Ring,,Mouth Open (Middle),Spaceship,Ear Wobbler,Big Nod
7572,,Male,Black & White,Purple,,Flannel Jacket,FLUF Logo Chain,Propeller Hat,,Bone,Gold Bows,Smile + Wink,Dunes,FLUF You Up,Subtle Nod
7573,,Male,Red,Glowing Red,Bug Eye Glasses,,Tie,,Pipe,Steel Ring,Red Ribbon,Mouth Open (Right),Backalley,Run Rabbit,Bob
7574,,Female,Sky,Brown,,Puffer Vest,,Flower Crown,Cigarette,Clown Nose,,Mouth Open (Right) + Wink,Heaven,Desert Digging,Round
7575,,Male,Cow,Cat (Blue),,Voxel Rabbit Singlet,Gold Dollar Chain,,Cigarette,Bone,Steel Rings,Mouth Open (Right),Heaven,Electric Carrots,Subtle Nod
7576,BECKY,Female,Raspberry Ripple,Blue,Sunglasses,,VIP lanyard,,Lipstick,Steel Ring,Gold Rings & Studs,Grin,Garden,Back in the Burrow,Groove
7577,,Male,Marshmellow,Brown,Safety Glasses,,,Flower Crown,Joint,,Steel Rings,Mouth Open (Right) + Wink,Garden,Desert Digging,Groove
7578,,Male,Bully,Green,,,Collar (Black),,Pipe,Diamond Stud,Gold Rings,Mouth Open (Right),Backalley,Ear Wobbler,Round
7579,PUFFIN,Female,Zebra,Red,,Puffer Jacket,,Beanie,Lip Piercings,Bone,Gold Rings,Wonder,Beach,Hop With Me,Side To Side
7580,,Male,Grinch,Heart (Blue),Cyberpunk Glasses,,Tie,Bandana,Pipe,,,Mouth Open (Right) + Wink,Gallery,Disco Rabbit,Groove
7581,,Male,Sandy,Cat (Brown),,Red Balloon Singlet,VIP lanyard,Halo,,,Diamond Cross Earring,Blank,Garden,Beyond the Gates,Bob
7582,Maddie,Female,Sky,Thirties,,Puffer Jacket,FLUF Logo Chain,Sombrero,Lipstick,Diamond Stud,Bandaged,Anger,Forest,Follow You,Groove
7583,,Male,Cheetah,Yellow,,,Lei,,Pipe,,Steel Rings,Mouth Open (Right),Markets,Run Rabbit,Groove
7584,,Female,Darkness,Heart (Blue),,Boob Tube,,FLUF Cap,Tongue Out,,Gold Rings,Grin,Garden,Follow You,Subtle Nod
7585,,Male,Parrot,Cat (Brown),,Kimono,,Beanie,Lollipop,Steel Ring,Steel Rings,Mouth Open (Left) + Wink,Markets,Reggae Rabbits,Side To Side
7586,,Male,Peppermint,Green,,,Bowtie (Gold),,Cigarette,Gold Stud,Steel Rings,Mouth Open (Right),Gallery,Eating Carrots in the Dark,Side Nod
7587,,Male,Grey,Brown,,,Bowtie (Black),,Party Horn,,FLUF Tag,Anger,Forest,Electric Carrots,Round
7588,,Female,Winter,Green,,White Singlet,Collar (Black),,Party Horn,Gold Ring,Gold Bows,Mouth Open (Left) + Wink,Beach,Run Rabbit,Round
7589,,Male,Grey,Green,Sunglasses,,,Mullet (Base),Carrot,,Bit Ear,Mouth Open (Right),Heaven,Eating Carrots in the Dark,Groove
7590,,Male,Tiger,Fire,,Kimono,Bowtie (Black),FLUF Cap,Lip Piercings,,Gold Rings & Studs,Smile + Wink,Heaven,Hop With Me,Round
7591,,Male,Moody Blue,Red,,Yellow Rabbit Singlet,Clock Necklace,Mohawk (Base),,Steel Ring,,Blank,Mystic Valley,L.O.V.E.,Side Nod
7592,Tarzan,Male,Cheetah,Blue,,,Collar (Black),Pirate Hat,,Clown Nose,Steel Rings,Blank + Wink,Swamp,Run Rabbit,Round
7593,,Male,Ice Cream,Blue,,,Collar (Black),,Lip Piercings,Bull Ring,,Smile,Tiki,Run Rabbit,Bob
7594,,Male,Brown,Brown,,,Bone Necklace,,Pipe,Steel Ring,Gold Studs,Mouth Open (Right),Markets,FLUF You Up,Subtle Nod
7595,,Male,Winter,Glowing Red,Neon Glasses,Puffer Vest,FLUF Logo Chain,Cowboy Hat,Pipe,Bone,,Mouth Open (Right),Heaven,Run Rabbit,Bob
7596,,Male,Sky,Fire,,,Bowtie (Black),Pirate Hat,Tongue Out,Gold Stud,,Smile,Markets,Floating or Flying,Subtle Nod
7597,,Male,Tiger,Yellow,,Leather Vest,Bowtie (Black),,Pacifier,Bull Ring,,Mouth Open (Middle),Heaven,Electric Carrots,Subtle Nod
7598,,Male,Winter,Dollars,,Voxel Rabbit Singlet,,Crown,Pipe,Gold Ring,,Mouth Open (Right),Swamp,I Like to Party,Side To Side
7599,,Male,Tiger,Cat (Blue),,,Bowtie (Gold),Afro (Black),Party Horn,Diamond Stud,Steel Rings,Mouth Open (Left),Forest,Hop On By,Round
7600,,Male,Darkness,Dead,,Black FLUF Singlet,Clock Necklace,Afro (Ginger),,,Steel Studs,Grin + Wink,Forest,What the FLUF,Subtle Nod
7601,Hawk,Male,Hawk,Fire,Fake Eyelashes,,Lei,Afro (Base),Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Gallery,Back in the Burrow,Side Nod
7602,,Male,Hawk,Heart (Blue),,,Clock Necklace,Army Helmet,Medical Mask,,Steel Studs,Blank,Spaceship,Follow You,Side Nod
7603,Tiger King,Male,Tiger,Blue,Steampunk Goggles,Tie Dye Singlet,Glowstick Necklace,,Party Horn,,,Mouth Open (Left),Markets,I Like to Party,Round
7604,,Male,Sandy,Reptile (Yellow),,Dress,,Sun Visor,Lip Piercings,,,Wonder,Gallery,Eating Carrots in the Dark,Groove
7605,,Male,Kandinsky,Green,,,,Propeller Hat,Cigarette,Diamond Stud,Gold Bows,Mouth Open (Right),Forest,Space Fluffle,Groove
7606,,Male,Darkness,Demon,,Boob Tube,Dog Tags,FLUF Cap,Whistle,Diamond Stud,Steel Rings & Studs,Mouth Open (Middle) + Wink,Dunes,Desert Digging,Side Nod
7607,La Gioconda,Female,Cheetah,Green,,,,Afro (Black),Lip Piercings,Diamond Stud,Steel Studs,Smile,Dancing in the Shroomlight,Desert Digging,Bob
7608,Luke Skyhopper,Male,Candy Floss,Dollars,Cyberpunk Glasses,,VIP lanyard,,Lollipop,Steel Ring,Gold Bows,Anger,Spaceship,Space Fluffle,Side Nod
7609,,Male,Peppermint,Green (Dilated),Designer Glasses,,Bowtie (Red),,Party Horn,,,Anger,Gallery,Rabbiton,Round
7610,,Female,Brown,Green,,Puffer Jacket,,,,Gold Stud,Steel Studs,Blank,Beach,Messiah,Bob
7611,,Male,Zebra,Fire,Shutter Glasses,,Dog Tags,Tuft (Base),Lip Piercings,,,Wonder,Gallery,Hop On By,Subtle Nod
7612,,Female,Peppermint,Red,,Pink Jacket,,Tuft (Blonde),Pipe,Gold Stud,,Mouth Open (Right) + Wink,Markets,Coffee and Carrots,Round
7613,Ernie,Male,Grey,Thirties,,Boob Tube,Headphones,Tuft (Base),Carrot,,Steel Rings,Mouth Open (Right),Dunes,Dubhop,Round
7614,,Male,Hawk,Heart (Blue),Cyberpunk Glasses,Kimono,,Sombrero,,Steel Ring,FLUF Tag,Blank + Wink,Dunes,Electric Carrots,Bob
7615,Chief Broken Ear,Male,Winter,Green,Bug Eye Glasses,,,Mullet (Base),Lollipop,Steel Stud,Bandaged,Anger,Mansion,Reggae Rabbits,Groove
7616,,Female,Brown,Yellow,Shutter Glasses,,Bowtie (Gold),Tuft (Base),Whistle,Bull Ring,Bit Ear,Mouth Open (Middle),Spaceship,Hop With Me,Side Nod
7617,Keannu Kai,Male,Parrot,Green,,,Lei,,Whistle,Steel Stud,Gold Rings,Mouth Open (Middle) + Wink,Beach,Eating Carrots in the Dark,Groove
7618,,Male,Ice Cream,Reptile (White),,,Collar (Black),Propeller Hat,Lipstick,Bone,Steel Studs,Blank,Mansion,Disco Rabbit,Subtle Nod
7619,,Male,Peppermint,Brown,,Camo Jacket,,Bandana,Lip Piercings,Bull Ring,Gold Rings & Studs,Wonder,Swamp,Follow You,Groove
7620,,Female,Tiger,Brown,Heart Glasses,,Peace Necklace,Tuft (Blonde),Joint,,,Mouth Open (Right),Gallery,Hop With Me,Subtle Nod
7621,,Female,Darkness,Dead,Heart Glasses,,Collar (Pink),,Pacifier,,Gold Rings,Mouth Open (Middle),Gallery,Electric Carrots,Side To Side
7622,,Male,Black & White,Cat (Blue),Star Glasses,,,Mohawk (Red),Pipe,Gold Stud,,Mouth Open (Right),Swamp,Hop With Me,Bob
7623,,Male,Black & White,Brown,Sunglasses,,Gold Chain,,Carrot,Steel Ring,Steel Rings,Mouth Open (Right) + Wink,Heaven,Eating Carrots in the Dark,Side To Side
7624,,Female,Tiger,Scribble,,Flannel Jacket,VIP lanyard,Sombrero,,Gold Stud,,Blank,Forest,Back in the Burrow,Subtle Nod
7625,,Male,Red,Green,,Leather Vest,Dog Tags,Bandana,,Steel Ring,FLUF Tag,Blank,Markets,Ear Wobbler,Round
7626,,Male,Zebra,Mandala,,Sign My Carrot Singlet,Glowstick Necklace,Army Helmet,,,Gold Rings,Smile + Wink,Swamp,Hop With Me,Side To Side
7627,,Male,Tie Dye,Red,,Black FLUF Singlet,Glowstick Necklace,Beanie,,Bull Ring,,Smile + Wink,Beach,Coffee and Carrots,Side Nod
7628,Omega,Female,Grey,Fire,Star Glasses,Digital Camo Singlet,Bowtie (Gold),Conical Hat,Lipstick,Bull Ring,Gold Studs,Grin,The Front,Space Fluffle,Subtle Nod
7629,,Female,Winter,Glowing White,Neon Glasses,Leather Vest,,Devil Horns,Cigarette,Bull Ring,,Mouth Open (Right),Spaceship,Desert Digging,Big Nod
7630,RedDevil ,Male,Red,Brown,,Voxel Rabbit Singlet,,Devil Horns,Party Horn,Steel Stud,Steel Rings & Studs,Mouth Open (Left) + Wink,The Front,Let It Go,Round
7631,,Male,Brown,Reptile (Yellow),,Digital Camo Singlet,Bowtie (Red),,Cigarette,,Diamond Cross Earring,Mouth Open (Right),Forest,Follow You,Groove
7632,,Male,Brown,Scribble,,Puffer Vest,FLUF Logo Chain,Conical Hat,Medical Mask,,,Blank,Heaven,What the FLUF,Big Nod
7633,,Male,Winter,Cat (Blue),Star Glasses,Gold Jacket,,Flower Crown,Lip Piercings,Bone,,Smile + Wink,Heaven,Disco Rabbit,Subtle Nod
7634,,Male,Tiger,Red,Cyberpunk Glasses,Puffer Vest,,Conical Hat,Lollipop,,,Mouth Open (Left),Mansion,What the FLUF,Bob
7635,DUI,Male,Darkness,Hypnotic,,Sign My Carrot Singlet,Greenstone,Beer Hat,,Clown Nose,,Blank,Lambo,Space Fluffle,Subtle Nod
7636,,Male,Sandy,Blue,Bug Eye Glasses,Leather Vest,,,,Bone,Steel Rings & Studs,Wonder,Forest,Eating Carrots in the Dark,Groove
7637,,Male,Peppermint,Thirties,,Puffer Jacket,Bowtie (Black),Tuft (Blonde),Party Horn,,Steel Rings & Studs,Mouth Open (Left),Heaven,Coffee and Carrots,Groove
7638,Thurston Howell IV,Male,Parrot,Reptile (Cream),,High Vis Vest,,Mullet (Orange),Party Horn,,Diamond Studs,Mouth Open (Left),Beach,Run Rabbit,Bob
7639,,Male,Guernica,Scribble,,,Bowtie (Red),Pirate Hat,Party Horn,Gold Ring,,Mouth Open (Left),Beach,Disco Rabbit,Side To Side
7640,,Male,Guernica,Brown,Round Glasses,,Bowtie (Gold),Mullet (Base),,Bloody,Gold Studs,Smile,Garden,Hop With Me,Subtle Nod
7641,The Weeknd,Male,Winter,Heart (Red),,White Singlet,Collar (Pink),Afro (Black),Whistle,,FLUF Tag,Mouth Open (Middle),Swamp,Disco Rabbit,Bob
7642,Drifter,Male,Retro,Green (Dilated),,,,,Lip Piercings,Gold Stud,Bandaged,Smile + Wink,Dunes,Reggae Rabbits,Round
7643,Cheeto,Male,Cheetah,Red (Dilated),,Boob Tube,Collar (Black),Beer Hat,,Gold Ring,Gold Rings,Blank,Swamp,Beyond the Gates,Side To Side
7644,,Male,Marshmellow,Red (Dilated),,Voxel Rabbit Singlet,Bowtie (Black),,Party Horn,Bull Ring,,Mouth Open (Left),Lambo,Eating Carrots in the Dark,Side Nod
7645,T Bone,Male,Grey,Thirties,,Flannel Jacket,,Mullet (Orange),,Bull Ring,FLUF Tag,Blank,Backalley,Follow You,Big Nod
7646,,Male,Peppermint,Brown,Aviators,,Bowtie (Gold),,Joint,Clown Nose,Steel Studs,Mouth Open (Right),Mansion,FLUF You Up,Side To Side
7647,,Female,Black & White,Thirties,,Black FLUF Singlet,Bowtie (Black),,,Gold Stud,,Smile + Wink,Gallery,Reggae Rabbits,Round
7648,,Female,Darkness,Xs,,Sign My Carrot Singlet,Bowtie (Black),,Lollipop,Steel Ring,,Anger,Garden,Space Fluffle,Subtle Nod
7649,Cosmic Clown,Male,Grey,Blue,Sunglasses,,Collar (Black),Sun Visor,Lollipop,Clown Nose,,Anger,Spaceship,Electric Carrots,Subtle Nod
7650,Edgar Winterfur,Male,Winter,Blue,Safety Glasses,Digital Camo Singlet,VIP lanyard,Birthday Hat,,,,Blank,Spaceship,Beyond the Gates,Side Nod
7651,,Male,Black & White,Brown,,Voxel Rabbit Singlet,Bowtie (Red),Devil Horns,Lip Piercings,,Red Ribbon,Smile,Forest,Back in the Burrow,Bob
7652,,Male,Brown,Scribble,,Camo Jacket,,Halo,,Clown Nose,,Blank,The Front,Coffee and Carrots,Bob
7653,,Male,Black & White,Brown,,Flannel Jacket,,Mohawk (Black),Cigar,Bone,Steel Rings & Studs,Mouth Open (Right),Heaven,Desert Digging,Groove
7654,,Male,Highlighter,Brown,Sunglasses,Boob Tube,,Afro (Black),,,Gold Rings,Smile,Forest,Hop With Me,Big Nod
7655,Uncle Bully,Male,Bully,Red,Star Glasses,Sign My Carrot Singlet,Peace Necklace,,Party Horn,,Steel Rings,Anger,Lambo,Eating Carrots in the Dark,Side Nod
7656,Beached as,Female,Cow,Blue,Heart Glasses,,,Beanie,Cigar,Bull Ring,,Mouth Open (Right),Beach,Floating or Flying,Subtle Nod
7657,,Male,Darkness,Hypnotic,,Sign My Carrot Singlet,Bowtie (Black),Devil Horns,Cigarette,Clown Nose,Bandaged,Mouth Open (Right),Forest,Electric Carrots,Subtle Nod
7658,,Male,Marshmellow,Fire,Designer Glasses,Leather Vest,Bowtie (Gold),,,,Red Ribbon,Blank,Backalley,Ear Wobbler,Subtle Nod
7659,,Male,Grey,Green,Shutter Glasses,,Bowtie (Red),Beanie,Joint,Diamond Stud,Steel Rings & Studs,Mouth Open (Right) + Wink,Dunes,Run Rabbit,Big Nod
7660,,Female,Black & White,Blue,,Boob Tube,Collar (Pink),,,Clown Nose,Steel Studs,Grin,Swamp,Back in the Burrow,Subtle Nod
7661,,Male,Brown,Green,Deal With It Glasses,High Vis Vest,Bowtie (Black),Afro (Base),,,Steel Studs,Blank,Beach,Dubhop,Groove
7662,,Male,Peppermint,Blue,Round Glasses,Camo Jacket,Bowtie (Black),Beanie,,,FLUF Tag,Anger,The Front,Ear Wobbler,Side To Side
7663,,Male,Brown,Brown,Designer Glasses,Flannel Jacket,Bowtie (Black),,Tongue Out,Steel Ring,Gold Studs,Grin,Backalley,Ear Wobbler,Side Nod
7664,,Male,Orange,Green,,Black FLUF Singlet,Glowstick Necklace,Beer Hat,,Bone,Steel Studs,Blank + Wink,Heaven,What the FLUF,Big Nod
7665,,Male,Grey,Green,Neon Glasses,White Singlet,,Beanie,Lip Piercings,,Gold Rings,Smile,Dunes,Floating or Flying,Bob
7666,Dune Crew For Life,Female,Grey,Cat (Brown),Designer Glasses,,,Birthday Hat,,Steel Ring,Steel Studs,Anger,Lambo,Coffee and Carrots,Side Nod
7667,,Male,Darkness,Demon,Round Glasses,Black FLUF Singlet,,Army Helmet,,Steel Stud,Diamond Studs,Smile,Swamp,Disco Rabbit,Subtle Nod
7668,Dave ,Male,Candy Floss,Brown,Heart Glasses,Red Balloon Singlet,FLUF Logo Chain,,Pipe,Steel Ring,,Mouth Open (Right),Gallery,Follow You,Big Nod
7669,,Male,Moody Blue,Blue,Shutter Glasses,Tie Dye Singlet,,Mohawk (Base),Carrot,,FLUF Tag,Mouth Open (Right) + Wink,Swamp,Follow You,Side Nod
7670,Flufette ,Female,Grey,Green,Star Glasses,Leather Vest,,,Lip Piercings,Clown Nose,Gold Rings,Wonder,Beach,Floating or Flying,Groove
7671,,Male,Marshmellow,Brown,,,Bone Necklace,Mohawk (Base),Pacifier,Steel Ring,Bandaged,Mouth Open (Middle),Forest,FLUF You Up,Subtle Nod
7672,,Female,Winter,Blue,Fake Eyelashes,,,Tuft (Blonde),Pacifier,,,Mouth Open (Middle),Mansion,What the FLUF,Groove
7673,Thin Mints,Male,Peppermint,Blue,Eye Patch,,Bowtie (Black),Afro (Base),,Gold Ring,Steel Rings,Blank,Gallery,Reggae Rabbits,Big Nod
7674,,Male,Black & White,Fire,,Kimono,Bowtie (Red),Cowboy Hat,,Steel Ring,Gold Studs,Blank + Wink,Heaven,Follow You,Bob
7675,,Male,Moody Blue,Blue,Sunglasses,Flannel Jacket,,Mohawk (Red),,,,Blank + Wink,Garden,What the FLUF,Side Nod
7676,,Male,Moody Blue,Blue,,,Collar (Pink),Birthday Hat,Lollipop,Bull Ring,Gold Bows,Anger,Heaven,Reggae Rabbits,Round
7677,Penny McFluffLane,Female,Honeycomb,Cat (Brown),,Dress,,Mullet (Base),Lip Piercings,Steel Stud,,Wonder,Markets,Run Rabbit,Bob
7678,,Male,Candy Floss,Reptile (Cream),,,Bowtie (Gold),Tuft (Blonde),Pipe,,Steel Rings & Studs,Mouth Open (Right),Tiki,Electric Carrots,Groove
7679,,Male,Orange,Glowing Red,Designer Glasses,,,Mullet (Base),Carrot,Steel Stud,,Mouth Open (Right),Beach,I Like to Party,Big Nod
7680,,Male,Highlighter,Blue,,FLUF Jacket,,Mohawk (Base),,Clown Nose,Steel Rings & Studs,Blank + Wink,Markets,Dubhop,Side To Side
7681,KAWS,Female,Orange,Xs,,,Bowtie (Red),,Joint,Steel Ring,Red Ribbon,Mouth Open (Right),Beach,Disco Rabbit,Bob
7682,,Male,Raspberry Ripple,Cat (Blue),,Kimono,VIP lanyard,FLUF Cap,,,FLUF Tag,Anger,FLUF Haus Miami 2021,FLUF Ocean,Side To Side
7683,,Male,Darkness,Demon,Sunglasses,Flannel Jacket,,Beanie,Cigarette,,,Mouth Open (Right),Beach,FLUF You Up,Bob
7684,,Female,Winter,Purple,Star Glasses,Yellow Rabbit Singlet,Peace Necklace,Flower Crown,,Diamond Stud,Steel Rings,Blank + Wink,Swamp,Hop On By,Big Nod
7685,,Female,Grey,Cat (Brown),Designer Glasses,,,Sombrero,Pipe,,,Mouth Open (Right) + Wink,Garden,Desert Digging,Bob
7686,,Male,Sky,Blue,Round Glasses,,FLUF Logo Chain,Conical Hat,,,Steel Studs,Blank + Wink,Backalley,Rabbiton,Groove
7687,,Female,Guernica,Green,Bug Eye Glasses,,Bowtie (Black),,Party Horn,,Diamond Studs,Mouth Open (Left),Beach,Rabbiton,Bob
7688,Che Bo Tie,Male,Tie Dye,Dollars,,,Bowtie (Black),,Lollipop,Steel Ring,FLUF Tag,Anger,Mansion,Floating or Flying,Side Nod
7689,,Male,Black & White,Blue,Speed Glasses,Camo Jacket,Bowtie (Gold),Bandana,Lip Piercings,Bull Ring,Bit Ear,Smile,Swamp,Coffee and Carrots,Big Nod
7690,Santiago,Male,Sandy,Brown,Eye Patch,White Singlet,,Sombrero,Pipe,Steel Ring,Bandaged,Mouth Open (Right),Lambo,Space Fluffle,Bob
7691,,Male,Highlighter,Fire,,Puffer Vest,,Beer Hat,,Bone,Steel Rings,Blank,Markets,What the FLUF,Big Nod
7692,,Male,Brown,Reptile (Cream),Eye Patch,Leather Vest,Bowtie (Black),Conical Hat,,Bone,,Blank,Lambo,Reggae Rabbits,Side Nod
7693,,Male,Orange,Green,Safety Glasses,Kimono,Dog Tags,Conical Hat,Joint,Steel Stud,Gold Studs,Mouth Open (Right),Spaceship,Rabbiton,Bob
7694,Bluey,Male,Moody Blue,Cat (Blue),Eye Patch,Tie Dye Singlet,Collar (Black),,,,,Blank,Star Explorer,Higher,Round
7695,,Male,Black & White,Green (Dilated),Fake Eyelashes,Puffer Vest,Collar (Black),,Party Horn,Steel Stud,,Mouth Open (Left) + Wink,Dunes,Electric Carrots,Side To Side
7696,,Male,Raspberry Ripple,Brown,,,Collar (Black),Afro (Ginger),Lip Piercings,Steel Stud,,Smile + Wink,Dunes,Floating or Flying,Subtle Nod
7697,,Male,Brown,Thirties,,,Bowtie (Red),Army Helmet,Pipe,Clown Nose,Bandaged,Mouth Open (Right) + Wink,Gallery,What the FLUF,Subtle Nod
7698,,Female,Orange,Cat (Brown),,Black FLUF Singlet,Collar (Black),Mullet (Orange),Pacifier,Bull Ring,Red Ribbon,Mouth Open (Middle),Forest,I Like to Party,Subtle Nod
7699,Cheetah Cowboy Sr.,Male,Cheetah,Green,,Holographic Jacket,,Cowboy Hat,Lip Piercings,,Bandaged,Wonder,FLUF Haus Miami 2021,FLUF Ocean,Groove
7700,Queen of Fluf World,Female,Orange,Mandala,,Kimono,Collar (Black),Pirate Hat,Lollipop,Steel Stud,,Anger,Mansion,All I Need,Subtle Nod
7701,,Male,Orange,Yellow,,Kimono,Bowtie (Red),Tuft (Base),Cigarette,Bone,,Mouth Open (Right),Beach,Floating or Flying,Subtle Nod
7702,N1N3,Male,Peppermint,Thirties,,,,Beanie,,Gold Ring,,Blank,FLUF Haus Miami 2021,FLUF Ocean,Groove
7703,Jack Harer,Male,Zebra,Blue,Aviators,,,Tennis Hat,Joint,,Steel Rings & Studs,Mouth Open (Right),Forest,Coffee and Carrots,Side To Side
7704,,Male,Peppermint,Green,,,Clock Necklace,Mullet (Orange),Lip Piercings,Diamond Stud,,Smile,Garden,Follow You,Side To Side
7705,,Male,Red,Brown,Safety Glasses,Pink Jacket,,,Cigarette,Bull Ring,,Mouth Open (Right),Lambo,Ear Wobbler,Big Nod
