TOKEN_ID,TOKEN_NAME,animation,hair,face accessory,eyes,earrings,horns,colour scheme,halo,other accessories
7331,Imp #7331,Look left,Candle,Eye dots,Normal Eyes,,Small horns,Pink Forest,,Zen hands
7332,Imp #7332,Look left,Long hair beanie,,Mascara,Elf earrings,Thin horns,Neon Saphire,Balloons,Scythe
7333,Imp #7333,Look left,Fisherman beanie,Cute cheeks,Eyelashes,Antichrist earrings,Thin horns,Spearmint Cherry,,Ice cream
7334,Imp #7334,Look left,Bucket hat,Round shades,Normal Eyes,Two earrings,Medium horns,Berry Blossom,,Rattlesnake
7335,Imp #7335,Look left,,Tooth,Normal Eyes,Antichrist earrings,Thin horns,Berry Blossom,Top hat,Captain vest
7336,Imp #7336,Float,Punk,Face stripes,Eyes closed,,Medium horns,Angry Flamingo,,Small chains
7337,Imp #7337,Look left,Candle,Dragon moustache,Normal Eyes,Stripe earrings,Small horns,Grape lipstick,,Turtleneck
7338,Imp #7338,Float,Soldier,Cute cheeks,Eyes closed,Spike earring,Medium horns,Berry Blossom,,Captain vest
7339,Imp #7339,Float,Viking braids,Dragon moustache,Normal Eyes,Spike earring,Medium horns,Grape lipstick,,Axe
7340,Imp #7340,Look left,Ninja bandana,Gamepad,Normal Eyes,Eth earring,Slick horns,Berry Blossom,,
7341,Imp #7341,Float,L-hand,Face bandaid,Tired,Piercings,Slick horns,Spearmint sunset,,Big white wings
7342,Imp #7342,Look left,Beanie,Monocle,Eyelashes,,Thin horns,Angry Flamingo,War flag,Big wings
7343,Imp #7343,Look right,Visor Beanie,Disco glasses,Stubborn eyes,BTC earring,Split horns,Grape lipstick,Rocket,Laces
7344,Imp #7344,Look right,Viking braids,Round shades,Eyes closed,Diagonal piercings,Small horns,Angry Flamingo,Paper plane,Small chains
7345,Imp #7345,Look left,Double bandana,Broken glasses,Eyelashes,Eth earring,Tipped horns,Neon Saphire,Planets,Button Jacket
7346,Imp #7346,Look right,Frou,Snake tongue,Normal Eyes,,Split horns,Berry Blossom,,Scythe
7347,Imp #7347,Float,Cyborg spikes,Broken glasses,Normal Eyes,Single earring,Tipped horns,Spearmint sunset,,Turtleneck 2
7348,Imp #7348,Float,Forehead bandaid,Pencil,Normal Eyes,Stretcher,Medium horns,Spearmint sunset,,Devil tail
7349,Imp #7349,Float,Forehead bandaid,Heart pill,Normal Eyes,,Small horns,Spearmint Cherry,Paper plane,Laces
7350,Imp #7350,Look right,Desert hat,Moustache beard,Normal Eyes,Goth earrings,Thin horns,Spearmint sunset,,
7351,Imp #7351,Look right,Punk,Moustache,Fire pupils,Elf earrings,Tipped horns,Angry Flamingo,,
7352,Imp #7352,Look left,,Face bandaid,Eyes closed,,Medium horns,Spearmint Cherry,,Turtleneck
7353,Imp #7353,Look left,Small beanie,,Panda,,Medium horns,Grape lipstick,,Double chain
7354,Imp #7354,Look right,Mouse beanie,Pencil,Normal Eyes,Antichrist earrings,Split horns,Neon Lantern,Crown,
7355,Imp #7355,Float,Cowboy hat,Face bandaid,Eyelashes,BTC earring,Small horns,Spearmint Cherry,,
7356,Imp #7356,Float,,Specs,Normal Eyes,Top Piercings,Tipped horns,Spearmint Cherry,,Royal mantle
7357,Imp #7357,Float,Double bandana,Pencil,Normal Eyes,Piercings,Tipped horns,Spearmint Cherry,Fez,
7358,Imp #7358,Float,Skater Cap,Moustache,Normal Eyes,Single earring,Medium horns,Spearmint sunset,Paper plane,Captain vest
7359,Imp #7359,Look left,Unicorn,Round shades,Normal Eyes,Single earring,Tipped horns,Spearmint Cherry,,Aux Cables
7360,Imp #7360,Look left,,War stripes,Tired,Two earrings,Tipped horns,Pink Forest,Fez,Bell scarf
7361,Imp #7361,Look right,Desert hat,,Panda,Ofuda earrings,Branch horns 2,Neon Saphire,War flag,Turtleneck
7362,Imp #7362,Look right,,Black shades,Normal Eyes,Eth earring,Big horns,Berry Blossom,Top hat,Small chains
7363,Imp #7363,Float,,Branch nose,Stubborn eyes,BTC earring,Tipped horns,Spearmint sunset,Top hat,
7364,Imp #7364,Float,Samurai hair,,Eyepatch,Single earring,Small horns,Angry Flamingo,,Laces
7365,Imp #7365,Look right,Vine crown,Disco glasses,Normal Eyes,Elf earrings,Split horns,Neon Saphire,Planets,Bell scarf
7366,Imp #7366,Look right,Third eye,Cheek heart,Normal Eyes,,Thin horns,Ethereal Watermelon,Paper plane,Tag
7367,Imp #7367,Look left,Cowboy hat,Moustache beard,Normal Eyes,,Slick horns,Angry Flamingo,Balloons,Suit
7368,Imp #7368,Look right,,Aviator glasses,Eyelashes,Cross earring,Thin horns,Spearmint Cherry,,Tag
7369,Imp #7369,Look left,Viking braids,Tooth,Eyelashes,,Thin horns,Spearmint Cherry,Planets,
7370,Imp #7370,Look left,,Ring beard,Normal Eyes,Diagonal piercings,Double horns,Ethereal Watermelon,Little Dragon,Stunt suit
7371,Imp #7371,Look left,Hood,Fire beard,Eyes closed,,Thin horns,Grape lipstick,War flag,Ciggy
7372,Imp #7372,Look left,Six dots,Facemask,Eyes closed,Key earring,Medium horns,Neon Juice,,Big wings
7373,Imp #7373,Float,,Cheek O's,Stubborn eyes,Stretcher,Slick horns,Spearmint sunset,Fez,
7374,Imp #7374,Float,Three braids,Disco glasses,Tired,Diagonal piercings,Medium horns,Grape lipstick,War flag,Peace hand
7375,Imp #7375,Look left,Kitty,,Stubborn eyes,Eth earring,Antlers,Neon Saphire,,Aux Cables
7376,Imp #7376,Look right,Backwards cap,Branch nose,Mascara,Key earring,Split horns,Neon Saphire,Halo,Pipe
7377,Imp #7377,Float,Dual colored hair,Disco glasses,Eyelashes,Two earrings,Slick horns,Spearmint sunset,,Hover rings
7378,Imp #7378,Look right,Windy hair,,Normal Eyes,Antichrist earrings,Medium horns,Spearmint Cherry,,Turtleneck
7379,Imp #7379,Look left,,Disco glasses,Tired,Rose earring,Slick horns,Angry Flamingo,Rocket,Lollypop
7380,Imp #7380,Float,Flower tiara,Straw,Eyelashes,Flower earring,Small horns,Spearmint sunset,,
7381,Imp #7381,Look left,Punk,,Eyelashes,,Tipped horns,Neon Juice,Kid,Tag
7382,Imp #7382,Look left,Buzzed Punk,Lolly stick,Eyelashes,Eth earring,Thin horns,Ethereal Watermelon,,Stars
7383,Imp #7383,Float,Cowboy hat,Popsicle,Normal Eyes,BTC earring,Thin horns,Spearmint sunset,,Stunt suit
7384,Imp #7384,Look right,Small beanie,Wayfarer shades,Eyes closed,,Medium horns,Spearmint sunset,,Small chains
7385,Imp #7385,Float,Ninja bandana,Aviator glasses,Panda,Thick Piercings,Small horns,Angry Flamingo,,Peace hand
7386,Imp #7386,Float,Forehead bandaid,Kunai,Eyes closed,Flower earring,Thin horns,Spearmint sunset,,Sai
7387,Imp #7387,Float,Kitty,Aviator glasses,Mascara,Single earring,Tipped horns,Spearmint Cherry,,Ice cream
7388,Imp #7388,Float,Crew cut,War stripes,Blindfold,BTC earring,Thin horns,Neon Saphire,,
7389,Imp #7389,Look right,Double bandana,Cute cheeks,Eyes closed,Stretcher,Slick horns,Spearmint sunset,,Captain vest
7390,Imp #7390,Look right,Double poof,Popsicle,Eyes closed,,Medium horns,Spearmint sunset,,Button Jacket
7391,Imp #7391,Look right,,War stripes,Mascara,,Medium horns,Grape lipstick,Paper plane,Small wings
7392,Imp #7392,Float,,Small freckles,Eyelashes,Two earrings,Split horns,Neon Lantern,Crown,Fan
7393,Imp #7393,Look right,,Cheek triangles,Blindfold,,Double horns,Ethereal Watermelon,Moon,Royal mantle
7394,Imp #7394,Look left,Hood,Freckles,Normal Eyes,Top Piercings,Thin horns,Angry Flamingo,,Wing cloak
7395,Imp #7395,Look right,Tiara,,Normal Eyes,Antichrist earrings,Slick horns,Spearmint sunset,Moon,Scarf
7396,Imp #7396,Float,Punk,Popsicle,Tired,,Medium horns,Spearmint Cherry,UFO,Kawaii blocks
7397,Imp #7397,Look right,Double poof,Ace of spades,Fire lashes,,Tipped horns,Grape lipstick,,Imp Tail
7398,Imp #7398,Look right,Bowl cut beanie,,Eyelashes,Two earrings,Slick horns,Angry Flamingo,,Stunt suit
7399,Imp #7399,Float,Triple poof,Cheek O's,Normal Eyes,Cyber earrings,Thin horns,Neon Lantern,Moon,Chain
7400,Imp #7400,Float,Skater cut,,Eyepatch,Moon earrings,Medium horns,Neon Lantern,Paper plane,
7401,Imp #7401,Float,Backwards cap,Disco glasses,Fire lashes,,Medium horns,Spearmint sunset,,Imp Tail
7402,Imp #7402,Float,Beanie,Face bandaid,Panda,Key earring,Big horns,Grape lipstick,Halo,
7403,Imp #7403,Float,L-hand,,Normal Eyes,,Small horns,Spearmint sunset,Balloons,Ninja mask
7404,Imp #7404,Float,Bowl cut,Moustache beard,Yokai eyes,,Double horns,Grape lipstick,,
7405,Imp #7405,Float,Flat cap,Broken glasses,Yokai eyes,,Thin horns,Berry Blossom,War flag,Turtleneck 2
7406,Imp #7406,Look right,Captain hat,,Eyes closed,BTC earring,Double horns,Pink Forest,Top ghost,Lanterns
7407,Imp #7407,Look right,Undercut,Cheek bolt,Panda,,Double horns,Berry Blossom,Planets,
7408,Imp #7408,Float,Vine crown,,Panda,Elf earrings,Slick horns,Spearmint sunset,Fez,Axe
7409,Imp #7409,Look right,Wanderer cut,Cheek arrow,Normal Eyes,Cyber earrings,Branch horns,Cherry Tides,Murder of crows,Hands
7410,Imp #7410,Float,Third eye,,Normal Eyes,Two earrings,Split horns,Cherry Tides,Top void,Ciggy
7411,Imp #7411,Float,Bowl cut beanie,Tooth,Normal Eyes,Eth earring,Medium horns,Spearmint sunset,War flag,Ciggy
7412,Imp #7412,Float,Candle,,Tired,,Slick horns,Angry Flamingo,UFO,Monk collar
7413,Imp #7413,Look right,Punk,Freckles,Mask,,Big horns,Neon Saphire,,Devil tail
7414,Imp #7414,Look left,Visor Beanie,,VR,,Slick horns,Neon Juice,Love message,Tag
7415,Imp #7415,Look left,Long curly hair,Drool,Normal Eyes,Diagonal piercings,Tipped horns,Angry Flamingo,Fez,Ciggy
7416,Imp #7416,Look left,T-rex,,Normal Eyes,Moon earrings,Medium horns,Spearmint Cherry,,Sai
7417,Imp #7417,Look right,Small beanie,Rose,Normal Eyes,,Thin horns,Spearmint Cherry,Paper plane,Captain vest
7418,Imp #7418,Float,Fisherman beanie,Monocle,Stubborn eyes,Ofuda earrings,Small horns,Spearmint Cherry,,Axe
7419,Imp #7419,Look right,Flower tiara,,Fire pupils,Stripe earrings,Tipped horns,Neon Juice,Top void,Lollypop
7420,Imp #7420,Look right,Forehead bandaid,,Eyes closed,Two earrings,Small horns,Spearmint Cherry,,Chain
7421,Imp #7421,Float,Frou,Gas mask,Eyepatch,,Big horns,Pink Forest,,Laces
7422,Imp #7422,Float,,Fire beard,Stubborn eyes,Antichrist earrings,Tipped horns,Neon Saphire,Top hat,
7423,Imp #7423,Look left,Small beanie,Lolly stick,Normal Eyes,Cross earring,Small horns,Spearmint sunset,,Royal mantle
7424,Imp #7424,Float,Spikes,Round shades,Normal Eyes,,Small horns,Spearmint Cherry,,Captain vest
7425,Imp #7425,Look right,Six dots,Specs,Eyelashes,Elf earrings,Slick horns,Berry Blossom,,Scarf
7426,Imp #7426,Look left,Wizard cap,,Tired,Thick Piercings,Antlers,Pink Forest,Top void,Ciggy
7427,Imp #7427,Look right,Tiara,Branch nose,Stubborn eyes,,Tipped horns,Angry Flamingo,,Crumpled ciggy
7428,Imp #7428,Float,,Cheek heart,Tired,Flower earring,Small horns,Angry Flamingo,,Big wings
7429,Imp #7429,Look right,Metrosexual,Face stripes,Fire lashes,,Big horns,Cherry Tides,,Fantasy Sword
7430,Imp #7430,Look left,T-rex,3D glasses,Eyes closed,,Split horns,Berry Blossom,Top void,Suit
7431,Imp #7431,Look right,Kitty,Tears,Normal Eyes,,Small horns,Angry Flamingo,,Ciggy
7432,Imp #7432,Look right,Cyberhalo,Face bandaid,Stubborn eyes,Cross earring,Slick horns,Grape lipstick,,Monk collar
7433,Imp #7433,Look left,Skater Cap,Lolly stick,Normal Eyes,Antichrist earrings,Small horns,Grape lipstick,Paper plane,Small chains
7434,Imp #7434,Look right,Cyborg samurai hair,,Yokai eyes,Single earring,Double horns,Berry Blossom,Planets,Banana phone
7435,Imp #7435,Look left,Head arrows,,Blindfold,Diagonal piercings,Branch horns 2,Cherry Tides,Planets,Ice cream
7436,Imp #7436,Look left,Mouse beanie,Gamepad,Eyelashes,,Split horns,Berry Blossom,Love message,Decapitated
7437,Imp #7437,Float,Dual colored hair,,Normal Eyes,Top Piercings,Double horns,Berry Blossom,,Fantasy Sword
7438,Imp #7438,Look right,Six dots,Aviator glasses,Eyes closed,,Split horns,Pink Forest,Paper plane,Eye necklace
7439,Imp #7439,Look left,Quiff,Wayfarer shades,Eyelashes,Moon earrings,Tipped horns,Spearmint sunset,,Butterfly wings
7440,Imp #7440,Float,Double poof,,Mascara,BTC earring,Slick horns,Berry Blossom,UFO,Aux Cables
7441,Imp #7441,Float,Beanie,Small freckles,Eyes closed,Diagonal piercings,Big horns,Neon Saphire,Love message,Mime suit
7442,Imp #7442,Look right,Beanie,Moustache,Fire pupils,,Medium horns,Berry Blossom,Top void,Sword
7443,Imp #7443,Look left,,Kunai,Yokai eyes,Eth earring,Big horns,Cherry Tides,Rocket,Devil tail
7444,Imp #7444,Float,Hunter hat,Cheek arrow,Normal Eyes,,Slick horns,Spearmint Cherry,Paper plane,Sushi
7445,Imp #7445,Float,Small beanie,Facemask,Normal Eyes,,Thin horns,Spearmint sunset,,Decapitated
7446,Imp #7446,Look right,Short dreads mesh,Moustache beard,Normal Eyes,Two earrings,Medium horns,Spearmint sunset,Balloons,Ice cream
7447,Imp #7447,Float,Rasta,Fire beard,Fire lashes,Rose earring,Split horns,Pink Forest,Moon,
7448,Imp #7448,Look left,Punk,Aviator glasses,Eyepatch,Single earring,Slick horns,Angry Flamingo,Paper plane,Small chains
7449,Imp #7449,Float,Hunter hat,Small freckles,Mask,Feather earrings,Big horns,Neon Juice,,Tag
7450,Imp #7450,Float,Celestial tiara,Popsicle,Stubborn eyes,Moon earrings,Branch horns 2,Neon Saphire,,Kawaii blocks
7451,Imp #7451,Look left,Hood,Moustache,Eyelashes,Key earring,Medium horns,Angry Flamingo,,Royal mantle
7452,Imp #7452,Float,Fedora,Popsicle,Blindfold,Antichrist earrings,Double horns,Neon Juice,,Suit
7453,Imp #7453,Look left,Geisha cut,3D glasses,Normal Eyes,Thick Piercings,Double horns,Grape lipstick,UFO,
7454,Imp #7454,Look left,Goggles,Goatee,Eyepatch,Two earrings,Tipped horns,Neon Juice,Love message,
7455,Imp #7455,Look right,Cyborg spikes,Cheek heart,Normal Eyes,Goth earrings,Double horns,Grape lipstick,,Scroll
7456,Imp #7456,Float,,Stitches,Tired,Cross earring,Double horns,Cherry Tides,,Crumpled ciggy
7457,Imp #7457,Float,Punk,,Yokai eyes,Stripe earrings,Split horns,Grape lipstick,,Bottom Ghost
7458,Imp #7458,Look left,Double bandana,Tongue,Normal Eyes,Two earrings,Medium horns,Angry Flamingo,Paper plane,
7459,Imp #7459,Float,Visor Beanie,Tongue,Normal Eyes,Rose earring,Thin horns,Spearmint sunset,Planets,
7460,Imp #7460,Float,Beanie,,Blindfold,Eth earring,Branch horns,Ethereal Watermelon,Love message,
7461,Imp #7461,Float,,Cheek O's,Eyepatch,Stretcher,Split horns,Neon Juice,Paper plane,Small chains
7462,Imp #7462,Look right,Viking braids,,Tired,,Thin horns,Ethereal Watermelon,Kid,Bell scarf
7463,Imp #7463,Float,Double poof,Goatee,Eyelashes,Moon earrings,Thin horns,Spearmint sunset,,Crumpled ciggy
7464,Imp #7464,Float,Desert hat,Drool,Eyelashes,Ofuda earrings,Small horns,Pink Forest,,Turtleneck 2
7465,Imp #7465,Look right,Skater Cap,Disco glasses,Tired,Flower earring,Thin horns,Neon Lantern,Floating Flowers,Ice cream
7466,Imp #7466,Look left,Backwards cap,Wayfarer shades,Empty eyes,,Big horns,Neon Lantern,,Hover rings
7467,Imp #7467,Look right,Vine crown,Cute cheeks,VR,,Double horns,Ethereal Watermelon,Rocket,Bottom Ghost
7468,Imp #7468,Float,Kitty,War stripes,Normal Eyes,BTC earring,Small horns,Spearmint Cherry,,Laces
7469,Imp #7469,Float,Skater cut,Wayfarer shades,Eyelashes,,Small horns,Angry Flamingo,UFO,Small chains
7470,Imp #7470,Look right,Bandana,Broken glasses,Tired,Cross earring,Small horns,Spearmint sunset,,Ice cream
7471,Imp #7471,Look left,Long curly hair,,Fire pupils,Flower earring,Slick horns,Spearmint sunset,Planets,Captain vest
7472,Imp #7472,Look left,Ninja bandana,Wayfarer shades,Mascara,Thick Piercings,Split horns,Neon Juice,,Turtleneck
7473,Imp #7473,Look left,Skater cut,Lolly stick,Fire pupils,,Big horns,Berry Blossom,,Zen hands
7474,Imp #7474,Float,Cowboy hat,Heart pill,Fire lashes,Flower earring,Double horns,Neon Juice,Paper plane,
7475,Imp #7475,Look right,Soldier,Monocle,Panda,,Tipped horns,Angry Flamingo,,Wing cloak
7476,Imp #7476,Float,Long curly hair,Aviator glasses,Blindfold,Antichrist earrings,Thin horns,Grape lipstick,,Captain vest
7477,Imp #7477,Look right,Hood,,Stubborn eyes,Flower earring,Thin horns,Berry Blossom,Halo,Tag
7478,Imp #7478,Look left,Cyborg samurai hair,Popsicle,Fire pupils,,Slick horns,Grape lipstick,,Wing cloak
7479,Imp #7479,Float,Fisherman beanie,Ofuda,Eyepatch,Moon earrings,Big horns,Neon Juice,,Double chain
7480,Imp #7480,Float,Spikes,Nosering,Eyelashes,Rose earring,Tipped horns,Neon Saphire,War flag,
7481,Imp #7481,Look left,Ninja bandana,Ofuda,Yokai eyes,Ofuda earrings,Branch horns,Yin Yang,Little Dragon,Lanterns
7482,Imp #7482,Look left,L-hand,Wayfarer shades,Normal Eyes,Stripe earrings,Thin horns,Spearmint Cherry,,Turtleneck
7483,Imp #7483,Look left,Viking braids,Heart pill,Eyes closed,Piercings,Tipped horns,Angry Flamingo,,Small wings
7484,Imp #7484,Float,Backwards cap,Face bandaid,Eyelashes,Rose earring,Branch horns 2,Neon Juice,Floating Flowers,
7485,Imp #7485,Look left,Captain hat,,Eyelashes,Single earring,Split horns,Neon Saphire,Murder of crows,Tag
7486,Imp #7486,Look right,Short dreads,Pencil,Eyelashes,,Double horns,Neon Saphire,Top hat,Chain
7487,Imp #7487,Look right,Hairclips,Tooth,Normal Eyes,Two earrings,Small horns,Spearmint Cherry,,Captain vest
7488,Imp #7488,Float,,Heart pill,Normal Eyes,Ofuda earrings,Thin horns,Neon Saphire,Halo,Turtleneck 2
7489,Imp #7489,Look right,,Drool,Normal Eyes,Antichrist earrings,Slick horns,Pink Forest,War flag,Button Jacket
7490,Imp #7490,Look left,Long curly hair,Cheek bolt,Empty eyes,,Branch horns,Neon Lantern,War flag,
7491,Imp #7491,Look right,Bucket hat,Face bandaid,Eyelashes,,Double horns,Neon Lantern,Top ghost,Imp Necklace
7492,Imp #7492,Float,Ninja bandana,Straw,Tired,Flower earring,Small horns,Spearmint sunset,,Ice cream
7493,Imp #7493,Float,Ninja bandana,Pencil,Normal Eyes,,Tipped horns,Angry Flamingo,,Small chains
7494,Imp #7494,Look right,,Freckles,Mascara,Rose earring,Medium horns,Spearmint Cherry,,Axe
7495,Imp #7495,Look left,Ninja bandana,Goatee,Eyelashes,Moon earrings,Small horns,Angry Flamingo,,Imp Necklace
7496,Imp #7496,Look left,,Tongue,Normal Eyes,Diagonal piercings,Split horns,Neon Juice,Crown,
7497,Imp #7497,Float,,Cheek arrow,Panda,Single earring,Thin horns,Grape lipstick,Top ghost,Lanterns
7498,Imp #7498,Look left,Short dreads,Fire beard,Eyepatch,,Split horns,Neon Juice,Halo,
7499,Imp #7499,Float,Windy hair,Heart pill,Blindfold,,Thin horns,Neon Lantern,,Scarf
7500,Imp #7500,Look right,Candle,Black shades,Normal Eyes,Key earring,Small horns,Grape lipstick,UFO,Turtleneck 2
7501,Imp #7501,Look left,Ninja bandana,Facemask,Fire pupils,,Thin horns,Angry Flamingo,,Laces
7502,Imp #7502,Look right,Goggles,,Normal Eyes,Top Piercings,Small horns,Angry Flamingo,,Small wings
7503,Imp #7503,Float,Buzzed Punk,,Fire lashes,,Double horns,Ethereal Watermelon,War flag,Sai
7504,Imp #7504,Look right,Candle,,Normal Eyes,Elf earrings,Medium horns,Spearmint Cherry,Paper plane,Turtleneck
7505,Imp #7505,Float,,Small freckles,Normal Eyes,Ofuda earrings,Slick horns,Spearmint sunset,Fez,
7506,Imp #7506,Look right,Ninja bandana,,Eyes closed,Top Piercings,Tipped horns,Spearmint Cherry,Paper plane,Axe
7507,Imp #7507,Float,Fedora,Disco glasses,Normal Eyes,Two earrings,Small horns,Angry Flamingo,,Button Jacket
7508,Imp #7508,Look left,Small beanie,Round shades,Eyes closed,Cross earring,Tipped horns,Berry Blossom,,Butterfly wings
7509,Imp #7509,Float,Wanderer cut,Dragon moustache,Eyes closed,,Medium horns,Grape lipstick,Fez,Button Jacket
7510,Imp #7510,Look left,Kitty,Aviator glasses,Eyepatch,Cross earring,Slick horns,Angry Flamingo,,Peace hand
7511,Imp #7511,Float,Unicorn,Aviator glasses,Normal Eyes,Diagonal piercings,Thin horns,Spearmint Cherry,,Pipe
7512,Imp #7512,Look right,Hood,Ring beard,Eyelashes,Goth earrings,Split horns,Pink Forest,Balloons,Imp Necklace
7513,Imp #7513,Look left,Small beanie,Cheek heart,Eyes closed,,Split horns,Berry Blossom,Kid,Tag
7514,Imp #7514,Float,Small beanie,Moustache,Normal Eyes,Cross earring,Small horns,Spearmint sunset,,Axe
7515,Imp #7515,Look right,Sapling,Cheek triangles,Normal Eyes,,Small horns,Angry Flamingo,Love message,
7516,Imp #7516,Float,Forehead bandaid,3D glasses,Eyes closed,Stretcher,Slick horns,Spearmint sunset,Balloons,Sword
7517,Imp #7517,Float,Soldier,Heart pill,Eyelashes,,Medium horns,Angry Flamingo,Paper plane,Axe
7518,Imp #7518,Look left,Super Saiyan,Eye dots,Eyes closed,,Small horns,Spearmint Cherry,,Small chains
7519,Imp #7519,Float,Samurai hair,,Mascara,BTC earring,Split horns,Neon Saphire,Paper plane,Royal mantle
7520,Imp #7520,Look right,Candle,,VR,Moon earrings,Medium horns,Spearmint Cherry,,Button Jacket
7521,Imp #7521,Float,Small beanie,Dragon moustache,Tired,Top Piercings,Double horns,Pink Forest,Top ghost,
7522,Imp #7522,Float,Wild hair,,Eyepatch,,Big horns,Ethereal Watermelon,Top void,Surrender flag
7523,Imp #7523,Look right,Super Saiyan,Popsicle,Normal Eyes,Elf earrings,Slick horns,Spearmint Cherry,,Button Jacket
7524,Imp #7524,Float,Skater Cap,Flower,Eyes closed,,Medium horns,Grape lipstick,,Axe
7525,Imp #7525,Look left,Parasyte,Ring beard,VR,Diagonal piercings,Split horns,Cherry Tides,,Laces
7526,Imp #7526,Look right,Hood,Pencil,Tired,Ofuda earrings,Small horns,Angry Flamingo,,Big wings
7527,Imp #7527,Look left,Poof,Drool,Mask,Stripe earrings,Branch horns 2,Neon Juice,,Big wings
7528,Imp #7528,Look right,,,Panda,Ofuda earrings,Thin horns,Spearmint Cherry,,Chain
7529,Imp #7529,Float,,Tooth,Panda,,Slick horns,Spearmint sunset,Top ghost,Royal mantle
7530,Imp #7530,Look right,Flower tiara,,Normal Eyes,,Medium horns,Spearmint Cherry,Fez,Captain vest
7531,Imp #7531,Look right,Samurai hair,Goatee,Tired,Stretcher,Medium horns,Spearmint Cherry,,Sushi
7532,Imp #7532,Float,Fedora,Rose,Eyelashes,,Split horns,Ethereal Watermelon,Little Dragon,Ice cream
7533,Imp #7533,Float,Visor Beanie,,Normal Eyes,Goth earrings,Thin horns,Angry Flamingo,Paper plane,Big wings
7534,Imp #7534,Look right,Windy hair,Disco glasses,Normal Eyes,Ofuda earrings,Small horns,Spearmint Cherry,,Small chains
7535,Imp #7535,Float,Beanie,,Panda,Diagonal piercings,Medium horns,Spearmint Cherry,Balloons,Surrender flag
7536,Imp #7536,Look left,,Drool,Eyes closed,,Small horns,Spearmint Cherry,Planets,Imp Tail
7537,Imp #7537,Look right,Poof,Wayfarer shades,Stubborn eyes,,Split horns,Neon Juice,Moon,Red tie
7538,Imp #7538,Float,Long hair beanie,Wayfarer shades,Normal Eyes,,Double horns,Neon Saphire,Crown,Captain vest
7539,Imp #7539,Look left,Small beanie,Moustache,Panda,,Medium horns,Angry Flamingo,,Nunchucks
7540,Imp #7540,Look right,,Gas mask,Eyelashes,,Antlers,Ethereal Watermelon,Halo,Wing cloak
7541,Imp #7541,Float,Goggles,,Stubborn eyes,Rose earring,Small horns,Spearmint sunset,,Small chains
7542,Imp #7542,Float,Bowl cut beanie,Cheek O's,Eyes closed,Rose earring,Tipped horns,Spearmint Cherry,,Sushi
7543,Imp #7543,Float,Cyborg samurai hair,Disco glasses,Normal Eyes,Key earring,Split horns,Pink Forest,UFO,Recruitment
7544,Imp #7544,Float,,Eye dots,Eyelashes,Top Piercings,Double horns,Berry Blossom,,Scythe
7545,Imp #7545,Look left,Candle,Ring beard,Eyes closed,Smiley earrings,Slick horns,Spearmint sunset,,Turtleneck 2
7546,Imp #7546,Look left,Undercut,Pencil,Normal Eyes,Goth earrings,Split horns,Grape lipstick,,Captain vest
7547,Imp #7547,Float,Frou,Disco glasses,Normal Eyes,Smiley earrings,Medium horns,Angry Flamingo,Top hat,
7548,Imp #7548,Look right,Hood,Freckles,Normal Eyes,,Slick horns,Neon Juice,Floating Flowers,Mime suit
7549,Imp #7549,Float,Kitty,Monocle,Mascara,Thick Piercings,Tipped horns,Angry Flamingo,,Surrender flag
7550,Imp #7550,Float,Third eye,Branch nose,Fire pupils,,Thin horns,Ethereal Watermelon,,Mime suit
7551,Imp #7551,Look left,,Pencil,Normal Eyes,Eth earring,Small horns,Angry Flamingo,,Monk collar
7552,Imp #7552,Look right,Double bandana,Wayfarer shades,Normal Eyes,Elf earrings,Small horns,Spearmint Cherry,,Sushi
7553,Imp #7553,Look right,Soldier,,Eyepatch,Moon earrings,Big horns,Neon Lantern,Love message,
7554,Imp #7554,Look left,,Nosering,Eyepatch,Key earring,Big horns,Grape lipstick,,Ciggy
7555,Imp #7555,Float,T-rex,,Empty eyes,Flower earring,Big horns,Neon Saphire,Top void,Sai
7556,Imp #7556,Float,Wanderer cut,Dragon moustache,Yokai eyes,,Double horns,Neon Juice,,
7557,Imp #7557,Look left,Captain hat,War stripes,Normal Eyes,Stretcher,Medium horns,Spearmint sunset,,Lollypop
7558,Imp #7558,Look right,Beanie,Tooth,Mascara,Rose earring,Tipped horns,Neon Lantern,Rocket,
7559,Imp #7559,Float,Candle,Ofuda,Normal Eyes,Goth earrings,Medium horns,Spearmint Cherry,Balloons,
7560,Imp #7560,Look left,Bowl cut,Tongue,Eyes closed,BTC earring,Small horns,Berry Blossom,,Ice cream
7561,Imp #7561,Look right,Cyborg samurai hair,Heart pill,Normal Eyes,Rose earring,Split horns,Pink Forest,UFO,
7562,Imp #7562,Look left,Tiara,,Cyclops,Flower earring,Branch horns,Cherry Tides,War flag,
7563,Imp #7563,Look left,Double bandana,Cute cheeks,Eyes closed,,Thin horns,Spearmint Cherry,,Surrender flag
7564,Imp #7564,Float,Sapling,Drool,Cyclops,,Double horns,Ethereal Watermelon,,Big white wings
7565,Imp #7565,Look left,Mushrooms,Tongue,Normal Eyes,Cyber earrings,Branch horns,Yin Yang,Top void,
7566,Imp #7566,Look right,Forehead bandaid,Dragon moustache,Panda,Stretcher,Small horns,Spearmint sunset,,Turtleneck
7567,Imp #7567,Float,Bowl cut,Wayfarer shades,Normal Eyes,,Small horns,Angry Flamingo,Planets,Bell scarf
