TOKEN_ID,TOKEN_NAME,Background,Fur,Mouth,Eyes,Clothes,Hat,Power,Speed,Cuteness,Intelligence,Total skills
2662,Panda #2662,Lavender,Black,Bamboo,Thug Life,Vampire,Earth Dragon,77,1,58,98,234
2663,Panda #2663,Cerulean,Black,Pink Gum,Orange Iris,Black Hoodie,Jester,45,23,57,31,156
2664,Panda #2664,Banana,Red,Pink Gum,Blindfold,Yellow Tuxedo,Blue Beanie,23,33,0,79,135
2665,Panda #2665,Banana,Black,Cigarette,Blue Iris,Yellow Tuxedo,Laurel Wreath,54,78,89,79,300
2666,Panda #2666,Rise,Black,Trumpet,Orange Iris,Koi Tattoo,Lotus Flower,0,18,98,2,118
2667,Panda #2667,Lime,Red,Jester,Red Noun,Kimono,Bamboo Conical,67,55,89,59,270
2668,Panda #2668,Banana,Black,gm,Pink Shutter,Leather Jacket,Pink Partyhat,34,98,96,62,290
2669,Panda #2669,Lime,Blue,Party Horn Red,Bitcoin,Pink Tuxedo,Jester,60,36,63,45,204
2670,Panda #2670,Lavender,Brown,Death Whistle,Demonic,Leather Jacket,Pirate,10,7,61,32,110
2671,Panda #2671,Teal,Black,Pai Mei,Anime,Vampire,Yellow Paper Crown,16,84,62,74,236
2672,Panda #2672,Cerulean,Pink,Sad,Sad,Koi Tattoo,Nogitsune,51,11,18,63,143
2673,Panda #2673,Goodmorning,Black,Surgical Mask,Orange Iris,Wizard Robe,Bamboo Conical,72,94,32,68,266
2674,Panda #2674,Lavender,Pink,Pink Gum,Hearts,Greek Toga,Bun,45,47,42,20,154
2675,Panda #2675,Cerulean,Blue,Pyro,Green Iris,Leather Jacket,Bun,27,92,48,61,228
2676,Panda #2676,Cerulean,Pink,Happy,Monocle,Koi Tattoo,Red Beanie,38,53,17,48,156
2677,Panda #2677,Cerulean,Gold,Pyro,Anime,Blue Bandana,Yellow Paper Crown,15,61,64,97,237
2678,Panda #2678,Teal,Red,Jester,Demonic,Leather Jacket,Red Beanie,53,99,4,58,214
2679,Panda #2679,Banana,Purple,Neutral,Hearts,Yin Yang Necklace,Black Conical,3,83,58,39,183
2680,Panda #2680,Teal,Red,Ninja Mask,Superpanda,Vampire,Laurel Wreath,35,66,35,95,231
2681,Panda #2681,Cerulean,Mermaid,Jester,Orange Iris,Leather Jacket,Lotus Flower,59,54,6,4,123
2682,Panda #2682,Cerulean,Mermaid,Vampire,Mad,Pirate,Halo,83,38,1,56,178
2683,Panda #2683,Lime,Black,Neutral,Holy,Kimono,Koi,40,67,90,50,247
2684,Panda #2684,Violet,Mermaid,Sad,Thug Life,Gold Necklace,Blue Beanie,14,44,33,93,184
2685,Panda #2685,Cerulean,Red,Pyro,Pink Shutter,Koi Tattoo,Silver Crown,57,47,27,66,197
2686,Panda #2686,Neon Green,Silver,Death Whistle,Blue Iris,Hawaiian,Lotus Flower,32,28,57,9,126
2687,Panda #2687,Dawn,Black,Happy,Bitcoin,Holographic Jacket,Kitsune,15,58,57,54,184
2688,Panda #2688,Lime,Black,Neutral,Green Iris,Holographic Jacket,Bun,92,58,65,77,292
2689,Panda #2689,Cerulean,Albino,Blue Gum,Mad,Hawaiian,Blue Paper Crown,35,96,71,38,240
2690,Panda #2690,Dawn,Black,Pai Mei,Monocle,Black Tuxedo,Squid,30,71,19,15,135
2691,Panda #2691,Lime,Black,Cigarette,Orange Iris,Gold Necklace,Earth Dragon,9,66,55,66,196
2692,Panda #2692,Cerulean,Black,Pai Mei,Hearts,Prisoner,Jester,51,3,33,80,167
2693,Panda #2693,Cerulean,Red,Pink Gum,Gradient Noun,Pink Tuxedo,Bun,74,74,86,89,323
2694,Panda #2694,Goodmorning,Black,Bamboo,Eyepatch,Black Tuxedo,Halo,78,91,32,19,220
2695,Panda #2695,Cerulean,Brown,Surgical Mask,Jester,Pink Tuxedo,Jester,44,30,61,70,205
2696,Panda #2696,Rise,Black,Jester,Green Iris,Koi Tattoo,Pink Paper Crown,86,31,94,74,285
2697,Panda #2697,Lime,Black,Death Whistle,Green Iris,Red Bandana,Purple Paper Crown,72,2,26,91,191
2698,Panda #2698,Vaporwave,Albino,Pyro,Eyepatch,Blue Bandana,Blue Beanie,63,65,82,28,238
2699,Panda #2699,Banana,Galaxy,Pai Mei,Blue Iris,Kimono,Blue Beanie,11,19,5,11,46
2700,Panda #2700,Cerulean,Brown,Party Horn Yellow,Blindfold,Blue Bandana,Blue Beanie,32,10,66,26,134
2701,Panda #2701,Lavender,Gold,Pizza,Sad,Leather Jacket,Celestial Dragon,6,100,35,58,199
2702,Panda #2702,Cerulean,Black,Pink Gum,Jester,Leather Jacket,Blue Beanie,58,64,5,38,165
2703,Panda #2703,Azure,Black,Pink Gum,Anime,Angel Wings,Bun,5,51,29,98,183
2704,Panda #2704,Banana,Blue,Banana,Jester,Hawaiian,Lotus Flower,92,27,8,53,180
2705,Panda #2705,Lime,Brown,Pink Gum,Bitcoin,Koi Tattoo,Lotus Flower,12,97,35,73,217
2706,Panda #2706,Lavender,Red,gm,Hypno,Blue Hoodie,Kitsune,17,53,85,81,236
2707,Panda #2707,Azure,Camo,Pai Mei,Eyepatch,Red Tuxedo,Kitsune,89,6,91,14,200
2708,Panda #2708,Azure,Black,Bamboo,Superpanda,Red Hoodie,Laurel Wreath,49,63,79,73,264
2709,Panda #2709,Lime,Black,gm,Green Iris,Black Hoodie,Blue Beanie,8,65,63,11,147
2710,Panda #2710,Cerulean,Camo,Happy,Orange Iris,Black Hoodie,Red Beanie,61,63,25,80,229
2711,Panda #2711,Lavender,Silver,Neutral,Sad,Greek Toga,Bamboo Conical,45,69,70,85,269
2712,Panda #2712,Lime,Brown,Neutral,Monocle,Leather Jacket,Blue Beanie,58,56,58,67,239
2713,Panda #2713,Azure,Black,Trumpet,Glasses,Leather Jacket,Lotus Flower,77,61,93,10,241
2714,Panda #2714,Cerulean,Purple,Rose,Green Iris,Red Hoodie,Blue Beanie,84,24,93,19,220
2715,Panda #2715,Cerulean,Purple,Happy,Vaporwave,Blue Tuxedo,Lotus Flower,7,67,9,34,117
2716,Panda #2716,Lime,Pink,Happy,Blue Iris,Red Bandana,Bamboo Conical,91,86,14,37,228
2717,Panda #2717,Banana,Camo,Bamboo,Sad,Gold Necklace,Koi,14,19,93,7,133
2718,Panda #2718,Violet,Black,Trumpet,Holy,Yin Yang Necklace,Laurel Wreath,43,82,15,69,209
2719,Panda #2719,Teal,DMT,Party Horn Yellow,Blue Iris,Blue Bandana,Blue Beanie,31,26,59,22,138
2720,Panda #2720,Lavender,Purple,Vampire,Anime,Gold Necklace,Bamboo Conical,5,51,3,81,140
2721,Panda #2721,Banana,Mermaid,Trumpet,Eyepatch,Samurai,Lotus Flower,47,28,31,81,187
2722,Panda #2722,Teal,Black,Ninja Mask,Cyber,Angel Wings,Bun,35,38,99,67,239
2723,Panda #2723,Coral,Black,Neutral,Orange Iris,Yellow Tuxedo,Pink Paper Crown,33,73,56,77,239
2724,Panda #2724,Lime,Brown,Party Horn Red,Thug Life,Hawaiian,Bamboo Conical,3,62,70,89,224
2725,Panda #2725,Cerulean,Black,Bamboo,Cyber,Blue Bandana,Lotus Flower,9,60,38,30,137
2726,Panda #2726,Violet,Brown,Neutral,Orange Iris,Prisoner,Bun,77,92,3,17,189
2727,Panda #2727,Goodmorning,Rainbow,Neutral,Green Iris,Red Bandana,Bun,39,64,96,13,212
2728,Panda #2728,Lavender,Black,Blue Gum,Green Shutter,Koi Tattoo,Bamboo Conical,36,92,99,41,268
2729,Panda #2729,Lime,Mermaid,Neutral,Glasses,Yin Yang Necklace,Bun,29,88,9,6,132
2730,Panda #2730,Cerulean,Blue,Blue Gum,Blindfold,Greek Toga,Bun,13,88,95,92,288
2731,Panda #2731,Dawn,Brown,Neutral,Hearts,Red Bandana,Pirate,58,67,49,48,222
2732,Panda #2732,Vaporwave,Black,Jester,Hearts,Yin Yang Necklace,Bun,14,28,53,82,177
2733,Panda #2733,Lime,Rainbow,Surgical Mask,Sad,Red Tuxedo,Bamboo Conical,31,10,9,0,50
2734,Panda #2734,Cotton Candy,Galaxy,Pai Mei,Monocle,Red Hoodie,Halo,82,40,62,25,209
2735,Panda #2735,Lavender,Brown,Evil Cigarette,Green Iris,Red Bandana,Pink Partyhat,3,85,61,48,197
2736,Panda #2736,Banana,Red,Happy,Monocle,Yellow Tuxedo,Bamboo Conical,15,95,18,36,164
2737,Panda #2737,Lavender,Brown,Vampire,3D,Gold Necklace,Jester,63,11,49,52,175
2738,Panda #2738,Violet,DMT,Happy,Demonic,Leather Jacket,Laurel Wreath,24,94,1,8,127
2739,Panda #2739,Teal,Blue,Happy,Blue Laser,Leather Jacket,Jester,43,75,1,61,180
2740,Panda #2740,Cerulean,Gold,Death Whistle,Hearts,Pink Tuxedo,Unicorn,22,32,21,44,119
2741,Panda #2741,Teal,Brown,Trumpet,Eyepatch,Leather Jacket,Koi,44,94,71,94,303
2742,Panda #2742,Lime,Purple,Ninja Mask,Anime,Red Hoodie,Gold Crown,2,8,19,7,36
2743,Panda #2743,Coral,Mermaid,Blue Gum,Bitcoin,Joker,Pink Partyhat,98,65,28,87,278
2744,Panda #2744,Lime,Black,Surgical Mask,Sad,Red Bandana,Bun,40,80,34,94,248
2745,Panda #2745,Lime,Black,Blue Gum,Pink Shutter,Superpanda,Gold Crown,24,75,36,44,179
2746,Panda #2746,Cotton Candy,Red,Vampire,Eyepatch,Blue Bandana,Unicorn,16,72,25,82,195
2747,Panda #2747,Lavender,Brown,Pai Mei,VR,Shakespear,Bamboo Conical,27,75,67,49,218
2748,Panda #2748,Violet,Mermaid,Party Horn Yellow,Green Iris,Red Bandana,Squid,53,11,61,31,156
2749,Panda #2749,Banana,Black,Happy,Glasses,Panda Necklace,Kitsune,14,76,8,78,176
2750,Panda #2750,Cerulean,Pink,Banana,Demonic,Holographic Jacket,Squid,1,80,3,99,183
2751,Panda #2751,Lime,Camo,Rose,Superpanda,Yellow Tuxedo,Bamboo Conical,83,5,17,76,181
2752,Panda #2752,Neon Green,Black,Mad,Hearts,Black Tuxedo,Blue Beanie,80,6,97,35,218
2753,Panda #2753,Lime,Purple,Blue Gum,Sad,Yin Yang Necklace,Jester,95,92,34,51,272
2754,Panda #2754,Cerulean,Silver,Blue Gum,Sad,Vampire,Wizard,4,43,7,32,86
2755,Panda #2755,Banana,Galaxy,Happy,Green Shutter,Kimono,Blue Beanie,66,53,52,15,186
2756,Panda #2756,Teal,Brown,Ninja Mask,Vaporwave,Joker,Black Conical,38,20,39,95,192
2757,Panda #2757,Lime,Pink,Sad,Blue Iris,Shakespear,Bun,35,78,63,67,243
2758,Panda #2758,Neon Green,Pink,Party Horn Red,Gradient Noun,Gold Necklace,Black Conical,35,89,47,86,257
2759,Panda #2759,Lime,Purple,Surgical Mask,Red Noun,Red Tuxedo,Blue Beanie,11,64,38,90,203
2760,Panda #2760,Cerulean,Purple,Pink Gum,Blue Iris,Shakespear,Purple Paper Crown,19,75,54,32,180
2761,Panda #2761,Cerulean,Black,Neutral,Anime,Blue Bandana,Halo,1,15,39,43,98
2762,Panda #2762,Banana,Blue,Sad,Orange Iris,Koi Tattoo,Nogitsune,28,11,5,84,128
2763,Panda #2763,Violet,Brown,Pyro,Bitcoin,Black Hoodie,Bamboo Conical,35,35,50,20,140
2764,Panda #2764,Coral,Black,Pink Gum,Blue Iris,Kimono,Squid,50,77,44,81,252
2765,Panda #2765,Rise,Brown,Death Whistle,Demonic,Leather Jacket,Red Beanie,89,49,20,12,170
2766,Panda #2766,Lime,Camo,Vampire,Demonic,Blue Bandana,Samurai,39,13,18,88,158
2767,Panda #2767,Violet,Silver,Happy,Anime,Panda Necklace,Lotus Flower,10,43,49,12,114
2768,Panda #2768,Lime,Pink,Neutral,Green Iris,Blue Tuxedo,Koi,21,47,13,45,126
2769,Panda #2769,Lime,Rainbow,Bamboo,Red Laser,Blue Hoodie,Unicorn,53,15,51,0,119
2770,Panda #2770,Teal,Mermaid,Rose,Sad,Royal,Jester,40,19,58,66,183
2771,Panda #2771,Lime,Red,Sad,Monocle,Yellow Tuxedo,Jester,14,95,70,16,195
2772,Panda #2772,Lime,Brown,Happy,Eyepatch,Pirate,Blue Beanie,99,50,77,46,272
2773,Panda #2773,Lime,Black,Vampire,Orange Iris,Blue Tuxedo,Kitsune,88,53,47,59,247
2774,Panda #2774,Coral,Black,Neutral,Blindfold,Greek Toga,Pirate,20,58,91,18,187
2775,Panda #2775,Azure,Camo,Neutral,Hearts,Gold Necklace,Red Beanie,83,43,17,60,203
2776,Panda #2776,Lime,Red,Neutral,Demonic,Pirate,Nogitsune,96,75,91,45,307
2777,Panda #2777,Cerulean,Rainbow,Rose,Holy,Demon Wings,Koi,89,11,35,1,136
2778,Panda #2778,Goodnight,Black,Jester,Glasses,Gold Necklace,Bamboo Conical,14,25,51,65,155
2779,Panda #2779,Lime,Black,Neutral,Gradient Noun,Red Tuxedo,Koi,22,56,66,37,181
2780,Panda #2780,Lime,Brown,Happy,Green Iris,Santa,Bun,34,60,21,45,160
2781,Panda #2781,Cerulean,Black,Bamboo,Jester,Joker,Santa,53,13,53,7,126
2782,Panda #2782,Rise,Red,Neutral,Blue Iris,Koi Tattoo,Gold Laurel Wreath,87,15,95,32,229
2783,Panda #2783,Banana,Galaxy,Trumpet,Orange Iris,Blue Bandana,Bun,100,7,81,35,223
2784,Panda #2784,Lime,Red,Neutral,Green Iris,Blue Bandana,Bun,4,73,77,55,209
2785,Panda #2785,Cotton Candy,Rainbow,Ninja Mask,Red Noun,Joker,Celestial Dragon,10,84,52,24,170
2786,Panda #2786,Lime,Red,Neutral,Orange Iris,Red Hoodie,Halo,6,95,60,10,171
2787,Panda #2787,Violet,Black,Neutral,Green Shutter,Koi Tattoo,Nogitsune,72,19,80,38,209
2788,Panda #2788,Lavender,Blue,Vampire,Blue Iris,Hawaiian,Red Beanie,38,27,42,99,206
2789,Panda #2789,Banana,Galaxy,Death Whistle,Mad,Blue Tuxedo,Black Conical,71,91,100,67,329
2790,Panda #2790,Vaporwave,Black,Neutral,Anime,Hawaiian,Yellow Paper Crown,81,96,19,67,263
2791,Panda #2791,Banana,Red,Happy,Green Iris,Red Bandana,Purple Paper Crown,3,54,69,22,148
2792,Panda #2792,Lime,Purple,Jester,Orange Iris,Koi Tattoo,Kitsune,23,77,69,89,258
2793,Panda #2793,Cerulean,Purple,Neutral,Superpanda,Joker,Wizard,91,69,12,99,271
2794,Panda #2794,Lime,Blue,Neutral,Anime,Night's Watch,Kitsune,53,51,0,44,148
2795,Panda #2795,Banana,Brown,Joint,Green Iris,Black Tuxedo,King's Crown,88,22,59,87,256
2796,Panda #2796,Banana,Blue,Cigarette,Orange Iris,Red Bandana,Pink Paper Crown,86,42,72,32,232
2797,Panda #2797,Cerulean,Brown,Pai Mei,Jester,Pink Tuxedo,Nogitsune,42,40,60,92,234
2798,Panda #2798,Banana,Blue,Sad,Monocle,Red Hoodie,Nogitsune,81,30,97,88,296
2799,Panda #2799,Violet,Black,Banana,Gradient Noun,Royal,Red Beanie,28,92,69,9,198
2800,Panda #2800,Banana,Purple,Vampire,Orange Iris,Yin Yang Necklace,Blue Beanie,11,62,87,74,234
2801,Panda #2801,Violet,Blue,Trumpet,Blindfold,Prisoner,Koi,79,89,9,89,266
2802,Panda #2802,Lime,Purple,Pai Mei,Orange Iris,Pandaball Z,Jester,21,85,35,71,212
2803,Panda #2803,Banana,Blue,Happy,Blue Laser,Koi Tattoo,Bamboo Conical,93,17,68,76,254
2804,Panda #2804,Banana,Black,Mad,Green Iris,Pink Tuxedo,Lotus Flower,95,87,63,60,305
2805,Panda #2805,Banana,Brown,Banana,Pink Shutter,Red Tuxedo,Red Beanie,68,48,89,76,281
2806,Panda #2806,Cerulean,DMT,Pink Gum,Blue Laser,Leather Jacket,Baby Panda,9,14,28,1,52
2807,Panda #2807,Lavender,Black,Bamboo,Blue Iris,Yin Yang Necklace,Red Beanie,24,8,10,71,113
2808,Panda #2808,Lavender,DMT,Pyro,Demonic,Blue Bandana,Bun,76,36,38,55,205
2809,Panda #2809,Lime,Brown,Trumpet,VR,Santa,Wizard,8,53,51,60,172
2810,Panda #2810,Lavender,Rainbow,Surgical Mask,Eyepatch,Blue Hoodie,Bamboo Conical,52,86,31,87,256
2811,Panda #2811,Azure,Purple,Banana,Blue Iris,Yin Yang Necklace,Koi,37,99,48,53,237
2812,Panda #2812,Cerulean,Black,Joint,3D,Blue Bandana,Silver Crown,19,50,61,19,149
2813,Panda #2813,Lime,Blue,Ninja Mask,Green Iris,Greek Toga,Bun,12,1,34,3,50
2814,Panda #2814,Banana,Black,Pink Gum,Demonic,Koi Tattoo,Bun,58,59,84,21,222
2815,Panda #2815,Lime,Brown,Bamboo,Superpanda,Wizard Robe,Black Conical,97,64,8,92,261
2816,Panda #2816,Lime,Black,Neutral,Glasses,Angel Wings,Gold Crown,91,74,13,49,227
2817,Panda #2817,Coral,DMT,Party Horn Red,Green Iris,Blue Tuxedo,Baby Panda,67,18,17,90,192
2818,Panda #2818,Cerulean,Red,Trumpet,Red Noun,Royal,Black Conical,38,94,41,88,261
2819,Panda #2819,Coral,Black,Trumpet,Blue Laser,Kimono,Laurel Wreath,94,63,94,87,338
2820,Panda #2820,Teal,Albino,gm,Pink Shutter,Red Hoodie,Jester,62,52,6,1,121
2821,Panda #2821,Banana,Red,Banana,Anime,Wizard Robe,Red Beanie,23,37,24,32,116
2822,Panda #2822,Cerulean,Pink,Pyro,Monocle,Blue Tuxedo,Halo,77,16,51,60,204
2823,Panda #2823,Teal,Brown,Mad,Gradient Noun,Wizard Robe,Pink Partyhat,30,46,4,48,128
2824,Panda #2824,Lavender,Blue,Neutral,Bitcoin,Kimono,Bun,18,96,96,92,302
2825,Panda #2825,Cerulean,Black,Party Horn Yellow,Cyborg,Red Bandana,Wizard,0,67,97,0,164
2826,Panda #2826,Cerulean,Albino,Pink Gum,Eyepatch,Koi Tattoo,Purple Paper Crown,73,25,41,30,169
2827,Panda #2827,Goodnight,Silver,Vampire,Blue Iris,Blue Hoodie,Red Beanie,97,62,56,100,315
2828,Panda #2828,Lavender,Pink,Pyro,Hearts,Pink Tuxedo,Bun,45,97,4,40,186
2829,Panda #2829,Goodnight,Brown,Sad,Green Shutter,Kimono,Halo,57,12,71,36,176
2830,Panda #2830,Goodnight,Mermaid,Neutral,Glasses,Red Bandana,Lotus Flower,38,66,27,89,220
2831,Panda #2831,Cerulean,Brown,Happy,Blue Iris,Red Bandana,Blue Partyhat,75,86,28,75,264
2832,Panda #2832,Violet,Albino,Blue Gum,Green Iris,Koi Tattoo,Lotus Flower,86,63,86,38,273
2833,Panda #2833,Lime,Brown,Ninja Mask,Pink Shutter,Yin Yang Necklace,Laurel Wreath,37,39,51,26,153
2834,Panda #2834,Violet,Black,Pink Gum,Vaporwave,Black Tuxedo,Laurel Wreath,63,15,2,58,138
2835,Panda #2835,Cerulean,Black,Pink Gum,Eyepatch,Blue Tuxedo,Nogitsune,54,97,21,37,209
2836,Panda #2836,Coral,Black,Party Horn Yellow,Eyepatch,Blue Bandana,Lotus Flower,37,38,93,90,258
2837,Panda #2837,Banana,Black,Bamboo,Mad,Blue Tuxedo,Lotus Flower,65,33,32,46,176
2838,Panda #2838,Dawn,Brown,Happy,Orange Iris,Kimono,Gold Crown,4,78,33,76,191
2839,Panda #2839,Teal,Gold,Neutral,Pink Shutter,Hawaiian,Baby Panda,23,80,37,21,161
2840,Panda #2840,Lavender,Black,Neutral,Jester,Pink Tuxedo,Bun,32,0,55,19,106
2841,Panda #2841,Cerulean,Silver,Pink Gum,Sad,Joker,Red Beanie,6,1,9,45,61
2842,Panda #2842,Teal,Brown,Vampire,Glasses,Santa,Nogitsune,6,97,14,32,149
2843,Panda #2843,Goodmorning,Blue,Pink Gum,Superpanda,Prisoner,Pirate,9,48,78,44,179
2844,Panda #2844,Lavender,Black,Neutral,Green Shutter,Gold Necklace,Squid,77,37,93,21,228
2845,Panda #2845,Rise,Black,Neutral,Green Iris,Shakespear,Halo,70,53,41,23,187
2846,Panda #2846,Lime,Brown,Party Horn Red,Blue Iris,Yin Yang Necklace,Koi,53,83,4,46,186
2847,Panda #2847,Lime,Black,Trumpet,Blue Iris,Koi Tattoo,Blue Partyhat,67,42,76,41,226
2848,Panda #2848,Vaporwave,Purple,Neutral,Green Shutter,Pirate,Bun,96,28,19,87,230
2849,Panda #2849,Rise,Black,gm,Holy,Vampire,Laurel Wreath,8,13,14,77,112
2850,Panda #2850,Cerulean,Gold,gm,Bitcoin,Pirate,Baby Panda,13,63,64,15,155
2851,Panda #2851,Goodnight,DMT,gm,Hearts,Blue Bandana,Koi,29,62,56,52,199
2852,Panda #2852,Goodnight,Black,Neutral,Orange Iris,Superpanda,Celestial Dragon,43,59,27,49,178
2853,Panda #2853,Banana,Mermaid,Surgical Mask,Blindfold,Koi Tattoo,Halo,59,52,69,77,257
2854,Panda #2854,Rise,Black,Pyro,Orange Iris,Koi Tattoo,Bamboo Conical,64,21,90,10,185
2855,Panda #2855,Goodmorning,Red,Rose,Blue Iris,Superpanda,Lotus Flower,54,75,76,76,281
2856,Panda #2856,Teal,Pink,Happy,Eyepatch,Yin Yang Necklace,Silver Crown,90,88,61,40,279
2857,Panda #2857,Dawn,Black,Ninja Mask,Sad,Koi Tattoo,Bamboo Conical,8,57,57,79,201
2858,Panda #2858,Dawn,Mermaid,Pink Gum,Monocle,Blue Bandana,Bamboo Conical,21,55,81,35,192
2859,Panda #2859,Cerulean,Black,Pink Gum,Blue Iris,Blue Hoodie,Nogitsune,75,8,45,51,179
2860,Panda #2860,Coral,Pink,Gold Grill,Orange Iris,Hawaiian,Santa,93,45,94,80,312
2861,Panda #2861,Coral,Brown,Pyro,Orange Iris,Panda Necklace,Squid,50,48,63,14,175
2862,Panda #2862,Vaporwave,Albino,Neutral,Blue Laser,Prisoner,Bun,87,85,25,19,216
2863,Panda #2863,Cerulean,Camo,Surgical Mask,Jester,Red Bandana,Halo,8,76,29,94,207
2864,Panda #2864,Banana,Silver,Ninja Mask,Superpanda,Pirate,Blue Partyhat,21,77,47,39,184
2865,Panda #2865,Teal,Black,Bamboo,Blue Iris,Leather Jacket,Bun,71,5,2,31,109
2866,Panda #2866,Lime,Black,Pai Mei,Sad,Gold Necklace,Jester,50,76,37,80,243
2867,Panda #2867,Cerulean,Red,Mad,Superpanda,Red Tuxedo,Red Beanie,53,92,22,33,200
2868,Panda #2868,Banana,Rainbow,Party Horn Red,Mad,Leather Jacket,Laurel Wreath,91,59,0,92,242
2869,Panda #2869,Goodnight,Albino,Happy,Green Shutter,Blue Bandana,Bun,94,0,48,83,225
2870,Panda #2870,Lime,Pink,Surgical Mask,Green Iris,Blue Bandana,Lotus Flower,2,21,45,88,156
2871,Panda #2871,Cotton Candy,Black,Bamboo,Blue Iris,Superpanda,Lotus Flower,26,81,67,4,178
2872,Panda #2872,Cerulean,Black,Happy,Cyborg Laser,Blue Hoodie,Bun,1,63,87,35,186
2873,Panda #2873,Lime,Black,Pink Gum,Eyepatch,Night's Watch,Jester,38,66,91,78,273
2874,Panda #2874,Cerulean,Blue,Trumpet,Mad,Vampire,Bun,81,12,45,90,228
2875,Panda #2875,Banana,Albino,Neutral,Mad,Prisoner,Bun,32,86,24,55,197
2876,Panda #2876,Cerulean,Black,Evil Cigarette,Blue Iris,Vampire,Santa,73,73,78,62,286
2877,Panda #2877,Cerulean,Black,Pai Mei,Green Iris,Blue Bandana,Bamboo Conical,24,93,21,4,142
2878,Panda #2878,Gold,Black,Happy,Green Iris,Gold Necklace,Wizard,20,92,24,29,165
2879,Panda #2879,Goodnight,Blue,Banana,Green Iris,Vampire,Bun,75,23,49,0,147
2880,Panda #2880,Teal,Black,Happy,Demonic,Red Tuxedo,Kitsune,21,45,48,27,141
2881,Panda #2881,Lavender,Albino,Bamboo,Gradient Noun,Red Tuxedo,Laurel Wreath,1,0,87,54,142
2882,Panda #2882,Vaporwave,Black,Party Horn Yellow,Blindfold,Blue Tuxedo,Celestial Dragon,10,40,15,98,163
2883,Panda #2883,Gold,Purple,Neutral,Monocle,Pink Tuxedo,Silver Crown,80,33,3,32,148
2884,Panda #2884,Banana,Black,Blue Gum,Green Iris,Red Hoodie,Blue Beanie,39,34,12,71,156
2885,Panda #2885,Lime,Galaxy,Neutral,Monocle,Shakespear,Pink Partyhat,52,78,15,49,194
2886,Panda #2886,Lime,Black,Cigarette,Red Noun,Black Tuxedo,Koi,46,9,87,0,142
2887,Panda #2887,Lime,Black,Pai Mei,Monocle,Red Bandana,Jester,80,86,18,16,200
2888,Panda #2888,Lime,Brown,Surgical Mask,Anime,Shakespear,Baby Panda,42,91,94,67,294
2889,Panda #2889,Teal,Purple,Rose,Pink Shutter,Black Tuxedo,Blue Partyhat,63,12,66,28,169
2890,Panda #2890,Cerulean,Purple,Pizza,Red Noun,Red Bandana,Bamboo Conical,32,29,35,46,142
2891,Panda #2891,Cerulean,Gold,Happy,Green Iris,Red Tuxedo,Yellow Paper Crown,32,30,35,64,161
2892,Panda #2892,Banana,Black,Pink Gum,Glasses,Pirate,Silver Crown,75,43,27,92,237
2893,Panda #2893,Coral,Brown,Surgical Mask,Green Iris,Yellow Tuxedo,Laurel Wreath,40,77,50,88,255
2894,Panda #2894,Banana,Galaxy,Trumpet,Green Shutter,Prisoner,Blue Paper Crown,58,21,33,4,116
2895,Panda #2895,Lime,Black,Party Horn Yellow,Red Noun,Yin Yang Necklace,Koi,68,21,64,83,236
2896,Panda #2896,Teal,Pink,Banana,Demonic,Leather Jacket,Baby Panda,60,37,32,26,155
2897,Panda #2897,Dawn,Blue,Cigarette,Anime,Yin Yang Necklace,Halo,51,84,59,83,277
2898,Panda #2898,Lavender,Brown,Ninja Mask,Blue Iris,Santa,Yellow Paper Crown,86,31,27,83,227
2899,Panda #2899,Vaporwave,Silver,Ninja Mask,Green Iris,Pink Tuxedo,Santa,84,61,40,38,223
2900,Panda #2900,Cerulean,Rainbow,Banana,Glasses,Panda Necklace,Halo,61,48,8,1,118
2901,Panda #2901,Lime,Mermaid,Party Horn Red,Green Iris,Wizard Robe,Bamboo Conical,26,20,11,26,83
2902,Panda #2902,Lavender,Pink,Bamboo,Cyber,Yellow Tuxedo,Samurai,55,49,47,80,231
2903,Panda #2903,Teal,Black,Pink Gum,Green Iris,Royal,Baby Panda,86,76,64,13,239
2904,Panda #2904,Lavender,Purple,Mad,Hypno,Yellow Tuxedo,Blue Beanie,49,57,99,5,210
2905,Panda #2905,Cerulean,Purple,Neutral,Bitcoin,Blue Tuxedo,Unicorn,91,26,44,35,196
2906,Panda #2906,Teal,Black,Surgical Mask,Mad,Shakespear,Wizard,20,88,9,18,135
2907,Panda #2907,Lime,Black,Pai Mei,Blindfold,Koi Tattoo,Nogitsune,28,7,88,9,132
2908,Panda #2908,Lavender,Pink,Pyro,Orange Iris,Red Hoodie,Lotus Flower,61,88,94,8,251
2909,Panda #2909,Neon Green,Pink,Pizza,Glasses,Night's Watch,Halo,28,8,60,4,100
2910,Panda #2910,Coral,Purple,Neutral,Jester,Hawaiian,Silver Crown,61,90,60,37,248
2911,Panda #2911,Lime,Red,Surgical Mask,Bitcoin,Pirate,Bamboo Conical,63,0,31,84,178
2912,Panda #2912,Lime,Mermaid,Banana,Demonic,Prisoner,Silver Crown,63,7,44,8,122
2913,Panda #2913,Teal,Black,Pink Gum,Orange Iris,Black Hoodie,Yellow Paper Crown,68,40,91,52,251
2914,Panda #2914,Teal,Purple,Neutral,Jester,Koi Tattoo,Kitsune,5,35,87,13,140
2915,Panda #2915,Lime,DMT,Party Horn Red,Sad,Samurai,Blue Beanie,16,25,14,24,79
