TOKEN_ID,TOKEN_NAME,Mouth,Armor,Nose,Helmet,Weapon,Eyes,Background,Character,Galactic Clout,Facial Hair,Round Table
7597,Knights of Degen #7597,Grin,Chainmail - Other,Normal,Knights Helmet - Silver,None,Brown,Teal,Human,,,
7598,Knights of Degen #7598,Vape,Kings Guard Armor - Gold,Nose Ring,Valkyrie Helmet - Gold,Mightier Than,Blue,Blue,Human,,,
7599,Knights of Degen #7599,Deadass,Apothecary,Nose Ring,Knights Helmet - Silver,None,3D Glasses,Blue,Human,,Mustache - Other,
7600,Knights of Degen #7600,Cigar,Overalls,Normal,Knights Helmet - Other,None,Blue,Purple,Human,,,
7601,Knights of Degen #7601,Smile,Basketball Jersey,Normal,Cloak - Other,None,Normal,Green,Robot,,,
7602,Knights of Degen #7602,Vape,Flannel Shirt,Normal,Headphones On - Other,Mightier Than,Tired AF,Pink,Human,,,
7603,Knights of Degen #7603,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Other,None,Normal,Green,Robot,,,
7604,Knights of Degen #7604,Deadass,Hawaiian Shirt,Normal,Guardian Helmet - Other,None,Eyeblack,Pink,Human,,,
7605,Knights of Degen #7605,Grin,Emperors Armor - Silver,Normal,Cloak - Other,None,Normal,Yellow,Robot,,Scruff,
7606,Knights of Degen #7606,Grin,Knights Armor - Other,Normal,Cowboy Hat - Other,Mightier Than,Green,Yellow,Human,,,
7607,Knights of Degen #7607,Pizza,Kings Armor - Silver,Normal,Valkyrie Helmet - Other,Space Dog,Normal,Yellow,Robot,,,
7608,Knights of Degen #7608,Deadass,Suit - Business,Nose Ring,Spartan Helmet - Silver,Sword - Silver,Green,Green,Human,,Beard - Other,
7609,Knights of Degen #7609,Smile,Kings Guard Armor - Other,Normal,Knights Helmet - Other,None,Eyeblack,Red,Human,,,
7610,Knights of Degen #7610,Grin,Chainmail - Gold,Normal,Valkyrie Helmet - Silver,Sword - Silver,Purple,Blue,Human,,,
7611,Knights of Degen #7611,Pizza,Chainmail - Other,Normal,Headphones On - Other,None,Bloodshot,Pink,Human,,,
7612,Knights of Degen #7612,Deadass,Basketball Jersey,Normal,Valkyrie Helmet - Other,None,Green,Teal,Human,,,
7613,Knights of Degen #7613,Smile,Chainmail - Silver,Normal,Beanie - Other,Football - Other,Normal,Yellow,Robot,,,
7614,Knights of Degen #7614,Smile,Suit - Party,Nose Ring,Sweatband - Hair,None,Brown,Red,Human,,,
7615,Knights of Degen #7615,Bubblegum,Queens Armor - Silver,Normal,Headphones Off - Other,None,Eyeblack,Yellow,Human,,,
7616,Knights of Degen #7616,Bubblegum,Basketball Jersey,Normal,Sweatband - Hair,Sword - Silver,Blue,Red,Human,,,
7617,Knights of Degen #7617,Tongue Out,Basketball Jersey,Normal,Guardian Helmet - Other,Liquid Courage,Bloodshot,Teal,Human,,,
7618,Knights of Degen #7618,Deadass,Suit - Other,Nose Ring,Cowboy Hat - Other,Beer,Wink,Green,Human,,,
7619,Knights of Degen #7619,Bubblegum,Chainmail - Other,Nose Ring,Cowboy Hat - Other,Ready to Rumble,Brown,Red,Human,,,
7620,Knights of Degen #7620,Grin,Chainmail - Gold,Normal,Beanie - Other,Football - Other,Laser Eyes - Other,Yellow,Alien,,,
7621,Knights of Degen #7621,Grin,Overalls,Normal,Knights Helmet - Other,None,Normal,Pink,Alien,,,
7622,Knights of Degen #7622,Smile,Overalls,Nose Ring,Guardian Helmet - Silver,None,Green,Purple,Human,,,
7623,Knights of Degen #7623,Smile,Kings Armor - Silver,Nose Ring,Sweatband - Bald,Mightier Than,Eyeblack,Green,Human,,,
7624,Knights of Degen #7624,Pizza,Suit - Business,Normal,Crown - Other,Boxing Gloves,VR Headset - Other,Blue,Human,,,
7625,Knights of Degen #7625,Tongue Out,Chainmail - Silver,Normal,Guardian Helmet - Silver,None,Eyeblack,Green,Human,,,
7626,Knights of Degen #7626,Deadass,Chainmail - Silver,Normal,Guardian Helmet - Silver,None,Eyeblack,Yellow,Human,,,
7627,Knights of Degen #7627,Joint,Knights Armor - Silver,Nose Ring,Spartan Helmet - Silver,Sword - Emerald,3D Glasses,Pink,Human,,,
7628,Knights of Degen #7628,Grin,Queens Guard - Silver,Nose Ring,Knights Helmet - Other,None,Eyeblack,Red,Human,,,
7629,Knights of Degen #7629,Grin,Galactic Guard - Silver,Nose Ring,Baseball Cap - Backwards - Other,Sword - Sapphire,Normal,Blue,Alien,,,
7630,Knights of Degen #7630,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Brown,Red,Human,,,
7631,Knights of Degen #7631,Smile,Space Suit - Other,Normal,Knights Helmet - Gold,Sword - Gold,Bloodshot,Teal,Alien,,,
7632,Knights of Degen #7632,Smile,Knights Armor - Other,Normal,Baseball Cap - Other,None,Wink,Pink,Human,,,
7633,Knights of Degen #7633,Grin,Knights Armor - Gold,Nose Ring,Cloak - Other,Sword - Sapphire,Heart Glasses,Green,Alien,,,
7634,Knights of Degen #7634,Pizza,Queens Guard - Silver,Normal,Guardian Helmet - Silver,None,Green,Red,Human,,,
7635,Knights of Degen #7635,Smile,Kings Armor - Gold,Normal,Space Helmet - Silver,Basketball,Tired AF,Teal,Human,,,
7636,Knights of Degen #7636,Deadass,Chainmail - Other,Normal,Knights Helmet - Gold,None,Wink,Blue,Human,,,
7637,Knights of Degen #7637,Deadass,Kings Guard Armor - Other,Nose Ring,Knights Helmet - Other,Cash,Bloodshot,Pink,Human,,Beard - Red,
7638,Knights of Degen #7638,Cigar,Emperors Armor - Silver,Nose Ring,Beanie - Other,None,Normal,Teal,Robot,,,
7639,Knights of Degen #7639,Tongue Out,Knights Armor - Silver,Nose Ring,Knights Helmet - Silver,None,Wink,Teal,Human,,,
7640,Knights of Degen #7640,Pizza,Leather Jacket,Normal,Knights Helmet - Other,None,Bloodshot,Pink,Human,,,
7641,Knights of Degen #7641,Cigar,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Cash,Green,Red,Human,,,
7642,Knights of Degen #7642,Grin,Chainmail - Other,Nose Ring,Beanie - Other,Hot Dog,Tired AF,Blue,Human,,Sweet Stache - Other,
7643,Knights of Degen #7643,Wizard Beard - Red,Chainmail - Other,Normal,Baseball Cap - Other,None,Normal,Purple,Alien,,,
7644,Knights of Degen #7644,Deadass,Knights Armor - Other,Normal,Space Helmet - Silver,Sword - Neon,Normal,Pink,Robot,,,
7645,Knights of Degen #7645,Pizza,Basketball Jersey,Nose Ring,Valkyrie Helmet - Silver,Baseball Bat,Purple,Blue,Human,Legendary,,
7646,Knights of Degen #7646,Grin,Lazy Robe,Normal,Valkyrie Helmet - Silver,None,Eyeblack,Yellow,Human,,Sweet Stache - Other,
7647,Knights of Degen #7647,Pizza,Kings Armor - Silver,Nose Ring,Baseball Cap - Other,None,Heart Glasses,Blue,Human,,,
7648,Knights of Degen #7648,Grin,Knights Armor - Other,Normal,Cloak - Other,None,Brown,Pink,Human,,,
7649,Knights of Degen #7649,Wizard Beard - Other,Queens Armor - Other,Normal,Valkyrie Helmet - Other,None,Heart Glasses,Red,Alien,,,
7650,Knights of Degen #7650,Smile,None,Normal,Baseball Cap - Gold,None,Normal,Purple,Robot,,Mustache - Other,
7651,Knights of Degen #7651,Smile,Knights Armor - Other,None,Cloak - Other,Phone,Normal,Yellow,Robot,,Sweet Stache - Other,
7652,Knights of Degen #7652,Bubblegum,Kings Guard Armor - Other,Normal,Spartan Helmet - Silver,None,Tired AF,Yellow,Human,,,
7653,Knights of Degen #7653,Cigar,Queens Armor - Other,Nose Ring,Crown - Other,None,Tired AF,Yellow,Human,,,
7654,Knights of Degen #7654,Vape,Chainmail - Silver,Nose Ring,Knights Helmet - Silver,None,Blue,Red,Human,Legendary,,
7655,Knights of Degen #7655,Deadass,Queens Guard - Gold,Nose Ring,Knights Helmet - Silver,Mightier Than,Blue,Teal,Human,,,
7656,Knights of Degen #7656,Grin,Queens Armor - Other,Normal,Beanie - Gold,Mightier Than,Tired AF,Blue,Alien,,,
7657,Knights of Degen #7657,Grin,Flannel Shirt,Normal,Spartan Helmet - Silver,None,Glasses,Red,Human,,Sweet Stache - Red,
7658,Knights of Degen #7658,Tongue Out,Knights Armor - Silver,Normal,Knights Helmet - Silver,None,Green,Green,Human,,,
7659,Knights of Degen #7659,Pizza,Chainmail - Silver,Normal,Headphones Off - Other,None,Brown,Purple,Human,,,
7660,Knights of Degen #7660,Smile,Queens Armor - Other,Normal,Cloak - Other,Potion,Brown,Purple,Human,,,
7661,Knights of Degen #7661,Deadass,Knights Armor - Silver,Normal,Spartan Helmet - Silver,None,Heart Glasses,Teal,Human,,Beard - Other,
7662,Knights of Degen #7662,Smile,Suit - Party,Nose Ring,Crown - Silver,Notebook,VR Headset - Other,Pink,Human,,,
7663,Knights of Degen #7663,Tongue Out,Apothecary,Normal,Crown - Gold,None,Brown,Blue,Human,,,
7664,Knights of Degen #7664,Smile,Chainmail - Other,Normal,Cowboy Hat - Other,Ready to Rumble,Eyeblack,Pink,Human,,,
7665,Knights of Degen #7665,Grin,Chainmail - Gold,Normal,Headphones On - Other,Basketball,Wink,Purple,Human,,,
7666,Knights of Degen #7666,Pizza,Kings Guard Armor - Gold,Normal,Fedora - Other,None,Blue,Green,Human,,,
7667,Knights of Degen #7667,Smile,Chainmail - Other,Normal,Space Helmet - Silver,None,Normal,Red,Robot,,,
7668,Knights of Degen #7668,Grin,Knights Armor - Other,Nose Ring,Cloak - Other,None,Tired AF,Red,Human,Legendary,Sweet Stache - Other,
7669,Knights of Degen #7669,Tongue Out,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Cash,Wink,Yellow,Human,,,
7670,Knights of Degen #7670,Deadass,Chainmail - Other,Normal,Knights Helmet - Silver,Cash,Green,Pink,Human,,,
7671,Knights of Degen #7671,Smile,Galactic Guard - Other,Normal,Beanie - Gold,Basketball,Normal,Red,Alien,,,
7672,Knights of Degen #7672,Vape,Suit - Business,Normal,Cloak - Other,None,Green,Teal,Human,,,
7673,Knights of Degen #7673,Smile,Emperors Armor - Silver,Normal,Spartan Helmet - Silver,None,Eyeblack,Purple,Robot,,,
7674,Knights of Degen #7674,Smile,Chainmail - Silver,Normal,Spartan Helmet - Other,None,Normal,Teal,Robot,Legendary,,
7675,Knights of Degen #7675,Deadass,Knights Armor - Other,Nose Ring,Spartan Helmet - Gold,Diamond Hands,Blue,Green,Human,,Mustache - Other,
7676,Knights of Degen #7676,Cigarette,Chainmail - Silver,Nose Ring,Headphones On - Other,None,Blue,Blue,Human,,,
7677,Knights of Degen #7677,Deadass,Emperors Armor - Silver,None,Baseball Cap - Backwards - Other,None,Normal,Teal,Robot,Legendary,,
7678,Knights of Degen #7678,Smile,Jester,Normal,Crown - Silver,None,3D Glasses,Green,Human,,,
7679,Knights of Degen #7679,Grin,Knights Armor - Other,Nose Ring,Fedora - Other,None,Blue,Green,Human,,,
7680,Knights of Degen #7680,Cigar,Lazy Robe,Normal,Cloak - Other,None,VR Headset - Other,Blue,Human,Legendary,,
7681,Knights of Degen #7681,Grin,Baseball Jersey,Normal,Knights Helmet - Other,None,Green,Red,Human,,,
7682,Knights of Degen #7682,Deadass,Emperors Armor - Silver,Normal,Baseball Cap - Backwards - Other,Sword - Neon,Heart Glasses,Teal,Robot,,,
7683,Knights of Degen #7683,Vape,Knights Armor - Other,Normal,Jester Cap,None,Bloodshot,Red,Human,,,
7684,Knights of Degen #7684,Bubblegum,Chainmail - Silver,Normal,Fedora - Other,None,Green,Teal,Human,,,
7685,Knights of Degen #7685,Grin,Queens Armor - Other,Normal,Guardian Helmet - Other,None,Tired AF,Green,Human,,,
7686,Knights of Degen #7686,Deadass,Knights Armor - Other,Normal,Valkyrie Helmet - Silver,None,Green,Green,Human,,Beard - Other,
7687,Knights of Degen #7687,Grin,Knights Armor - Gold,Normal,Knights Helmet - Other,None,Normal,Teal,Alien,,,
7688,Knights of Degen #7688,Wizard Beard - Other,Space Suit - Other,Normal,Cloak - Other,Notebook,Heart Glasses,Teal,Alien,,,
7689,Knights of Degen #7689,Deadass,Knights Armor - Other,Nose Ring,Knights Helmet - Other,None,Tired AF,Teal,Robot,,,
7690,Knights of Degen #7690,Smile,Queens Guard - Silver,Nose Ring,Guardian Helmet - Other,None,Purple,Red,Human,Legendary,,
7691,Knights of Degen #7691,Deadass,Knights Armor - Other,Normal,Valkyrie Helmet - Other,Sword - Platinum,Normal,Yellow,Robot,,,
7692,Knights of Degen #7692,Grin,Suit - Business,Nose Ring,Valkyrie Helmet - Gold,Beer,Brown,Green,Human,,,
7693,Knights of Degen #7693,Smile,Knights Armor - Silver,Normal,Guardian Helmet - Silver,None,Blue,Pink,Human,,,
7694,Knights of Degen #7694,Bubblegum,Knights Armor - Silver,Nose Ring,Valkyrie Helmet - Other,None,Wink,Purple,Human,,,
7695,Knights of Degen #7695,Deadass,Knights Armor - Silver,Nose Ring,Headphones Off - Other,Baseball Bat,Heart Glasses,Yellow,Human,,,
7696,Knights of Degen #7696,Deadass,Kings Armor - Silver,Normal,Fedora - Other,None,Brown,Pink,Human,,Mustache - Red,
7697,Knights of Degen #7697,Grin,Chainmail - Silver,Normal,Knights Helmet - Silver,Sword - Emerald,3D Glasses,Pink,Human,,,
7698,Knights of Degen #7698,Cigar,Knights Armor - Silver,Normal,Knights Helmet - Other,Sword - Silver,Purple,Yellow,Human,,,
7699,Knights of Degen #7699,Grin,Chainmail - Other,Nose Ring,Crown - Gold,None,Blue,Blue,Human,,,
7700,Knights of Degen #7700,Grin,Lazy Robe,Nose Ring,Cloak - Other,None,Green,Red,Human,,Sweet Stache - Other,
7701,Knights of Degen #7701,Smile,Suit - Party,Normal,Headphones Off - Other,None,Eyeblack,Red,Human,,,
7702,Knights of Degen #7702,Deadass,Kings Armor - Other,Normal,Headphones On - Gold,Sword - Platinum,Normal,Purple,Robot,,,
7703,Knights of Degen #7703,Bubblegum,Suit - Other,Normal,Knights Helmet - Silver,None,Brown,Teal,Human,,,
7704,Knights of Degen #7704,Bubblegum,Chainmail - Silver,Normal,Beanie - Other,None,Normal,Red,Robot,,,
7705,Knights of Degen #7705,Pizza,Queens Armor - Gold,Normal,Fedora - Party,Sword - Silver,Wink,Pink,Human,,,
7706,Knights of Degen #7706,Cigarette,Leather Jacket,Normal,Knights Helmet - Silver,Boxing Gloves,Bloodshot,Green,Human,,,
7707,Knights of Degen #7707,Deadass,Basketball Jersey,Nose Ring,Fedora - Party,None,Wink,Green,Human,,,
7708,Knights of Degen #7708,Smile,Chainmail - Silver,Normal,Cowboy Hat - Other,Lightsaber - Purple,Brown,Purple,Human,,,
7709,Knights of Degen #7709,Smile,HODL Tee,Normal,Cloak - Other,Phone,VR Headset - Other,Pink,Human,,,
7710,Knights of Degen #7710,Grin,Chainmail - Silver,Normal,Baseball Cap - Backwards - Other,None,Eyeblack,Blue,Alien,,,
7711,Knights of Degen #7711,Cigarette,Apothecary,Nose Ring,Fedora - Other,Basketball,Blue,Red,Human,,,
7712,Knights of Degen #7712,Pizza,Chainmail - Silver,Normal,Valkyrie Helmet - Other,Football - Gold,Eyeblack,Pink,Robot,,,
7713,Knights of Degen #7713,Smile,Queens Guard - Silver,Normal,Headphones Off - Other,None,Bloodshot,Blue,Human,,,
7714,Knights of Degen #7714,Grin,Chainmail - Silver,Normal,Baseball Cap - Other,None,Heart Glasses,Blue,Alien,,,
7715,Knights of Degen #7715,Grin,Knights Armor - Silver,Normal,Sweatband - Other,None,Normal,Teal,Robot,,,
7716,Knights of Degen #7716,Tongue Out,Basketball Jersey,Normal,Knights Helmet - Silver,Potion,Wink,Teal,Human,,,
7717,Knights of Degen #7717,Deadass,Apothecary,Normal,Baseball Cap - Other,Potion,Glasses,Purple,Human,,Beard - Other,
7718,Knights of Degen #7718,Cigarette,Kings Armor - Silver,Normal,Spartan Helmet - Silver,Notebook,Blue,Yellow,Human,,,
7719,Knights of Degen #7719,Tongue Out,Knights Armor - Other,Normal,Headphones On - Other,None,Wink,Yellow,Human,,,
7720,Knights of Degen #7720,Smile,Knights Armor - Silver,Normal,Headphones On - Other,None,Normal,Teal,Robot,,,
7721,Knights of Degen #7721,Smile,Torn Tee,Normal,Beanie - Other,None,Eyeblack,Yellow,Alien,,,
7722,Knights of Degen #7722,Smile,Chainmail - Other,Normal,Knights Helmet - Silver,None,Normal,Pink,Robot,,,
7723,Knights of Degen #7723,Grin,Flannel Shirt,Normal,Fedora - Other,Cash,Brown,Red,Human,,,
7724,Knights of Degen #7724,Smile,Space Suit - Other,Normal,Headphones Off - Other,Sword - Aqua,Normal,Teal,Alien,,,
7725,Knights of Degen #7725,Pizza,Kings Armor - Gold,Normal,Knights Helmet - Other,None,Glasses,Pink,Human,,,
7726,Knights of Degen #7726,Bubblegum,Chainmail - Other,Normal,Jester Cap,Sword - Silver,Blue,Red,Human,,,
7727,Knights of Degen #7727,Cigar,Knights Armor - Other,Nose Ring,Knights Helmet - Silver,None,Blue,Green,Human,,,
7728,Knights of Degen #7728,Cigarette,Chainmail - Silver,Normal,Knights Helmet - Silver,Beer,3D Glasses,Purple,Human,,,
7729,Knights of Degen #7729,Smile,Knights Armor - Silver,Normal,Cloak - Other,None,Blue,Teal,Human,,,
7730,Knights of Degen #7730,Tongue Out,Suit - Business,Normal,Knights Helmet - Gold,Notebook,Wink,Pink,Human,,,
7731,Knights of Degen #7731,Cigarette,Kings Guard Armor - Other,Nose Ring,Crown - Silver,None,Heart Glasses,Green,Human,,,
7732,Knights of Degen #7732,Smile,Chainmail - Silver,Normal,Crown - Silver,Sword - Ruby,Heart Glasses,Pink,Alien,,,
7733,Knights of Degen #7733,Bubblegum,Knights Armor - Other,Normal,Spartan Helmet - Other,None,Bloodshot,Yellow,Robot,,Mustache - Other,
7734,Knights of Degen #7734,Tongue Out,Chainmail - Other,Normal,Guardian Helmet - Other,None,Blue,Blue,Human,,,
7735,Knights of Degen #7735,Cigar,Basketball Jersey,Nose Ring,Cloak - Other,Sword - Ruby,Eyeblack,Blue,Alien,,,
7736,Knights of Degen #7736,Tongue Out,Leather Jacket,Nose Ring,Baseball Cap - Backwards - Other,None,Wink,Red,Human,,,
7737,Knights of Degen #7737,Grin,Flannel Shirt,Normal,Fedora - Party,Soccer Ball,Bloodshot,Yellow,Human,,,
7738,Knights of Degen #7738,Smile,Kings Armor - Other,Nose Ring,Knights Helmet - Silver,Soccer Ball,Normal,Yellow,Robot,,,
7739,Knights of Degen #7739,Grin,Chainmail - Silver,Normal,Guardian Helmet - Silver,None,Eyeblack,Red,Human,Legendary,,
7740,Knights of Degen #7740,Smile,Suit - Business,Normal,Knights Helmet - Silver,None,Bloodshot,Green,Human,,,
7741,Knights of Degen #7741,Deadass,Suit - Business,Normal,Cloak - Other,Lightsaber - Red,3D Glasses,Teal,Human,,Beard - Other,
7742,Knights of Degen #7742,Smile,Kings Armor - Silver,Normal,Knights Helmet - Silver,Soccer Ball,Normal,Green,Robot,,,
7743,Knights of Degen #7743,Bubblegum,Kings Armor - Silver,Normal,Knights Helmet - Other,Notebook,Blue,Teal,Human,,,
7744,Knights of Degen #7744,Pizza,Chainmail - Silver,Normal,Knights Helmet - Silver,Ready to Rumble,Green,Purple,Human,,,
7745,Knights of Degen #7745,Grin,Torn Tee,Normal,Sweatband - Other,None,Tired AF,Blue,Alien,,,
7746,Knights of Degen #7746,Grin,Queens Guard - Silver,Normal,Cloak - Other,Sword - Gold,Wink,Blue,Human,,,
7747,Knights of Degen #7747,Deadass,Chainmail - Silver,Normal,Crown - Gold,Space Dog,Normal,Blue,Robot,,,
7748,Knights of Degen #7748,Pizza,Kings Armor - Silver,Normal,Crown - Gold,None,Bloodshot,Blue,Robot,,,
7749,Knights of Degen #7749,Grin,Kings Armor - Silver,Nose Ring,Knights Helmet - Other,None,Laser Eyes - Other,Yellow,Human,,,
7750,Knights of Degen #7750,Smile,Referee,Normal,Crown - Gold,Sword - Ruby,Normal,Pink,Alien,,,
7751,Knights of Degen #7751,Smile,Lazy Robe,Normal,Sweatband - Hair,None,Blue,Purple,Human,,,
7752,Knights of Degen #7752,Smile,Basketball Jersey,Normal,Guardian Helmet - Silver,Phone,Purple,Red,Human,,,
7753,Knights of Degen #7753,Grin,HODL Tee,Nose Ring,Cloak - Other,None,Tired AF,Purple,Human,,,
7754,Knights of Degen #7754,Deadass,Knights Armor - Other,Nose Ring,Baseball Cap - Other,None,Glasses,Blue,Human,,Beard - Other,
7755,Knights of Degen #7755,Joint,Chainmail - Silver,Normal,Cloak - Other,None,Green,Pink,Human,,,
7756,Knights of Degen #7756,Grin,Knights Armor - Gold,Nose Ring,Cloak - Other,Beer,Heart Glasses,Blue,Human,,,
7757,Knights of Degen #7757,Grin,Chainmail - Silver,Nose Ring,Valkyrie Helmet - Silver,Diamond Hands,Blue,Green,Human,,Sweet Stache - Other,
7758,Knights of Degen #7758,Bubblegum,Knights Armor - Other,Normal,Knights Helmet - Silver,Basketball,Brown,Pink,Human,,,
7759,Knights of Degen #7759,Vape,Referee,Normal,Spartan Helmet - Silver,Baseball Bat,Bloodshot,Green,Human,,,
7760,Knights of Degen #7760,Deadass,Referee,Normal,Fedora - Other,Sword - Gold,Eyeblack,Pink,Human,,,
7761,Knights of Degen #7761,Laser Mouth,Suit - Other,Nose Ring,Space Helmet - Silver,Phone,Eyeblack,Yellow,Human,,,
7762,Knights of Degen #7762,Smile,Kings Armor - Other,None,Spartan Helmet - Gold,Sword - Neon,Normal,Teal,Robot,,Beard - Other,
7763,Knights of Degen #7763,Deadass,Chainmail - Other,Normal,Baseball Cap - Other,Baseball Bat,Blue,Green,Human,,,
7764,Knights of Degen #7764,Bubblegum,Basketball Jersey,Normal,Knights Helmet - Silver,None,Bloodshot,Teal,Human,,,
7765,Knights of Degen #7765,Smile,Knights Armor - Silver,Normal,Space Helmet - Silver,Sword - Gold,Eyeblack,Purple,Robot,,,
7766,Knights of Degen #7766,Laser Mouth,Emperors Armor - Silver,Normal,Knights Helmet - Other,None,3D Glasses,Teal,Robot,,,
7767,Knights of Degen #7767,Bubblegum,Baseball Jersey,Normal,Valkyrie Helmet - Silver,None,Blue,Blue,Human,,,
7768,Knights of Degen #7768,Deadass,Kings Guard Armor - Silver,Nose Ring,Knights Helmet - Other,Diamond Hands,Brown,Blue,Human,,Mustache - Other,
7769,Knights of Degen #7769,Pizza,Basketball Jersey,Normal,Crown - Other,None,Normal,Purple,Robot,,,
7770,Knights of Degen #7770,Grin,Knights Armor - Other,Normal,Headphones On - Other,Space Dog,VR Headset - Other,Yellow,Alien,,,
7771,Knights of Degen #7771,Wizard Beard - Red,Overalls,Nose Ring,Cloak - Other,Sword - Aqua,Bloodshot,Green,Alien,,,
7772,Knights of Degen #7772,Tongue Out,Leather Jacket,Nose Ring,Baseball Cap - Backwards - Other,None,Bloodshot,Teal,Human,,,
7773,Knights of Degen #7773,Deadass,Chainmail - Other,Normal,Sweatband - Other,None,Eyeblack,Yellow,Human,,,
7774,Knights of Degen #7774,Smile,Knights Armor - Silver,Nose Ring,Baseball Cap - Other,Sword - Neon,Normal,Teal,Robot,,Sweet Stache - Other,
7775,Knights of Degen #7775,Grin,Apothecary,Normal,Headphones On - Other,None,Purple,Purple,Human,,,
7776,Knights of Degen #7776,Grin,Emperors Armor - Silver,Normal,Space Helmet - Silver,Sword - Platinum,Normal,Red,Robot,,,
7777,Knights of Degen #7777,Smile,Knights Armor - Silver,Normal,Cloak - Other,Phone,Heart Glasses,Yellow,Human,,,
7778,Knights of Degen #7778,Cigarette,Knights Armor - Silver,Normal,Knights Helmet - Other,None,Blue,Yellow,Human,,,
7779,Knights of Degen #7779,Vape,Chainmail - Silver,Normal,Headphones On - Other,Phone,Blue,Green,Human,,,
7780,Knights of Degen #7780,Grin,Knights Armor - Other,Normal,Valkyrie Helmet - Silver,Sword - Silver,Bloodshot,Teal,Human,,,
7781,Knights of Degen #7781,Vape,Knights Armor - Other,Nose Ring,Cowboy Hat - Other,None,Brown,Purple,Human,,,
7782,Knights of Degen #7782,Pizza,Jester,Normal,Cloak - Other,Sword - Silver,Heart Glasses,Yellow,Human,,,
7783,Knights of Degen #7783,Grin,Suit - Business,Nose Ring,Space Helmet - Silver,Baseball Bat,Green,Blue,Human,,,
7784,Knights of Degen #7784,Grin,Chainmail - Gold,Nose Ring,Fedora - Other,Notebook,Eyeblack,Yellow,Human,,,
7785,Knights of Degen #7785,Joint,Chainmail - Silver,Nose Ring,Valkyrie Helmet - Silver,Mightier Than,Blue,Teal,Human,,,
7786,Knights of Degen #7786,Tongue Out,Knights Armor - Other,Normal,Guardian Helmet - Silver,None,Blue,Green,Human,,,
7787,Knights of Degen #7787,Grin,Queens Armor - Gold,Normal,Guardian Helmet - Other,None,Purple,Green,Human,,,
7788,Knights of Degen #7788,Deadass,Chainmail - Other,Normal,Valkyrie Helmet - Other,Sword - Silver,Eyeblack,Green,Human,,,
7789,Knights of Degen #7789,Cigar,Leather Jacket,Normal,Guardian Helmet - Silver,None,Bloodshot,Pink,Human,,,
7790,Knights of Degen #7790,Grin,Kings Guard Armor - Silver,Nose Ring,Space Helmet - Silver,None,Brown,Green,Human,,,
7791,Knights of Degen #7791,Deadass,Emperors Armor - Other,Nose Ring,Knights Helmet - Silver,None,Normal,Purple,Robot,,,
7792,Knights of Degen #7792,Deadass,Kings Guard Armor - Other,Nose Ring,Knights Helmet - Silver,Baseball Bat,Brown,Purple,Human,,Mustache - Other,
7793,Knights of Degen #7793,Laser Mouth,Kings Armor - Silver,Normal,Valkyrie Helmet - Other,None,Normal,Yellow,Robot,,,
7794,Knights of Degen #7794,Smile,Overalls,Nose Ring,Cloak - Other,None,Bloodshot,Green,Human,,,
7795,Knights of Degen #7795,Joint,Queens Guard - Silver,Nose Ring,Valkyrie Helmet - Silver,None,Wink,Red,Human,,,
7796,Knights of Degen #7796,Bubblegum,Chainmail - Gold,Normal,Guardian Helmet - Silver,None,Eyeblack,Purple,Human,,,
7797,Knights of Degen #7797,Smile,Knights Armor - Silver,Normal,Guardian Helmet - Other,Sword - Emerald,Bloodshot,Green,Human,,,
7798,Knights of Degen #7798,Cigar,Basketball Jersey,Nose Ring,Knights Helmet - Silver,None,Heart Glasses,Teal,Human,Legendary,,
7799,Knights of Degen #7799,Pizza,Chainmail - Gold,Normal,Cloak - Other,Soccer Ball,Blue,Blue,Human,Legendary,,
7800,Knights of Degen #7800,Smile,Chainmail - Silver,Normal,Crown - Silver,None,Normal,Pink,Robot,,,
7801,Knights of Degen #7801,Smile,Emperors Armor - Silver,Normal,Headphones On - Other,Mightier Than,Normal,Yellow,Robot,Legendary,,
7802,Knights of Degen #7802,Deadass,Kings Guard Armor - Other,Nose Ring,Spartan Helmet - Gold,None,Bloodshot,Green,Human,,Mustache - Other,
7803,Knights of Degen #7803,Deadass,Chainmail - Silver,Normal,Valkyrie Helmet - Gold,None,Tired AF,Teal,Human,,Mustache - Other,
7804,Knights of Degen #7804,Grin,Emperors Armor - Other,Nose Ring,Spartan Helmet - Other,None,Normal,Teal,Robot,,,
7805,Knights of Degen #7805,Deadass,Knights Armor - Other,Normal,Valkyrie Helmet - Other,None,Tired AF,Blue,Human,,,
7806,Knights of Degen #7806,Vape,Knights Armor - Silver,Normal,Space Helmet - Silver,Sword - Gold,Brown,Green,Human,,,
7807,Knights of Degen #7807,Pizza,Knights Armor - Silver,Normal,Knights Helmet - Other,Space Dog,Normal,Yellow,Robot,,,
7808,Knights of Degen #7808,Smile,HODL Tee,Normal,Cowboy Hat - Other,Ready to Rumble,Tired AF,Green,Human,,,
7809,Knights of Degen #7809,Pizza,Kings Armor - Other,Nose Ring,Spartan Helmet - Silver,None,Normal,Teal,Robot,Legendary,Sweet Stache - Other,
